Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,0.0,0.0,699462.0,551.0,1
5,901.7833333333,418.0,0.0,0.0,5275647.0,164.0,1
10,2195.6166666666,304.0,0.0,0.0,5275647.0,164.0,1
15,5842.566666670001,330.0,0.0,62.0,11822100.0,1871.0,1
20,10944.133333329999,495.0,192.0,251.0,11822100.0,1871.0,1
25,16561.8,596.0,383.0,412.0,23307735.0,442.0,1
30,21555.41666666,664.0,552.0,564.0,23307735.0,442.0,1
35,21555.41666666,712.0,616.0,626.0,8206185.0,316.0,1
40,23891.183333330002,748.0,814.0,821.0,8206185.0,316.0,1
45,28713.3,776.0,828.0,828.0,8206185.0,316.0,1
50,28713.3,798.0,845.0,845.0,14496379.0,580.0,1
55,32527.98333333,817.0,1000.0,1000.0,14496379.0,580.0,1
60,35079.7,832.0,1000.0,1000.0,19718595.0,6849.0,1
65,34177.91666666,881.0,1000.0,1000.0,11822967.0,524.0,1
70,38912.483333330005,948.0,1000.0,1000.0,11822967.0,524.0,1
75,35265.53333333,1000.0,1000.0,1000.0,20703256.0,398.0,1
80,35827.63333333,1000.0,1000.0,1000.0,20703256.0,398.0,1
85,30209.96666666,1000.0,1000.0,1000.0,7521860.0,274.0,1
90,28579.23333333,1000.0,1000.0,1000.0,7521860.0,274.0,1
95,31331.28333333,1000.0,1000.0,1000.0,18175428.0,346.0,1
100,29545.766666659998,1000.0,1000.0,1000.0,15294301.0,531.0,1
105,29982.98333333,1000.0,1000.0,1000.0,24465252.0,800.0,1
110,35921.26666666,1000.0,1000.0,1000.0,24465252.0,800.0,1
115,32106.583333330003,1000.0,1000.0,1000.0,9772648.0,359.0,1
120,33213.9,1000.0,1000.0,1000.0,9772648.0,359.0,1
125,35336.43333333,1000.0,1000.0,1000.0,20490360.0,427.0,1
130,30684.583333330003,1000.0,1000.0,1000.0,20490360.0,427.0,1
135,35028.33333333,1000.0,1000.0,1000.0,18810143.0,405.0,1
140,29633.8,1000.0,1000.0,1000.0,18810143.0,405.0,1
145,35310.233333330005,1000.0,1000.0,1000.0,18810143.0,405.0,1
150,31947.35,1000.0,1000.0,1000.0,8599630.0,360.0,1
155,34866.58333333,1000.0,1000.0,1000.0,8599630.0,360.0,1
160,34316.33333333,1000.0,1000.0,1000.0,19948695.0,482.0,1
165,30748.4,1000.0,1000.0,1000.0,12962687.0,379.0,1
170,30519.16666666,1000.0,1000.0,1000.0,23456322.0,873.0,1
175,36942.66666666,1000.0,1000.0,1000.0,23456322.0,873.0,1
180,33283.63333333,1000.0,1000.0,1000.0,11131305.0,317.0,1
185,36388.6,1000.0,1000.0,1000.0,11131305.0,317.0,1
190,35583.41666666,1000.0,1000.0,1000.0,14255345.0,531.0,1
195,33130.93333333,1000.0,1000.0,1000.0,14255345.0,531.0,1
200,36200.93333333,1000.0,1000.0,1000.0,23277592.0,498.0,1
205,31557.833333330003,1000.0,1000.0,1000.0,23277592.0,498.0,1
210,36543.966666659995,1000.0,1000.0,1000.0,26282050.0,8807.0,1
215,30872.683333330002,1000.0,1000.0,1000.0,16268864.0,412.0,1
220,36446.05,1000.0,1000.0,1000.0,16268864.0,412.0,1
225,34754.65,1000.0,1000.0,1000.0,7448230.0,583.0,1
230,30230.98333333,1000.0,1000.0,1000.0,16615975.0,890.0,1
235,30438.433333330002,1000.0,1000.0,1000.0,26025728.0,988.0,1
240,36473.85,1000.0,1000.0,1000.0,26025728.0,988.0,1
245,,,,,,,0
