,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737232520000,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,42.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232525000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17991000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232530000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1478000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232535000,10.0,20.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,10.0,268230000.0,256000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232540000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,132399000.0,2.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232545000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,147.0,7.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232550000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,17172000.0,8.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232555000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,8.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232560000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,6624000.0,18.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232565000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,18.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232570000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,18.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232575000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,1.0,45.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232580000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,45.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232585000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,2.0,6761.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232590000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232595000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232600000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,5580000.0,72.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232605000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,72.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232610000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,1.0,177.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232615000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232620000,9.0,19.0,2.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232625000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,440.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232630000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,78.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737232635000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2997000.0,80.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
