Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,11590.141481478886,855.8155160103396,
2,18964.350387592778,1400.2711525438103,27946.0
3,29517.092248053632,1746.4020613795271,39409.0
4,36721.861788606984,2149.5141707524926,51074.0
5,46250.91374998738,3128.7948472035227,64059.0
6,50175.452136737396,4096.989610509213,77281.0
7,56865.805246895536,2956.4882009227435,81219.0
8,53573.72179485312,3769.165588363977,90935.0
9,59982.69824559444,4022.1950006016255,89522.0
