,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737489010000,1000.0
1737489015000,1000.0
1737489020000,0.0
1737489025000,0.0
1737489030000,0.0
1737489035000,6.0
1737489040000,95.0
1737489045000,227.0
1737489050000,333.0
1737489055000,413.0
1737489060000,479.0
1737489065000,531.0
1737489070000,574.0
1737489075000,609.0
1737489080000,704.0
1737489085000,784.0
1737489090000,860.0
1737489095000,941.0
1737489100000,986.0
1737489105000,995.0
1737489110000,998.0
1737489115000,1000.0
1737489120000,1000.0
1737489125000,1000.0
1737489130000,1000.0
1737489135000,1000.0
1737489140000,1000.0
1737489145000,1000.0
1737489150000,1000.0
1737489155000,1000.0
1737489160000,1000.0
1737489165000,1000.0
1737489170000,1000.0
1737489175000,1000.0
1737489180000,1000.0
1737489185000,1000.0
1737489190000,1000.0
1737489195000,1000.0
1737489200000,1000.0
1737489205000,1000.0
1737489210000,1000.0
1737489215000,1000.0
1737489220000,999.0
1737489225000,999.0
1737489230000,998.0
1737489235000,998.0
1737489240000,998.0
1737489245000,998.0
1737489250000,
