Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,1000.0,0.0,0.0,22637.0,392.0,1
5,0.0,1000.0,0.0,0.0,65849.0,209.0,1
10,0.0,0.0,0.0,0.0,633848.0,132.0,1
15,274.3333333333,0.0,0.0,0.0,1512710.0,130.0,1
20,644.2166666666,0.0,0.0,0.0,1512710.0,92.0,1
25,644.2166666666,0.0,0.0,0.0,12134722.0,738.0,1
30,8686.8,7.0,0.0,69.0,36012837.0,412.0,1
35,12661.55,167.0,92.0,202.0,44072649.0,833.0,1
40,15781.633333329999,286.0,297.0,404.0,16144550.0,778.0,1
45,23172.316666659997,376.0,434.0,505.0,26501314.0,4790.0,1
50,26988.23333333,445.0,498.0,554.0,29394736.0,471.0,1
55,32791.85,501.0,573.0,612.0,29394736.0,471.0,1
60,34223.66666666,546.0,612.0,645.0,13790203.0,292.0,1
65,35986.63333333,584.0,719.0,747.0,29467556.0,1037.0,1
70,48347.46666666,726.0,789.0,810.0,29467556.0,1037.0,1
75,48073.13333333,808.0,873.0,893.0,38108618.0,547.0,1
80,47703.25,885.0,956.0,977.0,29999758.0,705.0,1
85,55157.483333330005,968.0,1000.0,1000.0,29999758.0,705.0,1
90,48910.15,998.0,1000.0,1000.0,36689550.0,9731.0,1
95,44935.4,1000.0,1000.0,1000.0,30096357.0,417.0,1
100,47645.8,1000.0,1000.0,1000.0,30096357.0,417.0,1
105,40828.56666666,1000.0,1000.0,1000.0,37398990.0,470.0,1
110,38823.88333333,1000.0,1000.0,1000.0,37398990.0,470.0,1
115,37538.483333330005,1000.0,1000.0,1000.0,37483363.0,7930.0,1
120,36390.466666659995,1000.0,1000.0,1000.0,37483363.0,7930.0,1
125,35868.83333333,1000.0,1000.0,1000.0,10005943.0,310.0,1
130,23600.7,1000.0,1000.0,1000.0,12642333.0,1417.0,1
135,31464.98333333,1000.0,1000.0,1000.0,23607355.0,1718.0,1
140,38983.5,1000.0,1000.0,1000.0,34233254.0,2084.0,1
145,37239.716666659995,1000.0,1000.0,1000.0,45106434.0,2748.0,1
150,41354.35,1000.0,1000.0,1000.0,43515386.0,912.0,1
155,47082.25,1000.0,1000.0,1000.0,50002306.0,922.0,1
160,45026.38333333,1000.0,1000.0,1000.0,50002306.0,922.0,1
165,46745.15,1000.0,1000.0,1000.0,59114247.0,682.0,1
170,45219.01666666,1000.0,1000.0,1000.0,59114247.0,682.0,1
175,46400.93333333,1000.0,1000.0,1000.0,36749214.0,8577.0,1
180,46117.13333333,1000.0,1000.0,1000.0,36749214.0,8577.0,1
185,46514.31666666,1000.0,1000.0,1000.0,36749214.0,8577.0,1
190,46421.616666660004,1000.0,1000.0,1000.0,10997373.0,304.0,1
195,40260.41666666,1000.0,1000.0,1000.0,26087225.0,2434.0,1
200,41769.3,1000.0,1000.0,1000.0,37509745.0,2942.0,1
205,43106.41666666,1000.0,1000.0,1000.0,48524881.0,855.0,1
210,42993.216666659995,1000.0,1000.0,1000.0,47006059.0,979.0,1
215,43339.26666666,1000.0,1000.0,1000.0,57060141.0,874.0,1
220,45441.76666666,1000.0,1000.0,1000.0,57060141.0,874.0,1
225,48566.13333333,1000.0,1000.0,1000.0,55440464.0,669.0,1
230,48610.81666666,1000.0,1000.0,1000.0,55440464.0,669.0,1
235,48489.233333330005,1000.0,1000.0,1000.0,42466802.0,8779.0,1
240,48489.233333330005,1000.0,,,,,1
245,,,,,,,0
