Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,1408.892447916351,2780.6791317869593,39749.56249999625,4756.597107744827,
2,1,13360.584328355919,3319.2461304177077,63868.73606964821,3510.924193752112,85668.0
3,1,38743.00906862397,9014.671008756934,71609.7127450947,4874.191041829021,102136.0
4,1,37040.5597014891,5852.005974755029,94409.9885572112,8828.99410984582,82632.0
5,1,44480.59840182452,14422.24084189587,102041.08378995123,21682.854297986025,111466.0
6,1,71981.44707206884,24178.07339852786,104416.07657657338,23896.810624827165,125007.0
7,1,66183.61044775746,10100.790345191826,106574.85149253359,26577.63973522435,124095.0
8,1,72618.978571425,19643.270539049794,59479.89166666428,35736.369311139664,126608.0
