,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737543100000,1000.0
1737543105000,0.0
1737543110000,0.0
1737543115000,0.0
1737543120000,0.0
1737543125000,0.0
1737543130000,142.0
1737543135000,265.0
1737543140000,357.0
1737543145000,428.0
1737543150000,486.0
1737543155000,532.0
1737543160000,571.0
1737543165000,717.0
1737543170000,799.0
1737543175000,875.0
1737543180000,958.0
1737543185000,1000.0
1737543190000,1000.0
1737543195000,1000.0
1737543200000,1000.0
1737543205000,1000.0
1737543210000,1000.0
1737543215000,1000.0
1737543220000,1000.0
1737543225000,1000.0
1737543230000,1000.0
1737543235000,1000.0
1737543240000,1000.0
1737543245000,1000.0
1737543250000,1000.0
1737543255000,1000.0
1737543260000,1000.0
1737543265000,1000.0
1737543270000,1000.0
1737543275000,1000.0
1737543280000,1000.0
1737543285000,1000.0
1737543290000,1000.0
1737543295000,1000.0
1737543300000,1000.0
1737543305000,1000.0
1737543310000,1000.0
1737543315000,1000.0
1737543320000,1000.0
1737543325000,1000.0
1737543330000,1000.0
1737543335000,1000.0
1737543340000,
