,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737512445000,0.0
1737512450000,0.0
1737512455000,0.0
1737512460000,274.3333333333
1737512465000,644.2166666666
1737512470000,644.2166666666
1737512475000,8686.8
1737512480000,12661.55
1737512485000,15781.633333329999
1737512490000,23172.316666659997
1737512495000,26988.23333333
1737512500000,32791.85
1737512505000,34223.66666666
1737512510000,35986.63333333
1737512515000,48347.46666666
1737512520000,48073.13333333
1737512525000,47703.25
1737512530000,55157.483333330005
1737512535000,48910.15
1737512540000,44935.4
1737512545000,47645.8
1737512550000,40828.56666666
1737512555000,38823.88333333
1737512560000,37538.483333330005
1737512565000,36390.466666659995
1737512570000,35868.83333333
1737512575000,23600.7
1737512580000,31464.98333333
1737512585000,38983.5
1737512590000,37239.716666659995
1737512595000,41354.35
1737512600000,47082.25
1737512605000,45026.38333333
1737512610000,46745.15
1737512615000,45219.01666666
1737512620000,46400.93333333
1737512625000,46117.13333333
1737512630000,46514.31666666
1737512635000,46421.616666660004
1737512640000,40260.41666666
1737512645000,41769.3
1737512650000,43106.41666666
1737512655000,42993.216666659995
1737512660000,43339.26666666
1737512665000,45441.76666666
1737512670000,48566.13333333
1737512675000,48610.81666666
1737512680000,48489.233333330005
1737512685000,48489.233333330005
1737512690000,
