,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737223435000,0.0
1737223440000,564.4
1737223445000,2404.9166666666
1737223450000,6430.366666670001
1737223455000,15380.18333333
1737223460000,15479.73333333
1737223465000,20152.2
1737223470000,25379.383333330003
1737223475000,31090.6
1737223480000,42247.01666666
1737223485000,42247.01666666
1737223490000,44901.26666666
1737223495000,52307.03333333
1737223500000,51742.63333333
1737223505000,49951.366666660004
1737223510000,52359.13333333
1737223515000,43409.31666666
1737223520000,48919.4
1737223525000,44486.15
1737223530000,40589.51666666
1737223535000,38816.68333333
1737223540000,27660.266666659998
1737223545000,29120.78333333
1737223550000,26466.53333333
1737223555000,22633.5
1737223560000,30643.266666659998
1737223565000,38087.58333333
1737223570000,36586.233333330005
1737223575000,44594.483333330005
1737223580000,39546.1
1737223585000,45398.233333330005
1737223590000,44067.68333333
1737223595000,41345.31666666
1737223600000,41345.31666666
1737223605000,41253.41666666
1737223610000,47366.7
1737223615000,51169.46666666
1737223620000,51130.41666666001
1737223625000,49741.55
1737223630000,50325.6
1737223635000,42317.35
1737223640000,45795.55
1737223645000,41383.03333333
1737223650000,41680.0
1737223655000,46662.33333333
1737223660000,46662.33333333
1737223665000,45842.41666666
1737223670000,39729.13333333
1737223675000,
