,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1703153530000,14204.033333329999,14276.75,,,,
1703153535000,14576.866666659998,14705.23333333,,,,
1703153540000,14266.3,14322.1,,,,
1703153545000,13613.8,13894.85,,,,
1703153550000,14167.56666666,14247.16666666,,,,
1703153555000,14930.18333333,14851.66666666,,,,
1703153560000,14192.516666659998,14532.0,,,,
1703153565000,13892.16666666,14111.966666659999,,,,
1703153570000,13991.8,14000.33333333,,,,
1703153575000,13781.783333329999,14017.08333333,,,,
1703153580000,13859.866666659998,13977.283333329999,,,,
1703153585000,14744.0,14671.883333329999,,,,
1703153590000,14127.633333329999,14220.5,,,,
1703153595000,13743.766666659998,13875.133333329999,,,,
1703153600000,13908.216666659999,14028.033333329999,,,,
1703153605000,14680.75,14677.08333333,,,,
1703153610000,14553.75,14524.18333333,,,,
1703153615000,14011.1,14045.766666659998,,,,
1703153620000,14021.08333333,14096.58333333,,,,
1703153625000,14793.91666666,14743.83333333,,,,
1703153630000,14725.06666666,14744.9,,,,
1703153635000,14750.4,14658.41666666,,,,
1703153640000,14352.8,14654.716666659999,,,,
1703153645000,14037.18333333,14204.116666659998,,,,
1703153650000,14723.466666659999,14746.4,,,,
1703153655000,14517.033333329999,14466.766666659998,,,,
1703153660000,14826.05,15108.55,,,,
1703153665000,15706.466666659999,15788.266666659998,,,,
1703153670000,15351.98333333,15530.366666659998,,,,
1703153675000,15953.85,16068.016666659998,,,,
1703153680000,15886.266666659998,15915.25,,,,
1703153685000,15725.783333329999,15855.766666659998,,,,
1703153690000,15246.4,15411.15,,,,
1703153695000,15696.2,15774.31666666,,,,
1703153700000,15858.16666666,15642.633333329999,,,,
1703153705000,15657.25,15701.48333333,,,,
1703153710000,15504.466666659999,15387.266666659998,,,,
1703153715000,16100.216666659999,16284.73333333,,,,
1703153720000,16297.633333329999,16234.1,,,,
1703153725000,14812.116666659998,14888.33333333,,,,
1703153730000,15296.8,15247.033333329999,,,,
1703153735000,14691.15,14786.3,,,,
1703153740000,15553.98333333,15327.0,,,,
1703153745000,15071.116666659998,15168.1,,,,
1703153750000,,,,,,
1703153755000,0.0,0.0,,,,
1703153760000,0.0,0.0,,,,
1703153765000,0.0,260.1833333333,,,,
1703153770000,832.9333333333,828.1333333333,,,,
1703153775000,1661.4833333333,1900.7166666665998,,,,
1703153780000,3467.05,3471.85,,,,
1703153785000,4636.95,4650.18333333,,,,
1703153790000,6246.68333333,6296.16666667,,,,
1703153795000,6431.65,6455.18333333,,,,
1703153800000,,,,,,
1703153850000,,,0.0,,,
1703153855000,0.0,0.0,0.0,,,
1703153860000,0.0,0.0,0.0,,,
1703153865000,423.4,425.75,413.85,,,
1703153870000,802.1166666666,817.5,783.8166666666,,,
1703153875000,1333.2166666666,1358.3333333333,1485.2666666666,,,
1703153880000,2262.2333333333,2447.3833333333,2391.9333333332997,,,
1703153885000,3745.08333333,3856.38333333,3666.5,,,
1703153890000,4837.53333333,4943.95,4700.46666667,,,
1703153895000,5966.016666670001,6099.5,6035.516666670001,,,
1703153900000,7168.933333329999,7522.58333333,7275.35,,,
1703153905000,8240.96666666,8411.43333333,8094.133333329999,,,
1703153910000,9316.76666666,9490.73333333,9026.86666666,,,
1703153915000,10363.08333333,10592.55,10303.45,,,
1703153920000,11512.0,11722.616666659998,11424.23333333,,,
1703153925000,12186.2,12420.116666659998,11805.45,,,
1703153930000,13223.216666659999,13535.866666659998,13021.966666659999,,,
1703153935000,13933.8,14254.05,13361.866666659998,,,
1703153940000,13987.05,14208.1,13568.516666659998,,,
1703153945000,13622.533333329999,13949.98333333,13445.65,,,
1703153950000,13868.16666666,14128.966666659999,13471.85,,,
1703153955000,13721.55,14027.93333333,13095.81666666,,,
1703153960000,13618.016666659998,13770.2,13095.18333333,,,
1703153965000,13826.83333333,14153.85,13601.2,,,
1703153970000,13720.83333333,14098.83333333,13418.616666659998,,,
1703153975000,13818.41666666,14197.48333333,13435.766666659998,,,
1703153980000,14046.75,14520.56666666,13530.366666659998,,,
1703153985000,14027.43333333,14444.31666666,13736.43333333,,,
1703153990000,13919.55,14287.58333333,13412.616666659998,,,
1703153995000,13776.4,14142.85,13448.383333329999,,,
1703154000000,14045.16666666,14323.283333329999,13487.31666666,,,
1703154005000,14233.83333333,14634.31666666,13874.08333333,,,
1703154010000,14440.783333329999,14827.116666659998,14068.66666666,,,
1703154015000,14516.66666666,14886.06666666,14161.616666659998,,,
1703154020000,14629.98333333,14926.766666659998,14177.866666659998,,,
1703154025000,14553.3,14915.91666666,13954.133333329999,,,
1703154030000,15000.23333333,15337.1,14578.033333329999,,,
1703154035000,15254.466666659999,15608.33333333,14874.91666666,,,
1703154040000,15381.35,15655.6,14893.23333333,,,
1703154045000,15066.616666659998,15328.766666659998,14796.516666659998,,,
1703154050000,15157.55,15485.81666666,14825.783333329999,,,
1703154055000,15243.95,15536.65,14773.883333329999,,,
1703154060000,15322.4,15670.6,14905.783333329999,,,
1703154065000,15242.966666659999,15509.383333329999,14845.83333333,,,
1703154070000,14916.48333333,15245.65,14497.883333329999,,,
1703154075000,14843.783333329999,15138.83333333,14639.56666666,,,
1703154080000,15243.8,15635.98333333,14798.3,,,
1703154085000,15372.93333333,15676.133333329999,14911.1,,,
1703154090000,15152.533333329999,15519.18333333,14755.15,,,
1703154095000,14700.98333333,15114.45,14180.43333333,,,
1703154100000,14529.383333329999,14872.0,14145.73333333,,,
1703154105000,14992.16666666,15376.7,14410.033333329999,,,
1703154110000,15325.7,15660.866666659998,14813.95,,,
1703154115000,15484.31666666,15898.16666666,15122.16666666,,,
1703154120000,15392.966666659999,15816.266666659998,15145.766666659998,,,
1703154125000,15078.85,15325.366666659998,14586.18333333,,,
1703154130000,14627.033333329999,14957.616666659998,14455.6,,,
1703154135000,15064.23333333,15579.466666659999,14652.68333333,,,
1703154140000,15076.716666659999,15353.866666659998,14587.783333329999,,,
1703154145000,14892.366666659998,15168.33333333,14416.56666666,,,
1703154150000,14681.91666666,14921.25,14443.116666659998,,,
1703154155000,14741.266666659998,14910.283333329999,14176.68333333,,,
1703154160000,14520.23333333,14825.616666659998,14336.466666659999,,,
1703154165000,14972.116666659998,15276.35,14514.95,,,
1703154170000,14564.2,14747.68333333,14350.783333329999,,,
1703154175000,14881.66666666,15153.73333333,14404.68333333,,,
1703154180000,14830.766666659998,15116.283333329999,14283.33333333,,,
1703154185000,15253.1,15640.616666659998,14630.95,,,
1703154190000,15815.25,16218.08333333,15178.65,,,
1703154195000,15702.31666666,15990.15,15224.8,,,
1703154200000,15681.383333329999,16035.366666659998,15233.56666666,,,
1703154205000,15497.23333333,15947.83333333,15170.216666659999,,,
1703154210000,15903.41666666,16431.016666659998,15509.016666659998,,,
1703154215000,15810.7,16159.016666659998,15597.7,,,
1703154220000,16007.3,16240.58333333,15504.81666666,,,
1703154225000,15836.55,16210.45,15424.95,,,
1703154230000,15604.98333333,16069.98333333,15168.95,,,
1703154235000,15552.2,15989.55,15340.033333329999,,,
1703154240000,15731.883333329999,16166.31666666,15383.73333333,,,
1703154245000,15096.66666666,15513.25,14752.33333333,,,
1703154250000,15446.41666666,15806.65,15204.9,,,
1703154255000,15607.81666666,15888.35,15016.91666666,,,
1703154260000,15224.716666659999,15822.633333329999,15061.516666659998,,,
1703154265000,15907.93333333,16277.25,15484.466666659999,,,
1703154270000,15578.41666666,15798.466666659999,14888.45,,,
1703154275000,14665.2,15014.466666659999,14050.3,,,
1703154280000,13357.1,13759.6,,,,
1703154285000,,,,,,
1703154325000,0.0,,,,,
1703154330000,0.0,0.0,0.0,0.0,,
1703154335000,0.0,0.0,0.0,0.0,,
1703154340000,0.0,0.0,110.1,0.0,,
1703154345000,236.2333333333,0.0,110.1,0.0,,
1703154350000,236.2333333333,0.0,240.5666666666,239.75,,
1703154355000,277.4,0.0,240.5666666666,239.75,,
1703154360000,381.75,263.6333333333,276.3166666666,280.9666666666,,
1703154365000,786.5833333333,390.2833333333,388.7,383.65,,
1703154370000,2167.8,790.25,821.8,809.85,,
1703154375000,2911.6833333332997,2205.8,2197.5333333332997,2180.4833333333,,
1703154380000,3406.11666667,3019.4,2872.0166666666,3005.05,,
1703154385000,3406.11666667,3463.81666667,3278.05,3423.81666667,,
1703154390000,3695.05,3463.81666667,3278.05,3423.81666667,,
1703154395000,4491.7,3759.3,3588.81666667,3714.08333333,,
1703154400000,5151.11666667,4566.35,4506.08333333,4539.63333333,,
1703154405000,5821.383333329999,5245.76666667,5198.13333333,5203.35,,
1703154410000,7147.55,6162.8,5955.91666667,5848.3,,
1703154415000,8321.4,7529.51666666,7335.46666666,7203.41666666,,
1703154420000,9206.9,8486.1,8562.8,8371.033333329999,,
1703154425000,10024.05,9572.25,9627.35,9461.05,,
1703154430000,9737.383333329999,10255.33333333,10263.86666666,10102.35,,
1703154435000,10379.2,9931.76666666,10219.58333333,9828.3,,
1703154440000,10986.133333329999,10529.11666666,10753.61666666,10388.23333333,,
1703154445000,12282.33333333,11155.45,11420.0,11021.8,,
1703154450000,12785.05,12529.65,12797.4,12375.43333333,,
1703154455000,13302.06666666,13075.55,13330.65,12916.23333333,,
1703154460000,13901.5,13544.616666659998,13583.8,13348.883333329999,,
1703154465000,14146.68333333,14120.81666666,14164.4,13933.766666659998,,
1703154470000,13798.31666666,14379.41666666,14441.4,14205.0,,
1703154475000,13386.66666666,14263.0,14330.31666666,14087.016666659998,,
1703154480000,13597.43333333,13838.45,13868.0,13663.55,,
1703154485000,13321.73333333,13667.9,13751.41666666,13499.68333333,,
1703154490000,13322.33333333,13682.283333329999,13861.016666659998,13563.766666659998,,
1703154495000,13214.73333333,13761.25,13617.533333329999,13575.9,,
1703154500000,13320.9,13475.18333333,13534.266666659998,13305.58333333,,
1703154505000,13098.75,13652.966666659999,13721.93333333,13484.516666659998,,
1703154510000,13343.05,13489.23333333,13566.266666659998,13329.33333333,,
1703154515000,12974.866666659998,13571.05,13635.116666659998,13570.85,,
1703154520000,12879.4,13392.23333333,13466.3,13252.85,,
1703154525000,13027.366666659998,13142.283333329999,13332.5,12977.033333329999,,
1703154530000,13219.133333329999,13285.283333329999,13333.65,13122.033333329999,,
1703154535000,13701.116666659998,13206.05,13267.56666666,13046.66666666,,
1703154540000,13349.966666659999,13761.18333333,13819.43333333,13576.283333329999,,
1703154545000,13588.5,13778.83333333,13839.23333333,13613.23333333,,
1703154550000,13808.6,13672.08333333,13776.883333329999,13540.18333333,,
1703154555000,13317.966666659999,13786.366666659998,13855.73333333,13633.16666666,,
1703154560000,13245.83333333,13500.616666659998,13591.3,13332.3,,
1703154565000,13219.4,13544.283333329999,13628.15,13390.81666666,,
1703154570000,13393.883333329999,13493.06666666,13558.73333333,13326.033333329999,,
1703154575000,13715.533333329999,13650.3,13878.466666659999,13462.8,,
1703154580000,13707.55,13737.23333333,13804.93333333,13546.216666659999,,
1703154585000,13696.06666666,13980.383333329999,13928.3,13812.633333329999,,
1703154590000,12778.716666659999,13940.9,14026.66666666,13777.283333329999,,
1703154595000,13078.6,13199.18333333,13323.58333333,13070.81666666,,
1703154600000,13216.33333333,13399.716666659999,13447.5,13241.65,,
1703154605000,13206.45,13435.23333333,13506.116666659998,13271.08333333,,
1703154610000,13118.033333329999,13644.98333333,13593.75,13396.966666659999,,
1703154615000,13428.0,13367.266666659998,13435.633333329999,13190.55,,
1703154620000,13376.65,13838.3,13914.16666666,13684.633333329999,,
1703154625000,13541.3,13628.766666659998,13772.31666666,13500.5,,
1703154630000,13466.366666659998,13520.48333333,13602.93333333,13363.516666659998,,
1703154635000,13145.2,13598.033333329999,13526.23333333,13293.16666666,,
1703154640000,13124.8,13583.41666666,13697.6,13439.91666666,,
1703154645000,12954.216666659999,13523.48333333,13594.25,13359.0,,
1703154650000,13963.5,13196.466666659999,13480.91666666,13223.716666659999,,
1703154655000,13740.16666666,13995.633333329999,14026.15,13788.1,,
1703154660000,13820.5,13804.15,13906.91666666,13639.83333333,,
1703154665000,13500.98333333,13850.4,13915.08333333,13680.266666659998,,
1703154670000,13513.06666666,13444.383333329999,13514.883333329999,13282.18333333,,
1703154675000,13568.16666666,13819.7,13897.35,13653.533333329999,,
1703154680000,13769.08333333,13603.58333333,13659.18333333,13443.95,,
1703154685000,13699.35,13873.41666666,13860.65,13656.5,,
1703154690000,13448.16666666,13961.06666666,14023.7,13788.133333329999,,
1703154695000,13762.766666659998,13922.91666666,13995.4,13751.1,,
1703154700000,13783.68333333,13952.93333333,14092.766666659998,13832.16666666,,
1703154705000,13811.81666666,13745.75,13817.133333329999,13577.06666666,,
1703154710000,13523.3,14014.15,13896.3,13647.5,,
1703154715000,13394.966666659999,13945.66666666,14081.05,13804.81666666,,
1703154720000,13433.766666659998,13895.616666659998,13973.58333333,13735.83333333,,
1703154725000,13850.58333333,13633.15,13820.31666666,13715.866666659998,,
1703154730000,13933.216666659999,14131.06666666,14199.716666659999,13962.05,,
1703154735000,13728.633333329999,14103.06666666,14179.283333329999,13929.93333333,,
1703154740000,13053.266666659998,14001.216666659999,14280.9,14017.25,,
1703154745000,,,,,,
1703154795000,0.0,0.0,0.0,0.0,0.0,
1703154800000,117.9,0.0,0.0,0.0,0.0,
1703154805000,241.2666666666,125.0,124.25,0.0,113.85,
1703154810000,538.75,244.15,241.7166666666,0.0,232.5,
1703154815000,769.65,543.2666666666,536.0833333333,360.4833333333,517.8833333333,
1703154820000,1647.35,758.2166666666,746.4166666666,838.8166666666,801.9333333333,
1703154825000,2881.8333333333,1718.3166666666,1706.2666666666,1732.0666666666,1624.65,
1703154830000,3583.15,2909.5,2773.0,3140.3666666665995,2930.5333333332997,
1703154835000,4238.5,3465.0,3367.75,3676.7,3474.15,
1703154840000,5227.6,4523.46666667,4422.78333333,4506.23333333,4277.06666667,
1703154845000,5989.066666670001,5450.23333333,5342.08333333,5392.11666667,5197.46666667,
1703154850000,7054.7,6315.08333333,6192.683333329999,6303.16666667,5992.183333329999,
1703154855000,7646.383333329999,7311.36666666,7166.21666666,7264.16666666,6931.2,
1703154860000,8560.76666666,7977.65,7819.233333329999,7863.5,7598.16666666,
1703154865000,9427.06666666,8894.91666666,8716.25,8890.9,8478.383333329999,
1703154870000,10419.46666666,9844.91666666,9634.95,9989.283333329999,9313.81666666,
1703154875000,11309.11666666,10626.4,10410.26666666,10644.633333329999,10115.43333333,
1703154880000,11395.6,11457.48333333,11213.98333333,11221.4,10835.66666666,
1703154885000,10865.4,11717.95,11462.08333333,11511.783333329999,11173.86666666,
1703154890000,11330.25,11230.25,11082.66666666,10800.8,10522.98333333,
1703154895000,11807.93333333,11832.95,11631.6,11397.05,11096.73333333,
1703154900000,11916.9,11866.85,11680.6,11492.11666666,11175.46666666,
1703154905000,12414.2,12136.7,11893.116666659998,11942.883333329999,11551.75,
1703154910000,12339.56666666,12283.016666659998,12041.766666659998,12242.55,11737.516666659998,
1703154915000,12860.0,12549.25,12298.75,12312.9,11986.66666666,
1703154920000,12817.43333333,13006.66666666,12761.1,12859.35,12366.15,
1703154925000,12670.56666666,12927.8,12669.866666659998,12743.05,12311.66666666,
1703154930000,12479.966666659999,12755.8,12509.533333329999,12556.23333333,12153.366666659998,
1703154935000,12679.66666666,12739.15,12496.41666666,12574.266666659998,12142.68333333,
1703154940000,12650.866666659998,12812.866666659998,12568.43333333,12639.866666659998,12195.25,
1703154945000,13266.7,12786.783333329999,12530.81666666,12603.65,12177.783333329999,
1703154950000,13078.9,13157.33333333,12897.4,13057.616666659998,12547.4,
1703154955000,13197.58333333,13254.533333329999,12995.2,13071.98333333,12603.35,
1703154960000,13265.06666666,13206.266666659998,12902.31666666,13168.08333333,12731.866666659998,
1703154965000,12814.15,13167.033333329999,12891.35,12968.516666659998,12542.18333333,
1703154970000,13157.93333333,13218.16666666,12945.33333333,12899.783333329999,12574.3,
1703154975000,12832.466666659999,13309.45,13041.41666666,13118.16666666,12675.783333329999,
1703154980000,13036.016666659998,12981.033333329999,12711.616666659998,12812.7,12334.016666659998,
1703154985000,13396.0,12993.48333333,12732.15,12929.283333329999,12359.966666659999,
1703154990000,13568.533333329999,13452.41666666,13192.25,13231.91666666,12853.533333329999,
1703154995000,13287.91666666,13515.95,13231.266666659998,13551.48333333,12875.41666666,
1703155000000,13526.8,13660.516666659998,13388.15,13434.6,13014.48333333,
1703155005000,13303.0,13454.766666659998,13187.766666659998,13431.85,12815.266666659998,
1703155010000,13573.43333333,13762.31666666,13460.25,13527.68333333,13039.533333329999,
1703155015000,13437.7,13690.516666659998,13401.9,13535.81666666,12798.3,
1703155020000,13513.06666666,13864.25,13584.8,13672.45,13100.91666666,
1703155025000,13696.06666666,13673.33333333,13403.81666666,13715.8,13021.56666666,
1703155030000,13312.6,13856.73333333,13581.35,13574.08333333,13200.283333329999,
1703155035000,13565.05,13223.08333333,12960.216666659999,13192.633333329999,12592.5,
1703155040000,13696.56666666,13722.633333329999,13442.716666659999,13470.56666666,12904.45,
1703155045000,13502.85,13847.25,13565.15,13524.033333329999,13210.55,
1703155050000,14030.41666666,13746.35,13464.95,13550.966666659999,13042.266666659998,
1703155055000,14096.58333333,14266.966666659999,13976.283333329999,13901.35,13538.116666659998,
1703155060000,13749.883333329999,14055.06666666,13772.6,13852.31666666,13389.5,
1703155065000,13908.15,14031.91666666,13748.08333333,13658.533333329999,13360.016666659998,
1703155070000,13583.81666666,13806.033333329999,13538.48333333,13565.81666666,13231.3,
1703155075000,13611.55,13656.18333333,13484.466666659999,13420.18333333,13333.95,
1703155080000,13527.4,13566.0,13296.75,13369.216666659999,13029.16666666,
1703155085000,13515.366666659998,13687.4,13428.016666659998,13268.33333333,13038.783333329999,
1703155090000,13847.45,13663.016666659998,13388.25,13466.33333333,12989.283333329999,
1703155095000,13858.783333329999,14078.41666666,13795.91666666,13716.266666659998,13404.716666659999,
1703155100000,13537.8,14018.8,13738.516666659998,13816.15,13570.75,
1703155105000,13616.66666666,13919.68333333,13648.06666666,13722.5,13254.45,
1703155110000,13039.75,13778.45,13500.65,13672.05,13190.9,
1703155115000,13058.16666666,13250.06666666,12980.966666659999,12986.31666666,12679.75,
1703155120000,13309.31666666,13445.216666659999,13175.266666659998,13254.15,12626.283333329999,
1703155125000,13056.633333329999,13562.85,13258.4,13383.31666666,12906.216666659999,
1703155130000,13198.7,13184.1,12948.43333333,13185.8,12538.783333329999,
1703155135000,13123.95,13295.66666666,12952.116666659998,13240.35,12606.95,
1703155140000,13252.966666659999,13451.4,13190.48333333,13283.866666659998,12746.883333329999,
1703155145000,13265.033333329999,13487.58333333,13206.66666666,13287.616666659998,12843.266666659998,
1703155150000,13012.716666659999,13427.8,13159.766666659998,13235.216666659999,12813.0,
1703155155000,13326.75,13321.45,13055.56666666,13212.56666666,12695.98333333,
1703155160000,13310.3,13266.23333333,12984.3,13066.85,12621.16666666,
1703155165000,13351.85,13258.366666659998,12980.16666666,13062.05,12627.43333333,
1703155170000,13081.33333333,13344.18333333,13055.016666659998,13072.516666659998,12661.1,
1703155175000,12995.98333333,13095.85,12960.366666659998,13144.0,12462.783333329999,
1703155180000,13484.05,13179.033333329999,12927.58333333,13095.383333329999,12709.516666659998,
1703155185000,13366.05,13397.033333329999,13147.15,13191.06666666,12777.81666666,
1703155190000,13349.1,13771.4,13483.466666659999,13369.85,13122.45,
1703155195000,13519.15,13490.766666659998,13388.08333333,13348.15,13027.016666659998,
1703155200000,13418.6,13486.68333333,13211.33333333,13290.716666659999,12936.466666659999,
1703155205000,13345.033333329999,13499.85,13226.25,13293.016666659998,12847.016666659998,
1703155210000,13667.68333333,13486.8,13216.66666666,13376.55,12846.6,
1703155215000,12939.35,13582.85,13307.95,13311.3,12942.466666659999,
1703155220000,11952.0,13056.23333333,12811.866666659998,12879.7,12454.133333329999,
1703155225000,,,,,,
1703155270000,0.0,,0.0,0.0,,0.0
1703155275000,0.0,0.0,0.0,0.0,0.0,0.0
1703155280000,0.55,0.0,0.0,0.0,0.0,0.0
1703155285000,0.55,14.433333333333,0.0,0.0,96.1666666666,66.85
1703155290000,196.2666666666,186.9333333333,0.0,0.0,184.7166666666,186.2166666666
1703155295000,221.85,206.5166666666,0.0,27.216666666666,202.1666666666,202.5333333333
1703155300000,327.5666666666,299.25,27.066666666666,330.2833333333,297.6666666666,298.1
1703155305000,825.0,754.1166666666,531.2666666666,811.5333333333,722.0166666666,708.6
1703155310000,1471.0333333332999,1316.4666666666,1144.2,1499.3,1280.35,1282.7833333333
1703155315000,2302.8833333333,2137.5166666666,2212.3666666666,2373.4833333333,2005.4833333333,2075.9
1703155320000,2860.75,2817.1,2848.8333333333,3049.9666666666,2776.0666666666,2731.0333333332997
1703155325000,3533.31666667,3302.8833333333,3408.35,3639.28333333,3287.85,3289.7
1703155330000,4215.45,4022.9,4067.86666667,4355.86666667,4003.91666667,4005.5
1703155335000,4888.08333333,4645.4,4717.36666667,5051.33333333,4568.4,4575.05
1703155340000,5663.23333333,5382.81666667,5464.01666667,5850.55,5365.81666667,5380.56666667
1703155345000,6196.883333329999,5853.08333333,6007.35,6424.0,5732.03333333,5763.76666667
1703155350000,6627.21666667,6322.933333329999,6582.883333329999,7050.55,6297.633333329999,6297.7
1703155355000,7311.06666666,6981.16666666,7267.81666666,7757.0,6952.933333329999,6955.06666666
1703155360000,7974.9,7620.06666666,7982.233333329999,8245.93333333,7563.58333333,7569.183333329999
1703155365000,8122.433333329999,7783.96666666,8173.01666666,8511.4,7778.01666666,7793.733333329999
1703155370000,8287.633333329999,7993.5,8295.06666666,8568.633333329999,7991.35,7979.11666666
1703155375000,8351.21666666,7998.46666666,8066.66666666,8634.95,8087.6,8019.46666666
1703155380000,8261.15,7805.85,7898.85,8455.81666666,7805.4,7840.08333333
1703155385000,8504.46666666,8108.433333329999,8206.1,8786.283333329999,8023.85,8024.883333329999
1703155390000,8655.96666666,8176.28333333,8352.98333333,8943.15,8105.1,8107.11666666
1703155395000,8881.41666666,8447.283333329999,8568.73333333,9178.2,8445.66666666,8447.86666666
1703155400000,9067.08333333,8613.1,8742.93333333,9358.31666666,8571.35,8612.33333333
1703155405000,9593.383333329999,9126.48333333,9246.5,9904.18333333,9073.93333333,9075.1
1703155410000,10007.98333333,9496.71666666,9676.65,10363.51666666,9398.31666666,9400.18333333
1703155415000,10152.33333333,9686.35,9796.883333329999,10491.31666666,9647.71666666,9647.61666666
1703155420000,10278.15,9924.383333329999,10035.76666666,10750.283333329999,9771.43333333,9784.883333329999
1703155425000,10513.55,10003.61666666,10067.81666666,10744.31666666,9972.61666666,9955.61666666
1703155430000,10487.58333333,10127.76666666,10188.71666666,10984.85,9964.633333329999,9977.2
1703155435000,10544.95,10216.383333329999,10302.98333333,11034.7,9995.633333329999,10021.18333333
1703155440000,11080.383333329999,10586.15,10796.883333329999,11517.633333329999,10420.3,10536.35
