,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1702974420000,1000.0,,,,,,
1702974425000,492.0,,,,,,
1702974430000,230.0,,,,,,
1702974435000,145.0,,,,,,
1702974440000,104.0,,,,,,
1702974445000,119.0,,,,,,
1702974450000,266.0,,,,,,
1702974455000,262.0,,,,,,
1702974460000,321.0,,,,,,
1702974465000,396.0,,,,,,
1702974470000,457.0,,,,,,
1702974475000,506.0,,,,,,
1702974480000,547.0,,,,,,
1702974485000,590.0,,,,,,
1702974490000,676.0,,,,,,
1702974495000,761.0,,,,,,
1702974500000,846.0,,,,,,
1702974505000,915.0,,,,,,
1702974510000,915.0,,,,,,
1702974515000,978.0,,,,,,
1702974520000,1000.0,,,,,,
1702974525000,1000.0,,,,,,
1702974530000,1000.0,,,,,,
1702974535000,1000.0,,,,,,
1702974540000,1000.0,,,,,,
1702974545000,1000.0,,,,,,
1702974550000,1000.0,,,,,,
1702974555000,1000.0,,,,,,
1702974560000,1000.0,,,,,,
1702974565000,1000.0,,,,,,
1702974570000,1000.0,,,,,,
1702974575000,1000.0,,,,,,
1702974580000,1000.0,,,,,,
1702974585000,1000.0,,,,,,
1702974590000,1000.0,,,,,,
1702974595000,1000.0,,,,,,
1702974600000,1000.0,,,,,,
1702974605000,1000.0,,,,,,
1702974610000,1000.0,,,,,,
1702974615000,1000.0,,,,,,
1702974620000,1000.0,,,,,,
1702974625000,1000.0,,,,,,
1702974630000,1000.0,,,,,,
1702974635000,1000.0,,,,,,
1702974640000,1000.0,,,,,,
1702974645000,1000.0,,,,,,
1702974650000,1000.0,,,,,,
1702974655000,1000.0,,,,,,
1702974660000,1000.0,,,,,,
1702974665000,1000.0,,,,,,
1702974670000,1000.0,,,,,,
1702974675000,1000.0,,,,,,
1702974680000,1000.0,,,,,,
1702974685000,1000.0,,,,,,
1702974690000,1000.0,,,,,,
1702974695000,1000.0,,,,,,
1702974700000,1000.0,,,,,,
1702974705000,1000.0,,,,,,
1702974710000,1000.0,,,,,,
1702974715000,1000.0,,,,,,
1702974720000,1000.0,,,,,,
1702974725000,1000.0,,,,,,
1702974730000,1000.0,,,,,,
1702974735000,1000.0,,,,,,
1702974740000,1000.0,,,,,,
1702974745000,1000.0,,,,,,
1702974750000,1000.0,,,,,,
1702974755000,1000.0,,,,,,
1702974760000,1000.0,,,,,,
1702974765000,1000.0,,,,,,
1702974770000,1000.0,,,,,,
1702974775000,1000.0,,,,,,
1702974780000,1000.0,,,,,,
1702974785000,1000.0,,,,,,
1702974790000,1000.0,,,,,,
1702974795000,1000.0,,,,,,
1702974800000,1000.0,,,,,,
1702974805000,,,,,,,
1702974850000,1000.0,1000.0,,,,,
1702974855000,1000.0,1000.0,,,,,
1702974860000,558.0,245.0,,,,,
1702974865000,779.0,509.0,,,,,
1702974870000,853.0,609.0,,,,,
1702974875000,890.0,659.0,,,,,
1702974880000,912.0,695.0,,,,,
1702974885000,927.0,707.0,,,,,
1702974890000,937.0,703.0,,,,,
1702974895000,945.0,696.0,,,,,
1702974900000,951.0,703.0,,,,,
1702974905000,956.0,710.0,,,,,
1702974910000,960.0,720.0,,,,,
1702974915000,964.0,729.0,,,,,
1702974920000,1000.0,777.0,,,,,
1702974925000,1000.0,785.0,,,,,
1702974930000,1000.0,781.0,,,,,
1702974935000,1000.0,784.0,,,,,
1702974940000,1000.0,785.0,,,,,
1702974945000,1000.0,794.0,,,,,
1702974950000,1000.0,799.0,,,,,
1702974955000,1000.0,815.0,,,,,
1702974960000,1000.0,824.0,,,,,
1702974965000,1000.0,827.0,,,,,
1702974970000,1000.0,832.0,,,,,
1702974975000,1000.0,832.0,,,,,
1702974980000,1000.0,836.0,,,,,
1702974985000,1000.0,836.0,,,,,
1702974990000,1000.0,836.0,,,,,
1702974995000,1000.0,833.0,,,,,
1702975000000,1000.0,832.0,,,,,
1702975005000,1000.0,834.0,,,,,
1702975010000,1000.0,844.0,,,,,
1702975015000,1000.0,842.0,,,,,
1702975020000,1000.0,841.0,,,,,
1702975025000,1000.0,844.0,,,,,
1702975030000,1000.0,846.0,,,,,
1702975035000,1000.0,847.0,,,,,
1702975040000,1000.0,846.0,,,,,
1702975045000,1000.0,848.0,,,,,
1702975050000,1000.0,857.0,,,,,
1702975055000,1000.0,863.0,,,,,
1702975060000,1000.0,864.0,,,,,
1702975065000,1000.0,856.0,,,,,
1702975070000,1000.0,858.0,,,,,
1702975075000,1000.0,863.0,,,,,
1702975080000,1000.0,866.0,,,,,
1702975085000,1000.0,864.0,,,,,
1702975090000,1000.0,863.0,,,,,
1702975095000,1000.0,862.0,,,,,
1702975100000,1000.0,859.0,,,,,
1702975105000,1000.0,856.0,,,,,
1702975110000,1000.0,857.0,,,,,
1702975115000,1000.0,859.0,,,,,
1702975120000,1000.0,862.0,,,,,
1702975125000,1000.0,871.0,,,,,
1702975130000,1000.0,873.0,,,,,
1702975135000,1000.0,872.0,,,,,
1702975140000,1000.0,870.0,,,,,
1702975145000,1000.0,873.0,,,,,
1702975150000,1000.0,873.0,,,,,
1702975155000,1000.0,874.0,,,,,
1702975160000,1000.0,874.0,,,,,
1702975165000,1000.0,876.0,,,,,
1702975170000,1000.0,873.0,,,,,
1702975175000,1000.0,870.0,,,,,
1702975180000,1000.0,868.0,,,,,
1702975185000,1000.0,875.0,,,,,
1702975190000,1000.0,870.0,,,,,
1702975195000,1000.0,868.0,,,,,
1702975200000,1000.0,867.0,,,,,
1702975205000,1000.0,867.0,,,,,
1702975210000,1000.0,869.0,,,,,
1702975215000,1000.0,872.0,,,,,
1702975220000,1000.0,877.0,,,,,
1702975225000,1000.0,877.0,,,,,
1702975230000,1000.0,878.0,,,,,
1702975235000,1000.0,880.0,,,,,
1702975240000,1000.0,878.0,,,,,
1702975245000,,,,,,,
1702975295000,568.0,1000.0,1000.0,,,,
1702975300000,784.0,493.0,511.0,,,,
1702975305000,856.0,500.0,558.0,,,,
1702975310000,892.0,567.0,625.0,,,,
1702975315000,914.0,599.0,657.0,,,,
1702975320000,928.0,626.0,679.0,,,,
1702975325000,939.0,649.0,700.0,,,,
1702975330000,946.0,650.0,705.0,,,,
1702975335000,952.0,660.0,727.0,,,,
1702975340000,957.0,673.0,743.0,,,,
1702975345000,961.0,678.0,750.0,,,,
1702975350000,964.0,684.0,759.0,,,,
1702975355000,1000.0,684.0,758.0,,,,
1702975360000,1000.0,710.0,793.0,,,,
1702975365000,1000.0,737.0,823.0,,,,
1702975370000,1000.0,749.0,840.0,,,,
1702975375000,1000.0,757.0,853.0,,,,
1702975380000,1000.0,764.0,867.0,,,,
1702975385000,1000.0,769.0,877.0,,,,
1702975390000,1000.0,779.0,894.0,,,,
1702975395000,1000.0,778.0,888.0,,,,
1702975400000,1000.0,777.0,890.0,,,,
1702975405000,1000.0,783.0,903.0,,,,
1702975410000,1000.0,788.0,912.0,,,,
1702975415000,1000.0,796.0,922.0,,,,
1702975420000,1000.0,796.0,922.0,,,,
1702975425000,1000.0,794.0,924.0,,,,
1702975430000,1000.0,792.0,924.0,,,,
1702975435000,1000.0,792.0,922.0,,,,
1702975440000,1000.0,791.0,922.0,,,,
1702975445000,1000.0,796.0,925.0,,,,
1702975450000,1000.0,797.0,924.0,,,,
1702975455000,1000.0,803.0,935.0,,,,
1702975460000,1000.0,807.0,944.0,,,,
1702975465000,1000.0,809.0,942.0,,,,
1702975470000,1000.0,805.0,934.0,,,,
