,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,0,1,2,3,4,5,6
Timestamp,,,,,,,
1702975740000,14.983333333333,28.05,561.4833333333,36.7333333333,,,
1702975745000,479.1166666666,561.5,1789.8333333332998,573.15,,,
1702975750000,1648.4,1789.8333333332998,3219.8,1789.8333333332998,,,
1702975755000,3092.9666666666,3219.8,4646.03333333,3243.45,,,
1702975760000,4521.13333333,4646.81666667,6146.766666670001,4653.0,,,
1702975765000,6015.366666670001,6147.633333329999,7436.7,6172.316666670001,,,
1702975770000,7314.483333329999,7437.3,8886.0,7453.9,,,
1702975775000,8752.26666666,8886.86666666,10265.18333333,8897.55,,,
1702975780000,10131.18333333,10265.95,11671.66666666,10282.58333333,,,
1702975785000,11539.866666659998,11657.93333333,13200.85,11692.383333329999,,,
1702975790000,13082.766666659998,13175.83333333,14745.91666666,13202.58333333,,,
1702975795000,14609.033333329999,14746.616666659998,16297.766666659998,14745.31666666,,,
1702975800000,16183.75,16293.06666666,17467.05,16312.466666659999,,,
1702975805000,17406.41666666,17456.68333333,17894.483333329998,17479.316666659997,,,
1702975810000,17924.8,17894.5,18196.5,17894.483333329998,,,
1702975815000,18180.18333333,18196.5,18371.816666659997,18194.18333333,,,
1702975820000,18361.35,18371.61666666,18570.38333333,18383.43333333,,,
1702975825000,18575.38333333,18564.483333329998,18937.95,18568.93333333,,,
1702975830000,18952.35,18947.38333333,19184.566666659997,18930.766666659998,,,
1702975835000,19187.483333329998,19154.9,19490.85,19126.16666666,,,
1702975840000,19509.13333333,19490.45,19781.61666666,19497.43333333,,,
1702975845000,19784.11666666,19783.85,19890.7,19785.733333329998,,,
1702975850000,19896.55,19915.71666666,20042.766666659998,19888.95,,,
1702975855000,20046.4,20042.766666659998,20185.65,20053.016666659998,,,
1702975860000,20181.6,20190.766666659998,20191.5,20186.816666659997,,,
1702975865000,20203.66666666,20204.05,20224.68333333,20178.1,,,
1702975870000,20225.71666666,20224.66666666,20167.93333333,20224.68333333,,,
1702975875000,20196.68333333,20179.38333333,20216.733333329998,20168.66666666,,,
1702975880000,20237.03333333,20218.516666659998,20276.41666666,20225.16666666,,,
1702975885000,20273.4,20281.83333333,20311.83333333,20267.233333329998,,,
1702975890000,20332.78333333,20301.8,20384.43333333,20307.733333329998,,,
1702975895000,20372.8,20413.53333333,20422.15,20451.18333333,,,
1702975900000,20410.55,20418.05,20458.4,20413.7,,,
1702975905000,20442.566666659997,20469.91666666,20511.46666666,20454.7,,,
1702975910000,20510.85,20511.46666666,20495.35,20511.46666666,,,
1702975915000,20486.03333333,20470.71666666,20461.33333333,20510.43333333,,,
1702975920000,20472.2,20468.66666666,20468.85,20469.45,,,
1702975925000,20479.78333333,20466.65,20507.733333329998,20472.4,,,
1702975930000,20511.016666659998,20507.75,20564.43333333,20507.733333329998,,,
1702975935000,20560.11666666,20552.983333329998,20595.41666666,20552.7,,,
1702975940000,20588.266666659998,20593.066666659997,20584.93333333,20576.9,,,
1702975945000,20586.96666666,20585.3,20489.95,20595.15,,,
1702975950000,20564.38333333,20577.11666666,20548.8,20571.18333333,,,
1702975955000,20558.516666659998,20549.38333333,20532.516666659998,20544.816666659997,,,
1702975960000,20526.88333333,20536.25,20487.55,20530.75,,,
1702975965000,20500.733333329998,20487.68333333,20496.35,20490.6,,,
1702975970000,20520.483333329998,20496.35,20555.53333333,20505.83333333,,,
1702975975000,20570.96666666,20580.03333333,20595.53333333,20555.91666666,,,
1702975980000,20583.566666659997,20590.63333333,20613.5,20583.25,,,
1702975985000,20617.3,20614.05,20525.33333333,20624.016666659998,,,
1702975990000,20516.0,20511.6,20472.25,20525.35,,,
1702975995000,20473.9,20482.13333333,20560.33333333,20485.45,,,
1702976000000,20549.58333333,20560.93333333,20502.28333333,20570.83333333,,,
1702976005000,20502.35,20502.11666666,20565.13333333,20497.2,,,
1702976010000,20473.33333333,20477.96666666,20449.5,20477.96666666,,,
1702976015000,20468.65,20448.61666666,20489.46666666,20447.766666659998,,,
1702976020000,20496.83333333,20487.66666666,20513.83333333,20500.016666659998,,,
1702976025000,20529.03333333,20486.16666666,20500.6,20473.68333333,,,
1702976030000,20482.95,20500.6,20450.45,20491.11666666,,,
1702976035000,20455.3,20450.53333333,20469.35,20451.28333333,,,
1702976040000,20468.28333333,20459.0,20421.066666659997,20455.2,,,
1702976045000,20401.63333333,20420.516666659998,20429.83333333,20406.03333333,,,
1702976050000,20461.95,20443.55,20501.0,20438.88333333,,,
1702976055000,20501.05,20504.1,20432.13333333,20515.816666659997,,,
1702976060000,20448.016666659998,20444.483333329998,20481.85,20449.63333333,,,
1702976065000,20490.08333333,20485.733333329998,20535.36666666,20489.88333333,,,
1702976070000,20523.35,20535.816666659997,20551.83333333,20546.5,,,
1702976075000,20531.7,20553.03333333,20538.8,20555.36666666,,,
1702976080000,20535.18333333,20529.28333333,20539.733333329998,20540.86666666,,,
1702976085000,20525.78333333,20567.25,20481.93333333,20566.233333329998,,,
1702976090000,20491.1,20476.766666659998,20480.08333333,20486.05,,,
1702976095000,20476.71666666,20484.71666666,20467.016666659998,20481.2,,,
1702976100000,20485.43333333,20474.43333333,20518.733333329998,20472.1,,,
1702976105000,20526.483333329998,20519.71666666,20593.65,20535.11666666,,,
1702976110000,20570.766666659998,20593.65,20616.78333333,20584.58333333,,,
1702976115000,20599.55,20598.41666666,20654.66666666,20589.266666659998,,,
1702976120000,20641.95,20636.7,20635.93333333,20643.816666659997,,,
1702976125000,,20631.46666666,,,,,
1702976130000,,,,,,,
1702976170000,0.0,0.0,0.0,0.0,0.0,,
1702976175000,24.016666666666,79.2666666666,0.0,90.9166666666,79.2666666666,,
1702976180000,728.4666666666,774.1833333333,85.0666666666,856.2333333333,785.8666666666,,
1702976185000,2032.95,2090.9666666666,840.9,2137.0333333332997,2097.9166666666,,
1702976190000,3243.4833333333,3289.35,2125.4166666666,3363.08333333,3305.25,,
1702976195000,4511.8,4557.56666667,3334.08333333,4583.91666667,4566.86666667,,
1702976200000,5581.31666667,5630.03333333,4583.91666667,5698.03333333,5637.6,,
1702976205000,6792.36666666,6846.433333329999,5678.8,6888.83333333,6849.683333329999,,
1702976210000,7963.133333329999,8010.15,6863.46666666,8060.733333329999,8026.983333329999,,
1702976215000,9245.8,9285.9,8055.78333333,9358.43333333,9293.76666666,,
1702976220000,10696.51666666,10732.58333333,9333.91666666,10815.35,10752.033333329999,,
1702976225000,12090.06666666,12115.83333333,10787.9,12172.5,12133.383333329999,,
1702976230000,13553.23333333,13576.9,12160.866666659998,13670.016666659998,13592.81666666,,
1702976235000,15063.4,15043.73333333,13644.83333333,15113.68333333,15050.7,,
1702976240000,15931.45,15920.23333333,15092.91666666,15919.516666659998,15924.466666659999,,
1702976245000,16205.45,16169.25,15911.85,16162.266666659998,16162.283333329999,,
