,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737488335000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488340000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3908.0,9872000.0,1823.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488345000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,813000.0,264.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488350000,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,862.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488355000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1124000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488360000,0.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,862.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488365000,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,862.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488370000,10.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,10.0,219560000.0,57.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488375000,10.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,10.0,21710000.0,4014.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488380000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,17352000.0,79.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488385000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,12753000.0,52.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488390000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,29547000.0,123.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488395000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,28917000.0,122.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488400000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,55575000.0,118.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488405000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,48.0,109.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488410000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,5.0,92.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488415000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,65871000.0,256.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488420000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,69.0,296470000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488425000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,39366000.0,118.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488430000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,3177000.0,118.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488435000,9.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,182.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488440000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2934000.0,335.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488445000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,335.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737488450000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,251.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
