Parallelism,Throughput,ThroughputStdErr,BusyTime,BusyTimeStdErr,Predictions
0,0.0,0.0,,,
1,14180.995833330566,506.96121511787703,937.0116279069767,18.218273460500345,
2,25511.12574073447,754.9522230546152,865.7555555555556,3.3061040109377307,30802.0
3,34325.824999991055,1391.8716356240323,799.7894265232975,5.224545118863162,44302.0
4,46616.5827715228,1510.9441483050973,757.7041198501873,3.997649720885176,54094.0
5,52228.65306511876,1757.1057909664805,673.4114942528736,6.949203122156962,69443.0
6,56828.79574072332,1917.0320878456841,615.8814814814815,5.654763730038107,59509.0
7,63675.28256703032,2199.42732107832,582.1740558292282,7.858874242473404,73736.0
8,62747.2089147075,1967.699324538967,496.0,5.433885281108012,87835.0
