Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 7)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,,1000.0,,,,,,,,0.0,0.0,-1.0,-1.0,1
5,0.0,,,,,,,,1000.0,,,,,,,,0.0,0.0,-1.0,-1.0,1
10,0.0,,,,,,,,283.0,,,,,,,,0.0,0.0,22446.0,95.0,1
15,179.6333333333,,,,,,,,248.0,,,,,,,,0.0,59.0,114013.0,1617.0,1
20,179.6333333333,,,,,,,,248.0,,,,,,,,0.0,59.0,1229132.0,2013.0,1
25,966.2833333333,,,,,,,,415.0,,,,,,,,204.0,229.0,2398778.0,1514.0,1
30,2558.7,,,,,,,,530.0,,,,,,,,266.0,342.0,3895170.0,2014.0,1
35,4376.85,,,,,,,,606.0,,,,,,,,386.0,454.0,7197210.0,1913.0,1
40,5897.8,,,,,,,,662.0,,,,,,,,472.0,528.0,7197210.0,1913.0,1
45,6998.56666666,,,,,,,,705.0,,,,,,,,537.0,583.0,12127059.0,1616.0,1
50,9424.86666666,,,,,,,,738.0,,,,,,,,581.0,611.0,8084638.0,1112.0,1
55,10466.55,,,,,,,,764.0,,,,,,,,653.0,673.0,8084638.0,1112.0,1
60,11340.31666666,,,,,,,,785.0,,,,,,,,682.0,695.0,12882394.0,1643.0,1
65,13642.95,,,,,,,,803.0,,,,,,,,771.0,773.0,12882394.0,1643.0,1
70,13898.05,,,,,,,,863.0,,,,,,,,859.0,863.0,8607987.0,1078.0,1
75,15423.23333333,,,,,,,,945.0,,,,,,,,943.0,945.0,13560029.0,1763.0,1
80,16605.36666666,,,,,,,,991.0,,,,,,,,1000.0,1000.0,13560029.0,1763.0,1
85,16466.11666666,,,,,,,,998.0,,,,,,,,1000.0,1000.0,8429516.0,915.0,1
90,16563.516666659998,,,,,,,,999.0,,,,,,,,1000.0,1000.0,11340013.0,3775.0,1
95,15991.7,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,13380105.0,1417.0,1
100,15156.65,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,9957788.0,1226.0,1
105,15844.05,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,12070686.0,3296.0,1
110,14782.35,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,15358543.0,1611.0,1
115,14362.75,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,7036971.0,3110.0,1
120,15343.966666659999,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,11876007.0,1157.0,1
125,14627.68333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,11876007.0,1157.0,1
130,14810.033333329999,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,5263106.0,866.0,1
135,14617.0,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,8088686.0,2765.0,1
140,14947.16666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,13623257.0,1373.0,1
145,15742.81666666,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,6728019.0,3910.0,1
150,14706.633333329999,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,8134601.0,853.0,1
155,14691.75,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,11461617.0,2510.0,1
160,15214.283333329999,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,4505058.0,727.0,1
165,15093.18333333,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,7285912.0,2706.0,1
170,15313.7,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,10603489.0,4812.0,1
175,15631.85,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,12389678.0,1256.0,1
180,14636.85,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,9215153.0,841.0,1
185,14602.4,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,11459562.0,1894.0,1
190,15641.7,,,,,,,,1000.0,,,,,,,,1000.0,1000.0,4284588.0,789.0,1
