Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
425,4156.9,3860.43333333,,1000.0,650.0,,780.0,808.0,11864019.0,9843.0,2
430,3813.98333333,3825.03333333,,1000.0,651.0,,973.0,1000.0,13525833.0,4319.0,2
435,3753.4166666700003,3312.8166666665998,,1000.0,687.0,,988.0,1000.0,15582444.0,4306.0,2
440,3204.95,2892.6,,1000.0,706.0,,1000.0,1000.0,17846546.0,5961.0,2
445,3070.2833333333,3572.56666667,,1000.0,680.0,,1000.0,1000.0,13365148.0,4204.0,2
450,3645.51666667,3644.35,,1000.0,656.0,,1000.0,1000.0,12555469.0,3182.0,2
455,3634.7,3649.98333333,,1000.0,678.0,,1000.0,1000.0,12555469.0,3182.0,2
460,3640.56666667,3711.7,,1000.0,688.0,,1000.0,1000.0,12555469.0,3182.0,2
465,3826.0833333299997,3632.71666667,,1000.0,725.0,,1000.0,1000.0,20094630.0,15578.0,2
470,3589.8,3285.5166666666,,1000.0,775.0,,1000.0,1000.0,21634338.0,4461.0,2
475,3297.5666666665998,3686.71666667,,1000.0,745.0,,1000.0,1000.0,21634338.0,4461.0,2
480,3765.48333333,4257.41666667,,1000.0,709.0,,1000.0,1000.0,12401158.0,3297.0,2
485,4324.65,4177.98333333,,1000.0,710.0,,1000.0,1000.0,14453049.0,4848.0,2
490,4267.38333333,3758.93333333,,1000.0,753.0,,894.0,891.0,16616255.0,4645.0,2
495,3788.0833333299997,3800.21666667,,1000.0,753.0,,919.0,917.0,8151910.0,3260.0,2
500,3818.8,4271.0,,1000.0,721.0,,1000.0,1000.0,10127592.0,3325.0,2
505,4201.31666667,3903.55,,1000.0,719.0,,990.0,1000.0,10127592.0,3325.0,2
510,3946.76666667,3911.4,,1000.0,746.0,,994.0,1000.0,15433633.0,11093.0,2
515,3951.46666667,3534.0,,1000.0,774.0,,986.0,1000.0,17733617.0,4732.0,2
520,3438.98333333,,,1000.0,,,948.0,970.0,9454257.0,2949.0,1
525,,,,,,,,,9454257.0,2949.0,0
555,,0.0,,,,,,,,,1
560,0.0,0.0,0.0,,,,0.0,0.0,,,3
565,0.0,0.0,0.0,,,,0.0,0.0,,,3
570,0.0,0.0,0.0,,,,0.0,0.0,,,3
575,0.0,0.0,0.0,,,,0.0,0.0,,,3
580,0.0,0.0,0.0,,,,0.0,0.0,,,3
585,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
590,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
595,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
600,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
605,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
610,0.0,0.0,0.0,,,1000.0,0.0,0.0,-1.0,-1.0,3
615,0.0,0.0,0.0,,970.0,943.0,0.0,0.0,-1.0,-1.0,3
620,0.0,0.0,0.0,,887.0,863.0,0.0,0.0,-1.0,-1.0,3
625,0.0,0.0,0.0,1000.0,803.0,778.0,0.0,0.0,-1.0,-1.0,3
630,0.0,0.0,0.0,1000.0,719.0,694.0,0.0,0.0,-1.0,-1.0,3
635,0.0,0.0,0.0,939.0,635.0,610.0,0.0,0.0,-1.0,-1.0,3
640,0.0,8.183333333333,0.0,860.0,559.0,526.0,0.0,0.0,-1.0,-1.0,3
645,3.333333333333,57.9,11.383333333333,816.0,487.0,452.0,0.0,0.0,-1.0,-1.0,3
650,43.5166666667,124.2666666666,70.8166666666,816.0,410.0,380.0,32.0,33.0,-1.0,-1.0,3
655,104.3833333333,221.6833333333,154.4,816.0,333.0,303.0,32.0,33.0,-1.0,-1.0,3
660,194.3333333333,338.55,252.9333333333,816.0,262.0,226.0,65.0,51.0,-1.0,-1.0,3
665,301.55,533.3,409.8666666666,814.0,196.0,157.0,93.0,82.0,-1.0,-1.0,3
670,476.7666666666,804.0833333333,628.4166666665999,814.0,138.0,95.0,143.0,117.0,62383.0,1475.0,3
675,731.3666666665999,900.0833333333,876.0,814.0,141.0,86.0,189.0,144.0,86354.0,1530.0,3
680,918.9666666666,955.5833333333,899.45,814.0,221.0,165.0,250.0,200.0,86354.0,1530.0,3
685,918.9666666666,955.5833333333,953.6666666665999,814.0,221.0,193.0,334.0,284.0,86354.0,1530.0,3
690,918.9666666666,1127.6833333333,968.5166666665999,814.0,236.0,198.0,417.0,367.0,474649.0,14137.0,3
695,1057.0333333332999,1185.85,1176.8333333333,876.0,317.0,229.0,688.0,630.0,2341052.0,4793.0,3
700,1205.15,1226.1666666666,1222.7166666665998,955.0,339.0,305.0,755.0,698.0,3369212.0,4538.0,3
705,1201.8166666666,1365.3166666666,1227.1666666666,999.0,350.0,297.0,856.0,790.0,3881307.0,3339.0,3
710,1307.0333333332999,1672.35,1462.6,998.0,377.0,324.0,968.0,886.0,5215928.0,3721.0,3
715,1626.2,2023.15,1812.95,998.0,412.0,356.0,989.0,895.0,5215928.0,3721.0,3
720,1978.5666666666,2023.15,2085.7,998.0,412.0,387.0,999.0,896.0,5215928.0,3721.0,3
725,2081.8333333333,1999.5666666666,2030.75,1000.0,473.0,441.0,1000.0,908.0,8743098.0,17807.0,3
730,2074.8166666665998,2072.2,2060.0333333333,1000.0,488.0,445.0,1000.0,973.0,9690854.0,5904.0,3
735,2148.4,2163.05,2228.8,1000.0,491.0,447.0,1000.0,970.0,9690854.0,5904.0,3
740,2406.75,2523.35,2652.0833333333003,1000.0,467.0,414.0,1000.0,936.0,6077866.0,8629.0,3
745,2840.6333333333,2884.4833333333004,2903.4,1000.0,432.0,432.0,1000.0,877.0,7567080.0,3922.0,3
750,3014.95,2910.1166666666,2986.1,1000.0,513.0,496.0,1000.0,838.0,9880342.0,3526.0,3
755,3103.2166666666,3123.7833333333,3153.9833333333004,1000.0,545.0,508.0,897.0,696.0,12533841.0,5785.0,3
760,3188.6666666666,3157.75,3108.1,1000.0,543.0,517.0,888.0,676.0,10098045.0,8352.0,3
765,3188.6666666666,3206.8333333333003,3197.2666666666,1000.0,593.0,568.0,870.0,693.0,12302348.0,3930.0,3
770,3198.25,3255.3833333333,3157.15,1000.0,622.0,580.0,942.0,654.0,14690983.0,4213.0,3
775,3224.5666666665998,3255.3833333333,3185.6666666666,1000.0,622.0,590.0,968.0,645.0,17483296.0,5199.0,3
780,3297.0833333333003,3233.7166666666,3178.0166666666,1000.0,616.0,586.0,996.0,634.0,17483296.0,5199.0,3
785,3246.2333333333004,3195.2,3149.85,1000.0,614.0,601.0,1000.0,641.0,13751134.0,9443.0,3
790,3275.0666666665998,3273.1166666666,3273.2333333333004,1000.0,631.0,613.0,1000.0,643.0,15825043.0,3990.0,3
795,3506.48333333,3363.0833333299997,3331.5333333333,1000.0,648.0,634.0,1000.0,633.0,15825043.0,3990.0,3
800,3446.9,3321.45,3347.0,1000.0,649.0,625.0,1000.0,617.0,15825043.0,3990.0,3
805,,,,,,,,,22981471.0,13307.0,0
245,,,,,,,,,12086134.0,16425.0,0
250,,,,,,,,,5516935.0,3800.0,0
255,,,,,,,,,5516935.0,3800.0,0
260,,,,,,,,,5516935.0,3800.0,0
530,,,,,,,,,9454257.0,2949.0,0
535,,,,,,,,,17271652.0,15747.0,0
540,,,,,,,,,18554759.0,4007.0,0
545,,,,,,,,,20720826.0,5322.0,0
550,,,,,,,,,20720826.0,5322.0,0
810,,,,,,,,,25927186.0,6060.0,0
815,,,,,,,,,6736026.0,3338.0,0
820,,,,,,,,,11538228.0,8693.0,0
825,,,,,,,,,13812627.0,3114.0,0
830,,,,,,,,,8275922.0,2579.0,0
835,,,,,,,,,10383397.0,2763.0,0
840,,,,,,,,,10383397.0,2763.0,0
845,,,,,,,,,,,0
