Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
5,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
10,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
15,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
20,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
25,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
30,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
35,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
40,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
45,0.0,,,1000.0,,,0.0,0.0,-1.0,-1.0,1
50,0.0,,,991.0,,,0.0,0.0,-1.0,-1.0,1
55,0.0,,,898.0,,,0.0,0.0,-1.0,-1.0,1
60,0.01666666666666,,,819.0,,,0.0,0.0,-1.0,-1.0,1
65,23.516666666666,,,835.0,,,12.0,18.0,-1.0,-1.0,1
70,81.5333333333,,,835.0,,,82.0,97.0,-1.0,-1.0,1
75,310.5,,,835.0,,,150.0,169.0,-1.0,-1.0,1
80,407.35,,,835.0,,,233.0,257.0,-1.0,-1.0,1
85,553.5,,,835.0,,,335.0,359.0,-1.0,-1.0,1
90,719.5666666666,,,835.0,,,396.0,419.0,22637.0,6771.0,1
95,964.3833333333,,,835.0,,,506.0,529.0,22637.0,6771.0,1
100,1355.3,,,835.0,,,585.0,610.0,62314.0,9195.0,1
105,1840.2833333332999,,,835.0,,,651.0,669.0,62314.0,9195.0,1
110,2412.9,,,842.0,,,715.0,731.0,803873.0,6202.0,1
115,2980.0333333333,,,920.0,,,784.0,799.0,803873.0,6202.0,1
120,3489.0833333299997,,,1000.0,,,858.0,876.0,1876440.0,11385.0,1
125,4290.9,,,1000.0,,,898.0,920.0,1876440.0,11385.0,1
130,5114.41666667,,,1000.0,,,883.0,893.0,2980957.0,9768.0,1
135,5057.71666667,,,1000.0,,,897.0,902.0,2325870.0,3785.0,1
140,4960.86666667,,,1000.0,,,898.0,898.0,3710293.0,4424.0,1
145,4814.71666667,,,1000.0,,,880.0,879.0,5078695.0,5347.0,1
150,5081.96666667,,,1000.0,,,1000.0,1000.0,5152524.0,4593.0,1
155,5348.06666667,,,1000.0,,,1000.0,1000.0,6502556.0,3982.0,1
160,4957.15,,,1000.0,,,1000.0,1000.0,8455023.0,4793.0,1
165,4472.16666667,,,1000.0,,,1000.0,1000.0,8455023.0,4793.0,1
170,3919.46666667,,,1000.0,,,1000.0,1000.0,8455023.0,4793.0,1
175,4136.91666667,,,1000.0,,,1000.0,1000.0,8455023.0,4793.0,1
180,4295.41666667,,,1000.0,,,1000.0,1000.0,12857112.0,21368.0,1
185,3871.76666667,,,1000.0,,,1000.0,1000.0,6119357.0,3909.0,1
190,3627.73333333,,,1000.0,,,1000.0,1000.0,6119357.0,3909.0,1
195,4428.45,,,1000.0,,,1000.0,1000.0,6119357.0,3909.0,1
200,4697.13333333,,,1000.0,,,1000.0,1000.0,6119357.0,3909.0,1
205,4697.13333333,,,1000.0,,,1000.0,1000.0,11572298.0,18007.0,1
210,4563.71666667,,,1000.0,,,1000.0,1000.0,12653932.0,3925.0,1
215,4769.66666667,,,1000.0,,,1000.0,1000.0,14480441.0,7591.0,1
220,5056.75,,,1000.0,,,1000.0,1000.0,4594644.0,4653.0,1
225,5056.75,,,1000.0,,,1000.0,1000.0,6009830.0,3307.0,1
230,5036.83333333,,,1000.0,,,1000.0,1000.0,7742158.0,3904.0,1
235,4516.85,,,1000.0,,,1000.0,1000.0,7742158.0,3904.0,1
240,,,,,,,,,7742158.0,3904.0,0
265,0.0,0.0,,,,,0.0,0.0,5516935.0,3800.0,2
270,0.0,0.0,,,,,0.0,0.0,,,2
275,0.0,0.0,,,,,0.0,0.0,,,2
280,0.0,0.0,,,,,0.0,0.0,,,2
285,0.0,0.0,,,,,0.0,0.0,,,2
290,0.0,0.0,,,,,0.0,0.0,,,2
295,0.0,0.0,,1000.0,,,0.0,0.0,-1.0,-1.0,2
300,0.0,0.0,,912.0,,,0.0,0.0,-1.0,-1.0,2
305,65.05,4.666666666666,,839.0,997.0,,0.0,3.0,-1.0,-1.0,2
310,341.25,335.13333333329996,,846.0,997.0,,33.0,46.0,-1.0,-1.0,2
315,508.85,786.7833333333,,803.0,997.0,,120.0,130.0,-1.0,-1.0,2
320,1134.9833333333,1636.4833333333,,810.0,996.0,,151.0,179.0,-1.0,-1.0,2
325,1718.3166666666,2274.3166666665998,,826.0,967.0,,173.0,188.0,-1.0,-1.0,2
330,2294.1333333333,2294.2333333333,,826.0,966.0,,232.0,233.0,-1.0,-1.0,2
335,2294.1333333333,2294.2333333333,,826.0,966.0,,315.0,317.0,-1.0,-1.0,2
340,2633.1333333333,2294.2333333333,,806.0,966.0,,478.0,487.0,-1.0,-1.0,2
345,2709.5,2829.85,,732.0,966.0,,585.0,585.0,-1.0,-1.0,2
350,2881.9833333333004,2953.0,,732.0,966.0,,654.0,657.0,2126825.0,10693.0,2
355,3046.5166666666,3300.2,,732.0,948.0,,783.0,787.0,6584416.0,4476.0,2
360,3309.4166666666,3389.56666667,,783.0,934.0,,833.0,852.0,10161911.0,4556.0,2
365,3436.2,3861.4166666700003,,840.0,915.0,,947.0,963.0,10161911.0,4556.0,2
370,3560.18333333,3985.4,,847.0,870.0,,965.0,960.0,10161911.0,4556.0,2
375,3932.45,4072.28333333,,897.0,834.0,,932.0,934.0,10161911.0,4556.0,2
380,3854.78333333,3642.8,,907.0,816.0,,943.0,925.0,14830447.0,18155.0,2
385,3581.25,3004.9666666666,,907.0,845.0,,967.0,972.0,14830447.0,8115.0,2
390,3005.4333333333,3374.55,,907.0,817.0,,991.0,1000.0,11204874.0,3091.0,2
395,3471.75,3806.13333333,,907.0,760.0,,1000.0,1000.0,11204874.0,3091.0,2
400,3639.36666667,4325.71666667,,927.0,709.0,,949.0,968.0,15890658.0,4049.0,2
405,3975.21666667,4136.55,,1000.0,663.0,,883.0,911.0,4435548.0,2790.0,2
410,4182.76666667,4488.65,,1000.0,608.0,,869.0,900.0,7705792.0,3848.0,2
415,4560.6,4306.96666667,,1000.0,615.0,,788.0,819.0,9715529.0,4686.0,2
420,4348.73333333,4217.6,,1000.0,629.0,,811.0,838.0,9715529.0,4686.0,2
