,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737539135000,1000.0
1737539140000,1000.0
1737539145000,0.0
1737539150000,0.0
1737539155000,0.0
1737539160000,0.0
1737539165000,29.0
1737539170000,191.0
1737539175000,306.0
1737539180000,393.0
1737539185000,461.0
1737539190000,515.0
1737539195000,559.0
1737539200000,596.0
1737539205000,740.0
1737539210000,823.0
1737539215000,906.0
1737539220000,986.0
1737539225000,1000.0
1737539230000,1000.0
1737539235000,1000.0
1737539240000,1000.0
1737539245000,1000.0
1737539250000,1000.0
1737539255000,1000.0
1737539260000,1000.0
1737539265000,1000.0
1737539270000,1000.0
1737539275000,1000.0
1737539280000,1000.0
1737539285000,1000.0
1737539290000,1000.0
1737539295000,1000.0
1737539300000,1000.0
1737539305000,1000.0
1737539310000,1000.0
1737539315000,1000.0
1737539320000,1000.0
1737539325000,1000.0
1737539330000,1000.0
1737539335000,1000.0
1737539340000,1000.0
1737539345000,1000.0
1737539350000,1000.0
1737539355000,1000.0
1737539360000,1000.0
1737539365000,1000.0
1737539370000,1000.0
1737539375000,
