,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737484060000,1000.0
1737484065000,105.0
1737484070000,47.0
1737484075000,30.0
1737484080000,23.0
1737484085000,53.0
1737484090000,66.0
1737484095000,52.0
1737484100000,122.0
1737484105000,211.0
1737484110000,279.0
1737484115000,345.0
1737484120000,399.0
1737484125000,474.0
1737484130000,558.0
1737484135000,641.0
1737484140000,724.0
1737484145000,
1737484165000,1000.0
1737484170000,747.0
1737484175000,874.0
1737484180000,916.0
1737484185000,937.0
1737484190000,950.0
1737484195000,958.0
1737484200000,964.0
1737484205000,969.0
1737484210000,972.0
1737484215000,975.0
1737484220000,
1737484250000,1000.0
1737484255000,761.0
1737484260000,881.0
1737484265000,921.0
1737484270000,941.0
1737484275000,953.0
1737484280000,961.0
1737484285000,966.0
1737484290000,
