,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737540125000,1000.0
1737540130000,1000.0
1737540135000,0.0
1737540140000,0.0
1737540145000,0.0
1737540150000,0.0
1737540155000,69.0
1737540160000,219.0
1737540165000,330.0
1737540170000,414.0
1737540175000,479.0
1737540180000,531.0
1737540185000,574.0
1737540190000,610.0
1737540195000,751.0
1737540200000,834.0
1737540205000,913.0
1737540210000,988.0
1737540215000,998.0
1737540220000,1000.0
1737540225000,1000.0
1737540230000,1000.0
1737540235000,1000.0
1737540240000,1000.0
1737540245000,1000.0
1737540250000,1000.0
1737540255000,1000.0
1737540260000,1000.0
1737540265000,1000.0
1737540270000,1000.0
1737540275000,1000.0
1737540280000,1000.0
1737540285000,1000.0
1737540290000,1000.0
1737540295000,1000.0
1737540300000,1000.0
1737540305000,1000.0
1737540310000,1000.0
1737540315000,1000.0
1737540320000,1000.0
1737540325000,1000.0
1737540330000,1000.0
1737540335000,1000.0
1737540340000,1000.0
1737540345000,1000.0
1737540350000,1000.0
1737540355000,1000.0
1737540360000,1000.0
1737540365000,1000.0
1737540370000,
