,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737219865000,0.0
1737219870000,848.6833333333
1737219875000,2381.1666666666
1737219880000,8340.73333333
1737219885000,11463.533333329999
1737219890000,15865.65
1737219895000,20912.03333333
1737219900000,24286.46666666
1737219905000,35790.733333330005
1737219910000,35790.733333330005
1737219915000,35790.733333330005
1737219920000,43439.68333333
1737219925000,43439.68333333
1737219930000,42950.86666666
1737219935000,47680.78333333
1737219940000,41721.216666659995
1737219945000,44357.81666666
1737219950000,39955.7
1737219955000,39088.75
1737219960000,37491.91666666
1737219965000,26301.516666659998
1737219970000,27687.98333333
1737219975000,30420.016666659998
1737219980000,30545.65
1737219985000,36695.733333330005
1737219990000,42023.51666666
1737219995000,41353.05
1737220000000,41353.05
1737220005000,41703.0
1737220010000,41703.0
1737220015000,43135.26666666
1737220020000,41357.66666666
1737220025000,41859.466666659995
1737220030000,40473.0
1737220035000,43705.4
1737220040000,44442.38333333
1737220045000,43965.86666666
1737220050000,44016.4
1737220055000,44435.75
1737220060000,50213.45
1737220065000,50155.266666660005
1737220070000,50155.266666660005
1737220075000,50667.1
1737220080000,50667.1
1737220085000,51953.75
1737220090000,51953.75
1737220095000,45989.31666666
1737220100000,38103.45
1737220105000,
