,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1737804030000,-9.223372036854776e+18
1737804035000,-9.223372036854776e+18
1737804040000,-9.223372036854776e+18
1737804045000,-9.223372036854776e+18
1737804050000,-9.223372036854776e+18
1737804055000,-9.223372036854776e+18
1737804060000,-9.223372036854776e+18
1737804065000,-9.223372036854776e+18
1737804070000,-9.223372036854776e+18
1737804075000,-9.223372036854776e+18
1737804080000,-9.223372036854776e+18
1737804085000,-9.223372036854776e+18
1737804090000,-9.223372036854776e+18
1737804095000,-9.223372036854776e+18
1737804100000,-9.223372036854776e+18
1737804105000,-9.223372036854776e+18
1737804110000,-9.223372036854776e+18
1737804115000,-9.223372036854775e+18
1737804120000,-9.223372036854775e+18
1737804125000,-9.223372036854775e+18
1737804130000,-9.223372036854775e+18
1737804135000,-9.223372036854775e+18
1737804140000,-9.223372036854775e+18
1737804145000,-9.223372036854775e+18
1737804150000,-9.223372036854775e+18
1737804155000,-9.223372036854775e+18
1737804160000,-9.223372036854775e+18
1737804165000,-9.223372036854775e+18
1737804170000,-9.223372036854775e+18
1737804175000,-9.223372036854775e+18
1737804180000,-9.223372036854775e+18
1737804185000,-9.223372036854775e+18
1737804190000,-9.223372036854775e+18
1737804195000,-9.223372036854775e+18
1737804200000,-9.223372036854775e+18
1737804205000,-9.223372036854775e+18
1737804210000,-9.223372036854775e+18
1737804215000,-9.223372036854775e+18
1737804220000,-9.223372036854775e+18
1737804225000,-9.223372036854775e+18
1737804230000,-9.223372036854775e+18
1737804235000,-9.223372036854775e+18
1737804240000,-9.223372036854775e+18
1737804245000,-9.223372036854775e+18
1737804250000,-9.223372036854775e+18
1737804255000,-9.223372036854775e+18
1737804260000,-9.223372036854775e+18
1737804265000,-9.223372036854775e+18
1737804270000,-9.223372036854775e+18
1737804275000,-9.223372036854775e+18
1737804280000,
1737804305000,-9.223372036854775e+18
1737804310000,-9.223372036854775e+18
1737804315000,-9.223372036854775e+18
1737804320000,-9.223372036854775e+18
1737804325000,-9.223372036854775e+18
1737804330000,-9.223372036854775e+18
1737804335000,-9.223372036854775e+18
1737804340000,-9.223372036854775e+18
1737804345000,-9.223372036854775e+18
1737804350000,-9.223372036854775e+18
1737804355000,-9.223372036854775e+18
1737804360000,-9.223372036854775e+18
1737804365000,-9.223372036854775e+18
