Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 3)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,1000.0,,,,0.0,0.0,-1.0,-1.0,1
5,1278.0166666666,,,,491.0,,,,0.0,61.0,1087268.0,820.0,1
10,2574.6333333333,,,,425.0,,,,0.0,62.0,11040738.0,606.0,1
15,8012.45,,,,580.0,,,,224.0,225.0,15865522.0,1069.0,1
20,12746.15,,,,685.0,,,,383.0,408.0,16407400.0,807.0,1
25,13768.216666659999,,,,748.0,,,,498.0,524.0,22000294.0,2940.0,1
30,19254.03333333,,,,790.0,,,,719.0,747.0,30644297.0,1021.0,1
35,19254.03333333,,,,820.0,,,,759.0,783.0,30644297.0,1021.0,1
40,26063.53333333,,,,843.0,,,,945.0,966.0,12290655.0,710.0,1
45,26419.16666666,,,,860.0,,,,951.0,969.0,12290655.0,710.0,1
50,27303.2,,,,874.0,,,,1000.0,1000.0,7437206.0,355.0,1
55,34414.03333333,,,,886.0,,,,1000.0,1000.0,7437206.0,355.0,1
60,34414.03333333,,,,895.0,,,,1000.0,1000.0,7437206.0,355.0,1
65,36118.18333333,,,,938.0,,,,1000.0,1000.0,21014812.0,722.0,1
70,37756.81666666,,,,991.0,,,,1000.0,1000.0,21014812.0,722.0,1
75,32319.0,,,,1000.0,,,,1000.0,1000.0,15421138.0,437.0,1
80,33913.55,,,,1000.0,,,,1000.0,1000.0,17549518.0,507.0,1
85,32891.483333330005,,,,1000.0,,,,1000.0,1000.0,17549518.0,507.0,1
90,30425.21666666,,,,1000.0,,,,1000.0,1000.0,5635733.0,295.0,1
95,33234.35,,,,1000.0,,,,1000.0,1000.0,5635733.0,295.0,1
100,26424.85,,,,1000.0,,,,1000.0,1000.0,10493852.0,10207.0,1
105,31796.583333330003,,,,1000.0,,,,1000.0,1000.0,6682801.0,445.0,1
110,36116.0,,,,1000.0,,,,1000.0,1000.0,22370441.0,1204.0,1
115,34951.51666666,,,,1000.0,,,,1000.0,1000.0,31786580.0,1008.0,1
120,37659.483333330005,,,,1000.0,,,,1000.0,1000.0,21838145.0,400.0,1
125,37424.91666666,,,,1000.0,,,,1000.0,1000.0,21838145.0,400.0,1
130,34780.483333330005,,,,1000.0,,,,1000.0,1000.0,27397842.0,686.0,1
135,40688.233333330005,,,,999.0,,,,1000.0,1000.0,27397842.0,686.0,1
140,34359.983333330005,,,,999.0,,,,1000.0,1000.0,27397842.0,686.0,1
145,40267.83333333,,,,999.0,,,,1000.0,1000.0,31672143.0,909.0,1
150,37248.28333333,,,,999.0,,,,1000.0,1000.0,31672143.0,909.0,1
155,39265.91666666,,,,999.0,,,,1000.0,1000.0,24063427.0,496.0,1
160,39694.75,,,,999.0,,,,1000.0,1000.0,24063427.0,496.0,1
165,34817.58333333,,,,999.0,,,,1000.0,1000.0,32769024.0,9267.0,1
170,29922.066666659997,,,,999.0,,,,1000.0,1000.0,5624653.0,287.0,1
175,32234.66666666,,,,999.0,,,,1000.0,1000.0,8977682.0,1303.0,1
180,35230.65,,,,999.0,,,,1000.0,1000.0,13835032.0,2259.0,1
185,36728.0,,,,999.0,,,,1000.0,1000.0,20010876.0,440.0,1
190,38183.58333333,,,,999.0,,,,1000.0,1000.0,20010876.0,440.0,1
195,33029.1,,,,1000.0,,,,1000.0,1000.0,26008592.0,948.0,1
200,38235.466666659995,,,,1000.0,,,,1000.0,1000.0,26008592.0,948.0,1
205,32327.61666666,,,,1000.0,,,,1000.0,1000.0,26008592.0,948.0,1
210,37799.55,,,,1000.0,,,,1000.0,1000.0,28771900.0,798.0,1
215,32972.78333333,,,,1000.0,,,,1000.0,1000.0,28771900.0,798.0,1
220,37864.38333333,,,,1000.0,,,,1000.0,1000.0,30565678.0,908.0,1
225,37757.61666666,,,,1000.0,,,,1000.0,1000.0,30565678.0,908.0,1
230,38803.983333330005,,,,1000.0,,,,1000.0,1000.0,18641329.0,604.0,1
235,35004.53333333,,,,1000.0,,,,1000.0,1000.0,18641329.0,604.0,1
240,29300.583333330003,,,,1000.0,,,,1000.0,1000.0,25518154.0,6134.0,1
245,26496.21666666,,,,1000.0,,,,1000.0,1000.0,25518154.0,6134.0,1
250,,,,,,,,,,,,,0
270,,0.0,,,,1000.0,,,,,,,1
275,0.0,0.0,,,1000.0,1000.0,,,0.0,0.0,5597174.0,765.0,2
280,6597.35,6932.56666666,,,849.0,871.0,,,606.0,552.0,25576678.0,1862.0,2
285,9385.58333333,9320.7,,,925.0,928.0,,,817.0,793.0,25576678.0,1862.0,2
290,12658.31666666,12619.21666666,,,950.0,946.0,,,1000.0,979.0,46971494.0,900.0,2
295,15652.93333333,15598.25,,,951.0,959.0,,,1000.0,1000.0,23090046.0,1542.0,2
300,18186.76666666,18112.01666666,,,957.0,964.0,,,1000.0,1000.0,34553509.0,3264.0,2
305,19008.71666666,18910.18333333,,,964.0,970.0,,,1000.0,1000.0,44406248.0,5001.0,2
310,21991.5,23205.81666666,,,969.0,967.0,,,1000.0,1000.0,7766225.0,318.0,2
315,27684.66666666,27471.86666666,,,973.0,963.0,,,985.0,974.0,25106038.0,1624.0,2
320,30447.66666666,30299.3,,,976.0,965.0,,,990.0,979.0,35731111.0,3145.0,2
325,31442.55,33424.05,,,978.0,958.0,,,990.0,980.0,13916968.0,350.0,2
330,33587.8,35695.41666666,,,980.0,962.0,,,984.0,974.0,23341955.0,2779.0,2
335,36830.2,36914.18333333,,,981.0,965.0,,,1000.0,1000.0,35652346.0,4599.0,2
340,33009.85,32488.36666666,,,994.0,969.0,,,1000.0,1000.0,39814336.0,780.0,2
345,33114.45,33031.03333333,,,994.0,969.0,,,1000.0,1000.0,21981690.0,2466.0,2
350,32581.96666666,32473.93333333,,,994.0,964.0,,,1000.0,1000.0,37238851.0,503.0,2
355,31956.86666666,32620.88333333,,,998.0,957.0,,,1000.0,1000.0,45718815.0,2529.0,2
360,30819.73333333,33156.56666666,,,999.0,957.0,,,1000.0,1000.0,26386558.0,438.0,2
365,32496.9,33323.6,,,997.0,955.0,,,1000.0,1000.0,36271139.0,2238.0,2
370,32031.78333333,30631.61666666,,,997.0,958.0,,,1000.0,1000.0,45977026.0,3933.0,2
375,29506.83333333,29365.93333333,,,996.0,963.0,,,1000.0,1000.0,15000896.0,344.0,2
380,27536.23333333,28140.5,,,996.0,965.0,,,1000.0,1000.0,35874063.0,1298.0,2
385,31745.0,32120.48333333,,,996.0,971.0,,,1000.0,1000.0,34054569.0,1500.0,2
390,32613.75,32820.2,,,996.0,971.0,,,1000.0,1000.0,20646099.0,2467.0,2
395,31906.3,32610.18333333,,,995.0,967.0,,,1000.0,1000.0,35564034.0,526.0,2
400,31715.23333333,31559.66666666,,,995.0,971.0,,,1000.0,1000.0,35564034.0,526.0,2
405,31713.15,31583.63333333,,,995.0,969.0,,,1000.0,1000.0,43670335.0,2102.0,2
410,31940.1,31751.23333333,,,995.0,976.0,,,1000.0,1000.0,30601608.0,640.0,2
415,32907.75,31951.9,,,995.0,977.0,,,1000.0,1000.0,36077814.0,1300.0,2
420,33891.91666666,31190.2,,,995.0,977.0,,,1000.0,1000.0,48509362.0,3443.0,2
425,32824.78333333,33523.83333333,,,997.0,976.0,,,1000.0,1000.0,22801515.0,421.0,2
430,32300.5,34455.13333333,,,997.0,977.0,,,1000.0,1000.0,32527138.0,2736.0,2
435,31761.43333333,32026.88333333,,,994.0,977.0,,,1000.0,1000.0,43310673.0,4730.0,2
440,33923.2,33076.91666666,,,994.0,977.0,,,1000.0,1000.0,14594827.0,384.0,2
445,31533.56666666,28683.33333333,,,994.0,979.0,,,1000.0,1000.0,23250148.0,2534.0,2
450,29160.9,27906.76666666,,,993.0,979.0,,,1000.0,1000.0,43759696.0,2956.0,2
455,34282.3,33039.0,,,994.0,982.0,,,1000.0,1000.0,13028821.0,456.0,2
460,34298.08333333,34193.7,,,994.0,983.0,,,1000.0,1000.0,32201902.0,2652.0,2
465,33733.08333333,34145.1,,,993.0,983.0,,,1000.0,1000.0,48077310.0,715.0,2
470,32451.18333333,34487.65,,,993.0,982.0,,,1000.0,1000.0,21624333.0,1913.0,2
475,31535.333333330003,33215.3,,,993.0,987.0,,,1000.0,1000.0,42280353.0,561.0,2
480,31660.45,31860.71666666,,,991.0,988.0,,,1000.0,1000.0,49399855.0,1802.0,2
485,33323.78333333,31397.35,,,991.0,986.0,,,1000.0,1000.0,49399855.0,1802.0,2
490,34077.03333333,31599.333333330003,,,991.0,986.0,,,1000.0,1000.0,22446640.0,3434.0,2
495,34701.5,34252.75,,,990.0,985.0,,,1000.0,1000.0,37604823.0,549.0,2
500,34176.716666659995,34173.25,,,988.0,982.0,,,1000.0,1000.0,21411604.0,445.0,2
505,32243.633333330003,34695.26666666,,,989.0,979.0,,,1000.0,1000.0,26979919.0,1048.0,2
510,34069.61666666,34565.45,,,988.0,978.0,,,1000.0,1000.0,38968370.0,2872.0,2
515,29390.316666659997,29595.98333333,,,987.0,979.0,,,1000.0,1000.0,50139133.0,4962.0,2
520,28368.15,30436.066666659997,,,987.0,980.0,,,1000.0,1000.0,27237405.0,702.0,2
525,,,,,,,,,,,,,0
545,,0.0,,,,1000.0,,,,,,,1
550,0.0,0.0,0.0,,1000.0,1000.0,1000.0,,0.0,0.0,-1.0,-1.0,3
555,4064.46666667,5394.36666667,4921.26666667,,769.0,437.0,698.0,,295.0,265.0,20596402.0,1499.0,3
560,7437.0,7311.01666666,7301.31666666,,838.0,689.0,849.0,,546.0,524.0,32296117.0,933.0,3
565,9514.58333333,9342.15,9323.783333329999,,890.0,774.0,884.0,,695.0,675.0,44009579.0,673.0,3
570,11647.466666659999,13317.23333333,12369.95,,908.0,821.0,904.0,,809.0,800.0,26294581.0,627.0,3
575,15392.9,15157.466666659999,15106.6,,926.0,849.0,908.0,,906.0,902.0,41258849.0,666.0,3
580,17571.1,17278.4,17218.33333333,,929.0,869.0,915.0,,891.0,887.0,56927932.0,759.0,3
585,19442.2,19945.86666666,19067.4,,938.0,883.0,919.0,,909.0,902.0,71562847.0,961.0,3
590,23757.0,23634.066666659997,23291.21666666,,945.0,892.0,915.0,,933.0,924.0,48160916.0,1497.0,3
595,26127.91666666,27247.383333330003,25828.36666666,,945.0,897.0,920.0,,919.0,911.0,61251196.0,1728.0,3
600,28600.75,29539.516666659998,28833.73333333,,945.0,907.0,914.0,,961.0,958.0,73418723.0,2029.0,3
605,32006.4,31483.016666659998,31361.766666659998,,940.0,915.0,915.0,,947.0,946.0,22056959.0,1635.0,3
610,33557.65,33240.28333333,32877.983333330005,,944.0,921.0,918.0,,953.0,949.0,43621613.0,1238.0,3
615,31994.133333330003,31704.75,30677.1,,961.0,964.0,937.0,,1000.0,1000.0,56636802.0,1638.0,3
620,32616.11666666,32070.71666666,31918.86666666,,966.0,965.0,928.0,,1000.0,1000.0,21248830.0,1029.0,3
625,32242.11666666,31717.133333330003,31580.433333330002,,962.0,969.0,926.0,,1000.0,1000.0,34998673.0,1147.0,3
630,32276.66666666,30332.53333333,30666.566666659997,,962.0,970.0,923.0,,1000.0,1000.0,58896236.0,1275.0,3
635,30755.55,31599.85,31238.21666666,,963.0,968.0,922.0,,1000.0,1000.0,21329462.0,674.0,3
640,31715.15,31205.683333330002,31096.4,,966.0,970.0,925.0,,1000.0,999.0,33844904.0,755.0,3
