,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1737801960000,9.0,21.0,,,,1.0,0.0,0.0,11.0,1.0,,,,0.0,9.0,9.0,2304000.0,138.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801965000,9.0,20.0,,,,0.0,0.0,0.0,10.0,0.0,,,,0.0,9.0,9.0,8.0,29223.0,,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737801970000,,,,,,,,,,,,,,,,,,,,,,,,
1737801995000,9.0,19.0,19.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,9.0,9.0,100.0,72.0,143.0,,,193.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802000000,9.0,19.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,19.0,84.0,27.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802005000,8.0,18.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,9.0,9.0,5.0,100.0,47.0,,,409.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802010000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,9315000.0,138.0,79.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802015000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,3474000.0,77.0,75.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802020000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,79.0,44.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802025000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,42.0,28.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802030000,9.0,19.0,20.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,4410000.0,10.0,9.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802035000,9.0,16.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,100.0,71.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802040000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,87.0,20.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802045000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2781000.0,48.0,95.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802050000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2628000.0,46.0,61.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802055000,9.0,18.0,19.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,9.0,9.0,0.0,134.0,13.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802060000,9.0,17.0,17.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,10.0,9.0,0.0,90.0,78.0,,,5.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802065000,9.0,14.0,16.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,2.0,6727.0,23.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802070000,9.0,19.0,9.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,82.0,58.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802075000,9.0,19.0,0.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,78.0,296470000.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802080000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2808000.0,78.0,11.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802085000,9.0,19.0,15.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,3177000.0,83.0,67.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802090000,9.0,18.0,20.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,9.0,9.0,0.0,69.0,22.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802095000,1.0,10.0,11.0,,,0.0,0.0,0.0,8.0,0.0,1.0,,,0.0,1.0,1.0,0.0,80.0,39.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802100000,9.0,19.0,0.0,,,0.0,0.0,0.0,11.0,0.0,0.0,,,0.0,9.0,9.0,0.0,988.0,648.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802105000,9.0,19.0,0.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,4086000.0,75.0,11347.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802110000,9.0,20.0,14.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2565000.0,100.0,27.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802115000,9.0,18.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,3852000.0,106.0,74.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802120000,9.0,14.0,17.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,1.0,9.0,0.0,95.0,15.0,,,2.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802125000,9.0,15.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,1.0,9.0,0.0,21.0,5117.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802130000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,1012.0,64.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802135000,9.0,19.0,20.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,84.0,10.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802140000,9.0,17.0,1.0,,,1.0,0.0,0.0,12.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,84.0,20.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802145000,9.0,19.0,20.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,80.0,84.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802150000,9.0,19.0,14.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2844000.0,78.0,9.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802155000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,0.0,69.0,105.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802160000,9.0,17.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,9.0,9.0,0.0,71.0,53.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802165000,9.0,12.0,17.0,,,0.0,0.0,0.0,12.0,0.0,1.0,,,0.0,9.0,9.0,1.0,7057.0,38.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802170000,9.0,17.0,19.0,,,0.0,0.0,0.0,10.0,0.0,1.0,,,0.0,1.0,1.0,0.0,29.0,47.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802175000,9.0,19.0,19.0,,,2.0,0.0,0.0,11.0,2.0,1.0,,,0.0,9.0,9.0,2304000.0,86.0,38.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802180000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,69.0,40.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802185000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,95.0,6.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802190000,9.0,19.0,19.0,,,1.0,0.0,0.0,12.0,1.0,1.0,,,0.0,9.0,9.0,2304000.0,75.0,2812.0,,,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1737802195000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,3438000.0,164.0,9.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802200000,1.0,9.0,19.0,,,0.0,0.0,0.0,5.0,0.0,1.0,,,0.0,1.0,1.0,0.0,87.0,33.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802205000,1.0,15.0,11.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,9.0,9.0,0.0,100.0,7.0,,,3.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802210000,9.0,4.0,19.0,,,0.0,0.0,0.0,11.0,0.0,1.0,,,0.0,0.0,9.0,2.0,556.0,10.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802215000,9.0,19.0,0.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,38.0,48.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802220000,9.0,19.0,5.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,3444.0,52.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802225000,9.0,19.0,17.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,2313000.0,78.0,19.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802230000,9.0,19.0,19.0,,,1.0,0.0,0.0,11.0,1.0,1.0,,,0.0,9.0,9.0,3438000.0,63.0,67.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802235000,9.0,19.0,6.0,,,1.0,0.0,0.0,11.0,1.0,0.0,,,0.0,9.0,9.0,2304000.0,244.0,69.0,,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802240000,0.0,5.0,0.0,,,1.0,0.0,0.0,3.0,1.0,0.0,,,0.0,0.0,0.0,4518000.0,805.0,57217.0,,,277.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802245000,,,,,,,,,,,,,,,,,,,,,,,,
1737802270000,2.0,7.0,0.0,8.0,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,72.0,44.0,45.0,,7298000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802275000,9.0,20.0,19.0,18.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,119781000.0,19.0,16.0,4064.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802280000,9.0,10.0,19.0,19.0,,0.0,0.0,0.0,14.0,0.0,1.0,1.0,,0.0,9.0,9.0,9.0,1447.0,14.0,14.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802285000,9.0,19.0,20.0,20.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,1.0,90.0,67.0,12.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802290000,9.0,19.0,12.0,19.0,,1.0,0.0,0.0,14.0,1.0,1.0,1.0,,0.0,9.0,9.0,12546000.0,113.0,15.0,35.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802295000,9.0,20.0,19.0,0.0,,1.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,3177000.0,40.0,19.0,23.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802300000,9.0,10.0,19.0,19.0,,0.0,0.0,0.0,14.0,0.0,1.0,1.0,,0.0,10.0,9.0,0.0,9.0,33.0,33.0,,2.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802305000,9.0,19.0,7.0,5.0,,1.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,2304000.0,51.0,12.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802310000,9.0,17.0,19.0,19.0,,1.0,0.0,0.0,14.0,1.0,1.0,1.0,,0.0,9.0,9.0,0.0,144.0,20.0,20.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802315000,9.0,19.0,0.0,13.0,,1.0,0.0,0.0,12.0,1.0,0.0,1.0,,0.0,9.0,9.0,2592000.0,113.0,3160.0,11.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802320000,9.0,20.0,19.0,0.0,,1.0,0.0,0.0,12.0,1.0,1.0,0.0,,0.0,9.0,9.0,2304000.0,43.0,27.0,2882.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802325000,9.0,14.0,19.0,19.0,,0.0,0.0,0.0,14.0,0.0,1.0,1.0,,0.0,9.0,9.0,0.0,2094.0,22.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802330000,9.0,20.0,19.0,19.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,3897000.0,52.0,21.0,80.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802335000,9.0,19.0,17.0,17.0,,1.0,0.0,0.0,12.0,1.0,1.0,1.0,,0.0,9.0,9.0,2340000.0,67.0,30.0,20.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802340000,9.0,19.0,19.0,6.0,,1.0,0.0,0.0,13.0,1.0,1.0,0.0,,0.0,9.0,9.0,2304000.0,64.0,53.0,46.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802345000,1.0,14.0,18.0,18.0,,0.0,0.0,0.0,8.0,0.0,1.0,1.0,,0.0,1.0,1.0,0.0,20.0,28.0,10.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737802350000,9.0,19.0,7.0,17.0,,1.0,0.0,0.0,12.0,1.0,0.0,1.0,,0.0,9.0,9.0,2907000.0,86.0,36.0,48.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
