,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737516045000,0.0
1737516050000,0.0
1737516055000,0.0
1737516060000,97.1166666666
1737516065000,626.6333333333
1737516070000,626.6333333333
1737516075000,6436.616666670001
1737516080000,14269.55
1737516085000,14779.2
1737516090000,21660.05
1737516095000,21660.05
1737516100000,27031.46666666
1737516105000,27031.46666666
1737516110000,27031.46666666
1737516115000,39125.45
1737516120000,39206.4
1737516125000,38676.88333333
1737516130000,45553.03333333
1737516135000,39743.05
1737516140000,35466.85
1737516145000,36945.9
1737516150000,32159.71666666
1737516155000,35576.733333330005
1737516160000,31919.583333330003
1737516165000,33169.7
1737516170000,39723.6
1737516175000,33514.466666659995
1737516180000,37066.53333333
1737516185000,38454.15
1737516190000,37033.466666659995
1737516195000,37900.61666666
1737516200000,39126.2
1737516205000,38191.75
1737516210000,36097.08333333
1737516215000,32680.066666659997
1737516220000,30965.8
1737516225000,31274.75
1737516230000,27701.433333330002
1737516235000,30667.28333333
1737516240000,28261.9
1737516245000,26874.28333333
1737516250000,21418.816666659997
1737516255000,20551.66666666
1737516260000,15769.35
1737516265000,
1737516280000,0.0
1737516285000,
