Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
420,4033.28333333,4164.25,,1000.0,737.0,,947.0,990.0,4690543.0,17440.0,2
425,4153.21666667,4389.56666667,,1000.0,720.0,,901.0,977.0,6580221.0,3017.0,2
430,4390.06666667,4013.3333333299997,,1000.0,728.0,,885.0,965.0,8593278.0,3047.0,2
435,3736.61666667,3682.0,,1000.0,739.0,,916.0,1000.0,8593278.0,3402.0,2
440,3674.2,3696.4166666700003,,1000.0,756.0,,989.0,1000.0,7155977.0,3402.0,2
445,3838.4,3848.1,,1000.0,743.0,,986.0,1000.0,8814673.0,2639.0,2
450,4033.65,4487.63333333,,1000.0,697.0,,939.0,1000.0,11343562.0,3403.0,2
455,4666.53333333,4736.7,,1000.0,693.0,,878.0,1000.0,14082310.0,4305.0,2
460,4792.45,5040.36666667,,1000.0,653.0,,735.0,901.0,14475549.0,4882.0,2
465,5257.63333333,5271.61666667,,1000.0,649.0,,659.0,830.0,15736171.0,5604.0,2
470,5257.63333333,5155.16666667,,1000.0,679.0,,659.0,830.0,15736171.0,3352.0,2
475,5022.6,4805.11666667,,1000.0,733.0,,572.0,751.0,15736171.0,3352.0,2
480,4642.86666667,4369.73333333,,1000.0,769.0,,615.0,782.0,15736171.0,3352.0,2
485,4095.0,3981.45,,1000.0,790.0,,943.0,1000.0,26253111.0,3352.0,2
490,4026.93333333,3954.7,,1000.0,793.0,,999.0,1000.0,27994522.0,22788.0,2
495,3929.26666667,3639.3,,1000.0,815.0,,1000.0,1000.0,27994522.0,5511.0,2
500,3625.43333333,3471.96666667,,1000.0,785.0,,1000.0,1000.0,10129248.0,5511.0,2
505,3404.9166666700003,3325.1666666666,,1000.0,791.0,,1000.0,1000.0,11599971.0,8369.0,2
510,3400.0,2917.4166666666,,1000.0,820.0,,1000.0,1000.0,11599971.0,3150.0,2
515,2767.1166666666,2363.4833333333004,,1000.0,832.0,,1000.0,1000.0,11599971.0,3150.0,2
520,2317.7833333333,,,1000.0,,,1000.0,1000.0,,3150.0,1
525,,,,,,,,,,,0
550,,0.0,,,,,0.0,0.0,-1.0,,1
555,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
560,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
565,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
570,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
575,0.0,0.0,0.0,,,,0.0,0.0,-1.0,-1.0,3
580,0.0,0.0,0.0,,1000.0,,0.0,0.0,-1.0,-1.0,3
585,0.0,0.0,0.0,,1000.0,,0.0,0.0,-1.0,-1.0,3
590,0.0,0.0,0.0,,885.0,1000.0,0.0,0.0,-1.0,-1.0,3
595,0.0,0.0,0.0,,787.0,900.0,0.0,0.0,-1.0,-1.0,3
600,0.0,0.0,0.0,1000.0,705.0,800.0,0.0,0.0,-1.0,-1.0,3
605,0.0,0.0,0.0,1000.0,639.0,720.0,0.0,0.0,-1.0,-1.0,3
610,0.0,0.0,0.0,937.0,585.0,654.0,0.0,0.0,-1.0,-1.0,3
615,0.0,0.16666666666666,0.0,857.0,503.0,600.0,0.0,0.0,62383.0,-1.0,3
620,2.0,11.266666666666,4.383333333333,817.0,428.0,522.0,0.0,0.0,114964.0,1974.0,3
625,19.233333333333,69.2333333333,33.7333333333,817.0,357.0,447.0,3.0,8.0,114964.0,1471.0,3
630,82.2166666666,137.6666666666,100.35,817.0,279.0,374.0,26.0,37.0,114964.0,1471.0,3
635,155.4166666666,201.8333333333,169.8166666666,817.0,200.0,295.0,38.0,66.0,543838.0,1471.0,3
640,235.35,312.4833333333,264.25,817.0,128.0,222.0,44.0,98.0,2018470.0,12697.0,3
645,353.2333333333,436.8,381.15,817.0,57.0,152.0,75.0,112.0,2894408.0,5495.0,3
650,496.58333333329995,614.2333333332999,531.7166666666,817.0,66.0,80.0,92.0,138.0,3147403.0,4976.0,3
655,667.7,846.4333333333,728.1333333333,817.0,90.0,79.0,121.0,170.0,5551656.0,3383.0,3
660,903.15,1116.4,994.7666666665999,817.0,113.0,99.0,159.0,220.0,7429170.0,4282.0,3
665,1135.5333333332999,1178.7666666666,1120.8833333333,817.0,191.0,161.0,204.0,267.0,7429170.0,4945.0,3
670,1135.5333333332999,1178.7666666666,1181.0833333333,876.0,190.0,171.0,287.0,351.0,7429170.0,4945.0,3
675,1165.9333333333,1337.8833333333,1207.4,960.0,205.0,178.0,459.0,523.0,9044006.0,4945.0,3
680,1427.4833333333,1449.4166666666,1456.0166666666,1000.0,267.0,214.0,511.0,572.0,10028864.0,12920.0,3
685,1444.0166666666,1437.6666666666,1426.6666666666,1000.0,301.0,289.0,595.0,647.0,10028864.0,3633.0,3
690,1381.0333333332999,1369.2333333333,1404.9,1000.0,304.0,283.0,730.0,786.0,10028864.0,3633.0,3
695,1307.8333333333,1397.0166666666,1336.15,1000.0,309.0,285.0,802.0,840.0,14834939.0,3633.0,3
700,1488.15,1595.85,1498.7333333333,992.0,331.0,307.0,996.0,1000.0,16204051.0,17118.0,3
705,1593.4166666666,1806.9166666666,1664.7666666666,992.0,344.0,329.0,1000.0,1000.0,4343505.0,5786.0,3
710,1895.7,2099.65,1955.0833333333,992.0,367.0,352.0,1000.0,1000.0,6147463.0,2996.0,3
715,2138.3166666665998,2272.4833333333,2212.6666666666,992.0,381.0,363.0,1000.0,1000.0,11363245.0,3481.0,3
720,2336.05,2100.5,2220.1166666666,992.0,422.0,391.0,1000.0,1000.0,11363245.0,4726.0,3
725,2136.0166666666,2299.6833333332997,2171.2333333333,992.0,389.0,389.0,1000.0,1000.0,13237344.0,4726.0,3
730,2556.8333333333003,2489.3666666666,2481.5333333333,991.0,454.0,423.0,1000.0,1000.0,15495864.0,9098.0,3
735,2570.5833333333003,2564.15,2599.2666666666,991.0,503.0,480.0,979.0,1000.0,15495864.0,2770.0,3
740,2539.3333333333003,2441.5166666666,2447.75,991.0,517.0,521.0,1000.0,1000.0,19218336.0,2770.0,3
745,2505.5666666665998,2592.0666666665998,2546.9833333333004,991.0,515.0,487.0,1000.0,1000.0,19218336.0,7984.0,3
750,2726.65,2761.2666666666,2719.8666666666,991.0,544.0,548.0,1000.0,985.0,21536292.0,7984.0,3
755,2905.6833333333,3043.1,2923.95,991.0,570.0,562.0,1000.0,967.0,4958942.0,11805.0,3
760,3088.7,3159.6166666666,3145.25,999.0,573.0,567.0,819.0,795.0,6989770.0,2912.0,3
765,3240.5333333333,3192.8166666665998,3208.75,999.0,577.0,561.0,800.0,803.0,7770641.0,2806.0,3
770,3227.3833333333,3163.65,3129.6333333333,999.0,572.0,555.0,796.0,806.0,9836148.0,2809.0,3
775,3306.3666666666,3271.6833333333,3239.65,999.0,566.0,577.0,798.0,826.0,12542438.0,3698.0,3
780,3290.85,3359.9,3348.6666666700003,999.0,562.0,561.0,756.0,835.0,15425495.0,3723.0,3
785,3426.48333333,3228.5666666665998,3275.2666666666,999.0,573.0,580.0,742.0,848.0,15425495.0,5519.0,3
790,3179.85,3336.4,3101.4333333333,1000.0,559.0,574.0,728.0,839.0,17445395.0,5519.0,3
795,3526.93333333,3653.13333333,3514.4166666700003,1000.0,538.0,558.0,695.0,823.0,19256338.0,9356.0,3
800,,,3946.95,,,516.0,,,23184756.0,4491.0,1
805,,,,,,,,,,3581.0,0
255,,,,,,,,,-1.0,,0
545,,,,,,,,,-1.0,,0
810,,,,,,,,,,,0
