,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736779335000,9.0,21.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,870.0,,,867.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779340000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,552.0,,,779.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779345000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,9.0,2304000.0,1069.0,,,963.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779350000,9.0,20.0,,,1.0,0.0,0.0,10.0,1.0,,,0.0,9.0,9.0,2304000.0,1235.0,,,167.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779355000,9.0,19.0,,,1.0,0.0,0.0,9.0,1.0,,,0.0,9.0,9.0,2304000.0,1939.0,,,22.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779360000,9.0,20.0,,,0.0,0.0,0.0,10.0,1.0,,,0.0,9.0,7.0,3031000.0,1009.0,,,1167.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779365000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,1744.0,,,979.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779370000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,22.0,1401.0,,,998.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779375000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,17118000.0,1862.0,,,1450.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779380000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,214.0,188280000.0,,,1173.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779385000,10.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,10.0,10.0,865.0,1032.0,,,1830.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779390000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,49473000.0,1074.0,,,166.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779395000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,4437000.0,1074.0,,,847.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779400000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,2.0,9.0,31.0,1171.0,,,985.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779405000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,55.0,2135.0,,,774.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779410000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,9783000.0,1141.0,,,1240.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779415000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,1141.0,,,1021.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779420000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,2304000.0,1141.0,,,1001.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779425000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,20.0,2025.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779430000,9.0,19.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,50.0,1848.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779435000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,10.0,267.0,849.0,,,1132.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779440000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,25200000.0,1835.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779445000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2736000.0,1835.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779450000,9.0,20.0,,,0.0,0.0,0.0,10.0,0.0,,,0.0,9.0,9.0,3249000.0,516.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779455000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,6.0,48.0,2186.0,,,1240.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779460000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,2.0,34.0,984.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779465000,9.0,18.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,4.0,192.0,1390.0,,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779470000,10.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,10.0,6.0,641.0,981.0,,,1197.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779475000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,77445000.0,1335.0,,,1017.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779480000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,8532000.0,1335.0,,,1001.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779485000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,1335.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779490000,9.0,19.0,,,0.0,0.0,0.0,9.0,0.0,,,0.0,9.0,9.0,2304000.0,1335.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779495000,9.0,20.0,,,0.0,0.0,0.0,11.0,0.0,,,0.0,9.0,10.0,17.0,1273.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779500000,0.0,4.0,,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,6.0,369.0,,,1795.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779505000,0.0,4.0,,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,61.0,369.0,,,1063.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779510000,0.0,4.0,,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,122.0,369.0,,,1003.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779515000,,,,,,,,,,,,,,,,,,,,,
1736779540000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779545000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779550000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779555000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779560000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779565000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779570000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779575000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,16260000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779580000,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,4001000.0,5975000.0,0.0,,1623000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779585000,9.0,15.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,3.0,9.0,648.0,342.0,0.0,,256000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779590000,9.0,2.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,47160000.0,7863000.0,0.0,,256000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779595000,9.0,2.0,19.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,119.0,46.0,144286000.0,,323.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779600000,10.0,4.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,10.0,10.0,4830000.0,66.0,280.0,,925.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779605000,9.0,20.0,19.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,41.0,51.0,374.0,,933.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779610000,9.0,2.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,848000.0,11858000.0,,993.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779615000,0.0,11.0,6.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,0.0,0.0,174.0,1520.0,,192.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779620000,9.0,19.0,21.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,163.0,1520.0,,555.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779625000,9.0,2.0,22.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,1712000.0,1520.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779630000,9.0,12.0,19.0,,0.0,0.0,0.0,6.0,0.0,0.0,,0.0,9.0,9.0,15.0,68.0,579.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779635000,9.0,19.0,3.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,4752000.0,663.0,1991.0,,1654.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779640000,8.0,19.0,4.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,8.0,8.0,64.0,499.0,,1147.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779645000,9.0,20.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,3.0,477.0,197.0,,23512.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779650000,9.0,19.0,2.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,160.0,548.0,315.0,,438.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779655000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,239211000.0,186010000.0,188.0,,4812.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779660000,9.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,8.0,1624.0,152930000.0,244.0,,550.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779665000,9.0,18.0,13.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,641.0,2001.0,164.0,,2511.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779670000,10.0,18.0,13.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,10.0,10.0,80670000.0,495.0,164.0,,1150.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779675000,9.0,15.0,20.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,7155000.0,28956.0,509.0,,470.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779680000,9.0,16.0,1.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,6345000.0,973.0,221.0,,951.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779685000,9.0,18.0,9.0,,0.0,0.0,0.0,13.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,501.0,221.0,,995.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779690000,9.0,21.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,9.0,5.0,501.0,146.0,,1018.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779695000,1.0,9.0,4.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,1.0,506000.0,625.0,717.0,,1001.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779700000,1.0,11.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,,0.0,6.0,1.0,0.0,374.0,141.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779705000,1.0,16.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,,0.0,9.0,1.0,16.0,1114.0,65831.0,,409.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779710000,5.0,17.0,20.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,3.0,59294000.0,173670000.0,2549.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779715000,10.0,19.0,14.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,10.0,33570000.0,101600000.0,195146000.0,,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779720000,9.0,16.0,1.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,181.0,1645.0,483.0,,1145.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779725000,1.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,1.0,326.0,1686.0,203.0,,732.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779730000,4.0,18.0,15.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,6.0,804.0,2230.0,981.0,,9273.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779735000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,8.0,703.0,1342.0,26823000.0,,816.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779740000,9.0,19.0,7.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,421.0,1073.0,398.0,,1035.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779745000,9.0,19.0,13.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,178776000.0,2178.0,489.0,,431.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779750000,9.0,19.0,13.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,16146000.0,2178.0,489.0,,431.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779755000,9.0,19.0,13.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,2178.0,489.0,,431.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779760000,9.0,19.0,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,2178.0,21780000.0,,431.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779765000,9.0,19.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,5.0,22681.0,184.0,,431.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779770000,9.0,19.0,18.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,6966000.0,199380000.0,21994000.0,,4417.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779775000,9.0,19.0,18.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,2304000.0,199380000.0,266823000.0,,1340.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779780000,9.0,20.0,8.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,9.0,3564000.0,456.0,301.0,,303.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779785000,1.0,16.0,0.0,,0.0,0.0,0.0,11.0,0.0,0.0,,0.0,9.0,1.0,1.0,1326.0,212.0,,809.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779790000,0.0,4.0,2.0,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,13.0,236.0,198.0,,1119.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779795000,0.0,4.0,2.0,,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,88.0,236.0,198.0,,1009.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779800000,0.0,4.0,,,0.0,0.0,0.0,2.0,0.0,,,0.0,0.0,0.0,88.0,236.0,,,1000.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779805000,,,,,,,,,,,,,,,,,,,,,
1736779830000,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,0.0,,,-9.223372036854775e+18,-9.223372036854775e+18
1736779835000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779840000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779845000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779850000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779855000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779860000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779865000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29647000.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779870000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2423000.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779875000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,256000.0,4001000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779880000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,256000.0,323000.0,11272.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779885000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1794.0,12043000.0,256000.0,256000.0,41215.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779890000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,1087000.0,256000.0,256000.0,5019.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779895000,7.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,1.0,532.0,1256000.0,349.0,256000.0,600.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779900000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,1390.0,934.0,341.0,439.0,272.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779905000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,30483000.0,1907.0,1503.0,98.0,303.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779910000,9.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,26010000.0,1670.0,1730.0,479.0,827.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779915000,10.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,10.0,158.0,2169.0,3032.0,1668.0,827.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779920000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,29169000.0,3064.0,1977.0,20406000.0,2027.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779925000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,7.0,251.0,1047.0,794.0,734.0,496.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779930000,9.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,6.0,134.0,648.0,373.0,1138.0,1442.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779935000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,6.0,1101.0,2140.0,29647000.0,730.0,30525.0,-9.223372036854775e+18,-9.223372036854775e+18
1736779940000,4.0,19.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,8.0,733.0,2164.0,633.0,367.0,1227.0,-9.223372036854775e+18,-9.223372036854775e+18
