,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1736793695000,-9.223372036854775e+18
1736793700000,-9.223372036854775e+18
1736793705000,-9.223372036854775e+18
1736793710000,-9.223372036854775e+18
1736793715000,-9.223372036854775e+18
1736793720000,-9.223372036854775e+18
1736793725000,-9.223372036854775e+18
1736793730000,-9.223372036854775e+18
1736793735000,-9.223372036854775e+18
1736793740000,-9.223372036854775e+18
1736793745000,-9.223372036854775e+18
1736793750000,-9.223372036854775e+18
1736793755000,-9.223372036854775e+18
1736793760000,-9.223372036854775e+18
1736793765000,-9.223372036854775e+18
1736793770000,-9.223372036854775e+18
1736793775000,-9.223372036854775e+18
1736793780000,-9.223372036854775e+18
1736793785000,-9.223372036854775e+18
1736793790000,-9.223372036854775e+18
1736793795000,-9.223372036854775e+18
1736793800000,-9.223372036854775e+18
1736793805000,-9.223372036854775e+18
1736793810000,-9.223372036854775e+18
1736793815000,-9.223372036854775e+18
1736793820000,-9.223372036854775e+18
1736793825000,-9.223372036854775e+18
1736793830000,-9.223372036854775e+18
1736793835000,-9.223372036854775e+18
1736793840000,-9.223372036854775e+18
1736793845000,-9.223372036854775e+18
1736793850000,-9.223372036854775e+18
1736793855000,-9.223372036854775e+18
1736793860000,-9.223372036854775e+18
1736793865000,-9.223372036854775e+18
1736793870000,-9.223372036854775e+18
1736793875000,-9.223372036854775e+18
1736793880000,-9.223372036854775e+18
1736793885000,-9.223372036854775e+18
1736793890000,-9.223372036854775e+18
1736793895000,-9.223372036854775e+18
1736793900000,-9.223372036854775e+18
1736793905000,-9.223372036854775e+18
1736793910000,-9.223372036854775e+18
1736793915000,-9.223372036854775e+18
1736793920000,-9.223372036854775e+18
1736793925000,-9.223372036854775e+18
1736793930000,-9.223372036854775e+18
1736793935000,-9.223372036854775e+18
1736793940000,-9.223372036854775e+18
1736793945000,-9.223372036854775e+18
1736793950000,
1736793970000,-9.223372036854775e+18
1736793975000,-9.223372036854775e+18
1736793980000,-9.223372036854775e+18
1736793985000,-9.223372036854775e+18
1736793990000,-9.223372036854775e+18
1736793995000,-9.223372036854775e+18
1736794000000,-9.223372036854775e+18
1736794005000,-9.223372036854775e+18
1736794010000,-9.223372036854775e+18
1736794015000,-9.223372036854775e+18
1736794020000,-9.223372036854775e+18
1736794025000,-9.223372036854775e+18
1736794030000,-9.223372036854775e+18
1736794035000,-9.223372036854775e+18
1736794040000,-9.223372036854775e+18
1736794045000,-9.223372036854775e+18
1736794050000,-9.223372036854775e+18
1736794055000,-9.223372036854775e+18
1736794060000,-9.223372036854775e+18
1736794065000,-9.223372036854775e+18
1736794070000,-9.223372036854775e+18
1736794075000,-9.223372036854775e+18
1736794080000,-9.223372036854775e+18
1736794085000,-9.223372036854775e+18
1736794090000,-9.223372036854775e+18
1736794095000,-9.223372036854775e+18
1736794100000,-9.223372036854775e+18
1736794105000,-9.223372036854775e+18
1736794110000,-9.223372036854775e+18
1736794115000,-9.223372036854775e+18
1736794120000,-9.223372036854775e+18
1736794125000,-9.223372036854775e+18
1736794130000,-9.223372036854775e+18
1736794135000,-9.223372036854775e+18
1736794140000,-9.223372036854775e+18
1736794145000,-9.223372036854775e+18
1736794150000,-9.223372036854775e+18
1736794155000,-9.223372036854775e+18
1736794160000,-9.223372036854775e+18
1736794165000,-9.223372036854775e+18
1736794170000,-9.223372036854775e+18
1736794175000,-9.223372036854775e+18
1736794180000,-9.223372036854775e+18
1736794185000,-9.223372036854775e+18
1736794190000,-9.223372036854775e+18
1736794195000,-9.223372036854775e+18
1736794200000,-9.223372036854775e+18
1736794205000,-9.223372036854775e+18
1736794210000,-9.223372036854775e+18
1736794215000,
