Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,13915.799583330165,659.8098304707894,
2,28859.967532460905,984.1784330589248,33106.0
3,38071.21666665734,1354.6155197623686,47656.0
4,49822.863502098386,1643.362558880212,53732.0
5,58884.088607580874,2312.382146525308,75363.0
6,68371.78983738064,2427.2412970007385,86800.0
7,70958.85870368461,2765.4839181716857,96270.0
8,77088.75723682015,2727.2163327588196,108074.0
9,87826.8478114214,2493.773958309785,108739.0
