,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737806725000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806730000,1.0,9.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,2.0,218412000.0,296470000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806735000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,6351000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806740000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,154809000.0,15.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806745000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,81054000.0,36.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806750000,9.0,20.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,10.0,8.0,58.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806755000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,7803000.0,295.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806760000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,295.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806765000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,6.0,87.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806770000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,87.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806775000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,87.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806780000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,2.0,336.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806785000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806790000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806795000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,1.0,92.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806800000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2574000.0,95.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806805000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,95.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806810000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,1.0,80.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806815000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,87.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806820000,9.0,19.0,1.0,0.0,0.0,9.0,2.0,0.0,9.0,9.0,2304000.0,87.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806825000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,2.0,182.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806830000,9.0,19.0,1.0,0.0,0.0,10.0,2.0,0.0,9.0,9.0,6.0,100.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806835000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,2304000.0,46418.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737806840000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2457000.0,100.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
