Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,1000.0,0.0,0.0,4918359.0,458.0,1
5,1212.8166666666,586.0,45.0,15.0,4918359.0,171.0,1
10,2289.4,441.0,49.0,55.0,12045340.0,1932.0,1
15,5977.733333329999,519.0,205.0,184.0,12045340.0,1932.0,1
20,10423.633333329999,640.0,452.0,438.0,11645776.0,770.0,1
25,11086.86666666,712.0,649.0,638.0,11645776.0,770.0,1
30,15674.6,760.0,695.0,691.0,18842048.0,637.0,1
35,15674.6,794.0,739.0,735.0,8919742.0,581.0,1
40,23263.91666666,820.0,955.0,952.0,8919742.0,581.0,1
45,23263.91666666,840.0,960.0,957.0,8919742.0,581.0,1
50,23263.91666666,856.0,964.0,961.0,15630559.0,575.0,1
55,25644.73333333,869.0,1000.0,1000.0,15630559.0,575.0,1
60,30012.833333330003,880.0,1000.0,1000.0,15630559.0,575.0,1
65,28800.016666659998,915.0,1000.0,1000.0,5669310.0,377.0,1
70,29560.1,973.0,1000.0,1000.0,5669310.0,377.0,1
75,30603.933333330002,1000.0,1000.0,1000.0,5669310.0,377.0,1
80,26158.03333333,1000.0,1000.0,1000.0,14348716.0,476.0,1
85,29747.41666666,1000.0,1000.0,1000.0,14348716.0,476.0,1
90,27900.2,1000.0,1000.0,1000.0,14348716.0,476.0,1
95,27900.2,1000.0,1000.0,1000.0,14442722.0,531.0,1
100,22408.316666659997,1000.0,1000.0,1000.0,9948661.0,685.0,1
105,30944.55,1000.0,1000.0,1000.0,22392324.0,495.0,1
110,30944.55,1000.0,1000.0,1000.0,22392324.0,495.0,1
115,34477.86666666,1000.0,1000.0,1000.0,22392324.0,495.0,1
120,30109.766666659998,1000.0,1000.0,1000.0,10948701.0,389.0,1
125,32620.71666666,1000.0,1000.0,1000.0,10948701.0,389.0,1
130,34338.25,1000.0,1000.0,1000.0,18917723.0,557.0,1
135,29606.083333330003,1000.0,1000.0,1000.0,18917723.0,557.0,1
140,35082.716666659995,1000.0,1000.0,1000.0,18917723.0,557.0,1
145,30830.1,1000.0,1000.0,1000.0,20720107.0,626.0,1
150,30191.083333330003,1000.0,1000.0,1000.0,20720107.0,626.0,1
155,33961.1,1000.0,1000.0,1000.0,19501530.0,7253.0,1
160,31863.66666666,1000.0,1000.0,1000.0,4620937.0,340.0,1
165,24632.05,1000.0,1000.0,1000.0,17381842.0,1103.0,1
170,30158.766666659998,1000.0,1000.0,1000.0,17381842.0,1103.0,1
175,27364.066666659997,1000.0,1000.0,1000.0,25965621.0,715.0,1
180,27406.766666659998,1000.0,1000.0,1000.0,14399751.0,726.0,1
185,30889.566666659997,1000.0,1000.0,1000.0,14399751.0,726.0,1
190,27335.36666666,1000.0,1000.0,1000.0,25573839.0,685.0,1
195,30080.766666659998,1000.0,1000.0,1000.0,25573839.0,685.0,1
200,27602.833333330003,1000.0,1000.0,1000.0,19196264.0,522.0,1
205,27602.833333330003,1000.0,1000.0,1000.0,19196264.0,522.0,1
210,31407.03333333,1000.0,1000.0,1000.0,19196264.0,522.0,1
215,27637.016666659998,1000.0,1000.0,1000.0,8592753.0,564.0,1
220,28902.71666666,1000.0,1000.0,1000.0,8592753.0,564.0,1
225,31939.633333330003,1000.0,1000.0,1000.0,19379882.0,555.0,1
230,26412.91666666,1000.0,1000.0,1000.0,12202478.0,468.0,1
235,24815.46666666,1000.0,1000.0,1000.0,18070865.0,1159.0,1
240,29316.55,1000.0,1000.0,1000.0,,,1
245,,,,,,,0
