,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737217585000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16260000.0,19866000.0,14711000.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217590000,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,24272000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217595000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,4903000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217600000,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,28.0,256000.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217605000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,12.0,35.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217610000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,5.0,14.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217615000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,241407000.0,53.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217620000,9.0,19.0,2.0,0.0,0.0,9.0,2.0,0.0,9.0,9.0,19728000.0,53.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217625000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,11.0,68.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217630000,9.0,19.0,2.0,0.0,0.0,9.0,2.0,0.0,9.0,9.0,15606000.0,77.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217635000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,77.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217640000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,1.0,118.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217645000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217650000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,83.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217655000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,5.0,231.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217660000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,231.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217665000,9.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,80.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217670000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,82.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217675000,9.0,20.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,2304000.0,26073.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217680000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2655000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217685000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217690000,9.0,21.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,258.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217695000,9.0,21.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,258.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737217700000,9.0,21.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,258.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
