,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737520005000,0.0
1737520010000,0.0
1737520015000,0.0
1737520020000,171.85
1737520025000,514.9
1737520030000,572.65
1737520035000,8114.51666666
1737520040000,12186.58333333
1737520045000,18240.28333333
1737520050000,23319.833333330003
1737520055000,23904.8
1737520060000,27429.016666659998
1737520065000,27429.016666659998
1737520070000,39327.05
1737520075000,39943.45
1737520080000,39771.6
1737520085000,47226.45
1737520090000,48117.38333333
1737520095000,40575.51666666
1737520100000,43152.18333333
1737520105000,37098.483333330005
1737520110000,38080.95
1737520115000,37495.983333330005
1737520120000,39973.3
1737520125000,39973.3
1737520130000,28646.833333330003
1737520135000,29863.65
1737520140000,36674.05
1737520145000,34652.233333330005
1737520150000,40414.56666666
1737520155000,45985.9
1737520160000,39337.16666666
1737520165000,44946.466666659995
1737520170000,38884.45
1737520175000,44335.6
1737520180000,38334.06666666
1737520185000,44333.75
1737520190000,43762.18333333
1737520195000,42516.8
1737520200000,35706.4
1737520205000,38207.81666666
1737520210000,37435.4
1737520215000,40581.95
1737520220000,48135.116666660004
1737520225000,43236.56666666
1737520230000,47252.616666660004
1737520235000,44089.03333333
1737520240000,44394.0
1737520245000,43898.78333333
1737520250000,
