Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,1378.1539682535952,2463.4966817180753,28232.19708994397,4932.207858886506,
2,1,7738.748284311419,2390.322314378167,49797.28161764442,3034.409281683325,52394.0
3,1,15158.495539903424,4942.040741240549,62038.66924882296,13455.66045531566,76335.0
4,1,27034.90833333024,6951.946786422934,77699.59738094985,10691.615618876316,78959.0
5,1,33505.245273628505,3973.0050249278197,83952.01218905163,13036.765243036647,95505.0
6,1,44497.76019900134,5620.486777013182,98774.70721392658,17408.568366556494,97249.0
7,1,53814.50696517045,6714.960740062492,106050.59477611643,25620.277168646804,119143.0
8,1,57258.40580807773,6012.402192341592,113535.92702019909,29276.7218302343,131204.0
