Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 6)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,,1000.0,,,,,,,0.0,0.0,-1.0,-1.0,1
5,0.0,,,,,,,488.0,,,,,,,0.0,0.0,22464.0,84.0,1
10,0.0,,,,,,,240.0,,,,,,,0.0,0.0,22464.0,96.0,1
15,0.0,,,,,,,160.0,,,,,,,0.0,0.0,22464.0,78.0,1
20,0.0,,,,,,,125.0,,,,,,,0.0,0.0,22464.0,90.0,1
25,471.4666666666,,,,,,,246.0,,,,,,,10.0,6.0,685904.0,2502.0,1
30,783.4166666666,,,,,,,264.0,,,,,,,57.0,5.0,2922552.0,1298.0,1
35,1833.0833333332998,,,,,,,355.0,,,,,,,150.0,113.0,2922552.0,1298.0,1
40,3270.7833333332997,,,,,,,436.0,,,,,,,251.0,216.0,2798854.0,696.0,1
45,4123.45,,,,,,,499.0,,,,,,,328.0,303.0,4801398.0,1406.0,1
50,5602.73333333,,,,,,,549.0,,,,,,,393.0,366.0,7415957.0,4017.0,1
55,7505.15,,,,,,,590.0,,,,,,,507.0,478.0,8717537.0,1630.0,1
60,9007.91666666,,,,,,,624.0,,,,,,,565.0,531.0,7552809.0,994.0,1
65,9262.58333333,,,,,,,666.0,,,,,,,654.0,621.0,9241278.0,4094.0,1
70,11178.43333333,,,,,,,751.0,,,,,,,804.0,767.0,10843135.0,1759.0,1
75,11376.9,,,,,,,834.0,,,,,,,889.0,850.0,5524558.0,1054.0,1
80,13420.283333329999,,,,,,,916.0,,,,,,,967.0,918.0,5524558.0,1054.0,1
85,13612.883333329999,,,,,,,938.0,,,,,,,1000.0,1000.0,9515834.0,1586.0,1
90,14356.3,,,,,,,992.0,,,,,,,1000.0,1000.0,4203880.0,4998.0,1
95,14658.783333329999,,,,,,,1000.0,,,,,,,1000.0,1000.0,5637546.0,915.0,1
100,15258.66666666,,,,,,,1000.0,,,,,,,1000.0,1000.0,7312784.0,2625.0,1
105,15272.41666666,,,,,,,1000.0,,,,,,,1000.0,1000.0,2500546.0,946.0,1
110,14635.81666666,,,,,,,1000.0,,,,,,,1000.0,1000.0,6160338.0,889.0,1
115,14414.1,,,,,,,1000.0,,,,,,,1000.0,1000.0,6160338.0,889.0,1
