,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1736818590000,-9.223372036854775e+18
1736818595000,-9.223372036854775e+18
1736818600000,-9.223372036854775e+18
1736818605000,-9.223372036854775e+18
1736818610000,-9.223372036854775e+18
1736818615000,-9.223372036854775e+18
1736818620000,-9.223372036854775e+18
1736818625000,-9.223372036854775e+18
1736818630000,-9.223372036854775e+18
1736818635000,-9.223372036854775e+18
1736818640000,-9.223372036854775e+18
1736818645000,-9.223372036854775e+18
1736818650000,-9.223372036854775e+18
1736818655000,-9.223372036854775e+18
1736818660000,-9.223372036854775e+18
1736818665000,-9.223372036854775e+18
1736818670000,-9.223372036854775e+18
1736818675000,-9.223372036854775e+18
1736818680000,-9.223372036854775e+18
1736818685000,-9.223372036854775e+18
1736818690000,-9.223372036854775e+18
1736818695000,-9.223372036854775e+18
1736818700000,-9.223372036854775e+18
1736818705000,-9.223372036854775e+18
1736818710000,-9.223372036854775e+18
1736818715000,-9.223372036854775e+18
1736818720000,-9.223372036854775e+18
1736818725000,-9.223372036854775e+18
1736818730000,-9.223372036854775e+18
1736818735000,-9.223372036854775e+18
1736818740000,-9.223372036854775e+18
1736818745000,-9.223372036854775e+18
1736818750000,-9.223372036854775e+18
1736818755000,-9.223372036854775e+18
1736818760000,-9.223372036854775e+18
1736818765000,-9.223372036854775e+18
1736818770000,-9.223372036854775e+18
1736818775000,-9.223372036854775e+18
1736818780000,-9.223372036854775e+18
1736818785000,-9.223372036854775e+18
1736818790000,-9.223372036854775e+18
1736818795000,-9.223372036854775e+18
1736818800000,-9.223372036854775e+18
1736818805000,-9.223372036854775e+18
1736818810000,-9.223372036854775e+18
1736818815000,-9.223372036854775e+18
1736818820000,-9.223372036854775e+18
1736818825000,-9.223372036854775e+18
1736818830000,
1736818855000,-9.223372036854775e+18
1736818860000,-9.223372036854775e+18
1736818865000,-9.223372036854775e+18
1736818870000,-9.223372036854775e+18
1736818875000,-9.223372036854775e+18
1736818880000,-9.223372036854775e+18
1736818885000,-9.223372036854775e+18
1736818890000,-9.223372036854775e+18
1736818895000,-9.223372036854775e+18
1736818900000,-9.223372036854775e+18
1736818905000,-9.223372036854775e+18
1736818910000,-9.223372036854775e+18
1736818915000,-9.223372036854775e+18
1736818920000,-9.223372036854775e+18
1736818925000,-9.223372036854775e+18
