,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1701874155000,1000.0,,,,,,,
1701874160000,619.0,,,,,,,
1701874165000,325.0,,,,,,,
1701874170000,252.0,,,,,,,
1701874175000,400.0,,,,,,,
1701874180000,446.0,,,,,,,
1701874185000,537.0,,,,,,,
1701874190000,602.0,,,,,,,
1701874195000,652.0,,,,,,,
1701874200000,691.0,,,,,,,
1701874205000,722.0,,,,,,,
1701874210000,747.0,,,,,,,
1701874215000,768.0,,,,,,,
1701874220000,800.0,,,,,,,
1701874225000,881.0,,,,,,,
1701874230000,955.0,,,,,,,
1701874235000,968.0,,,,,,,
1701874240000,999.0,,,,,,,
1701874245000,1000.0,,,,,,,
1701874250000,1000.0,,,,,,,
1701874255000,1000.0,,,,,,,
1701874260000,1000.0,,,,,,,
1701874265000,1000.0,,,,,,,
1701874270000,1000.0,,,,,,,
1701874275000,1000.0,,,,,,,
1701874280000,1000.0,,,,,,,
1701874285000,1000.0,,,,,,,
1701874290000,1000.0,,,,,,,
1701874295000,1000.0,,,,,,,
1701874300000,1000.0,,,,,,,
1701874305000,1000.0,,,,,,,
1701874310000,1000.0,,,,,,,
1701874315000,1000.0,,,,,,,
1701874320000,1000.0,,,,,,,
1701874325000,1000.0,,,,,,,
1701874330000,1000.0,,,,,,,
1701874335000,1000.0,,,,,,,
1701874340000,1000.0,,,,,,,
1701874345000,1000.0,,,,,,,
1701874350000,1000.0,,,,,,,
1701874355000,1000.0,,,,,,,
1701874360000,1000.0,,,,,,,
1701874365000,1000.0,,,,,,,
1701874370000,1000.0,,,,,,,
1701874375000,1000.0,,,,,,,
1701874380000,1000.0,,,,,,,
1701874385000,1000.0,,,,,,,
