,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737210130000,1000.0
1737210135000,423.0
1737210140000,411.0
1737210145000,422.0
1737210150000,557.0
1737210155000,646.0
1737210160000,705.0
1737210165000,745.0
1737210170000,777.0
1737210175000,802.0
1737210180000,822.0
1737210185000,838.0
1737210190000,851.0
1737210195000,900.0
1737210200000,950.0
1737210205000,996.0
1737210210000,999.0
1737210215000,999.0
1737210220000,999.0
1737210225000,1000.0
1737210230000,1000.0
1737210235000,1000.0
1737210240000,1000.0
1737210245000,1000.0
1737210250000,1000.0
1737210255000,1000.0
1737210260000,1000.0
1737210265000,1000.0
1737210270000,1000.0
1737210275000,1000.0
1737210280000,1000.0
1737210285000,1000.0
1737210290000,1000.0
1737210295000,1000.0
1737210300000,1000.0
1737210305000,1000.0
1737210310000,1000.0
1737210315000,1000.0
1737210320000,1000.0
1737210325000,1000.0
1737210330000,1000.0
1737210335000,1000.0
1737210340000,1000.0
1737210345000,1000.0
1737210350000,1000.0
1737210355000,1000.0
1737210360000,1000.0
1737210365000,1000.0
1737210370000,1000.0
1737210375000,
