,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737234465000,1000.0
1737234470000,394.0
1737234475000,282.0
1737234480000,297.0
1737234485000,465.0
1737234490000,572.0
1737234495000,643.0
1737234500000,694.0
1737234505000,733.0
1737234510000,762.0
1737234515000,786.0
1737234520000,806.0
1737234525000,822.0
1737234530000,872.0
1737234535000,942.0
1737234540000,998.0
1737234545000,1000.0
1737234550000,1000.0
1737234555000,1000.0
1737234560000,1000.0
1737234565000,1000.0
1737234570000,1000.0
1737234575000,1000.0
1737234580000,1000.0
1737234585000,1000.0
1737234590000,1000.0
1737234595000,1000.0
1737234600000,1000.0
1737234605000,1000.0
1737234610000,1000.0
1737234615000,1000.0
1737234620000,1000.0
1737234625000,1000.0
1737234630000,1000.0
1737234635000,1000.0
1737234640000,1000.0
1737234645000,1000.0
1737234650000,1000.0
1737234655000,1000.0
1737234660000,1000.0
1737234665000,1000.0
1737234670000,1000.0
1737234675000,1000.0
1737234680000,1000.0
1737234685000,1000.0
1737234690000,1000.0
1737234695000,1000.0
1737234700000,1000.0
1737234705000,
