,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737234465000,0.0
1737234470000,857.5
1737234475000,2000.5833333332998
1737234480000,4590.71666667
1737234485000,9734.51666666
1737234490000,17165.96666666
1737234495000,18594.18333333
1737234500000,24158.816666659997
1737234505000,24158.816666659997
1737234510000,24158.816666659997
1737234515000,32899.85
1737234520000,32899.85
1737234525000,32899.85
1737234530000,38627.81666666
1737234535000,37484.733333330005
1737234540000,40386.26666666
1737234545000,35242.466666659995
1737234550000,30579.8
1737234555000,32241.133333330003
1737234560000,26994.9
1737234565000,32132.65
1737234570000,32132.65
1737234575000,27720.78333333
1737234580000,34716.58333333
1737234585000,36260.5
1737234590000,35025.53333333
1737234595000,35025.53333333
1737234600000,31174.516666659998
1737234605000,35840.733333330005
1737234610000,33071.95
1737234615000,36010.733333330005
1737234620000,35692.33333333
1737234625000,34993.91666666
1737234630000,34993.91666666
1737234635000,32536.816666659997
1737234640000,33233.733333330005
1737234645000,32575.083333330003
1737234650000,28481.15
1737234655000,33124.91666666
1737234660000,31484.266666659998
1737234665000,32606.9
1737234670000,32606.9
1737234675000,32054.21666666
1737234680000,32054.21666666
1737234685000,30185.41666666
1737234690000,34044.76666666
1737234695000,32172.7
1737234700000,28398.1
1737234705000,
