,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737221810000,0.0
1737221815000,977.6666666666
1737221820000,2279.8
1737221825000,2843.3666666666
1737221830000,10505.56666666
1737221835000,14976.616666659998
1737221840000,21447.68333333
1737221845000,22972.75
1737221850000,32799.716666659995
1737221855000,37154.01666666
1737221860000,37154.01666666
1737221865000,45433.31666666
1737221870000,46318.233333330005
1737221875000,45340.56666666
1737221880000,48533.016666660005
1737221885000,50846.18333333
1737221890000,43183.983333330005
1737221895000,44591.65
1737221900000,38120.58333333
1737221905000,39924.4
1737221910000,32532.6
1737221915000,28451.183333330002
1737221920000,29949.03333333
1737221925000,21669.733333329998
1737221930000,23846.28333333
1737221935000,30911.91666666
1737221940000,35005.85
1737221945000,39188.75
1737221950000,39188.75
1737221955000,39645.68333333
1737221960000,39645.68333333
1737221965000,41558.18333333
1737221970000,39123.01666666
1737221975000,40217.85
1737221980000,38720.0
1737221985000,43749.65
1737221990000,47491.516666660005
1737221995000,46574.13333333
1737222000000,43513.4
1737222005000,42545.716666659995
1737222010000,49634.03333333
1737222015000,51853.96666666
1737222020000,53658.5
1737222025000,48749.21666666
1737222030000,54628.28333333
1737222035000,53260.56666666
1737222040000,54571.616666660004
1737222045000,49541.96666666
1737222050000,
