,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737204285000,1000.0
1737204290000,825.0
1737204295000,803.0
1737204300000,753.0
1737204305000,815.0
1737204310000,849.0
1737204315000,873.0
1737204320000,891.0
1737204325000,905.0
1737204330000,915.0
1737204335000,924.0
1737204340000,931.0
1737204345000,937.0
1737204350000,951.0
1737204355000,970.0
1737204360000,999.0
1737204365000,999.0
1737204370000,1000.0
1737204375000,1000.0
1737204380000,1000.0
1737204385000,1000.0
1737204390000,1000.0
1737204395000,1000.0
1737204400000,1000.0
1737204405000,1000.0
1737204410000,1000.0
1737204415000,1000.0
1737204420000,1000.0
1737204425000,1000.0
1737204430000,1000.0
1737204435000,1000.0
1737204440000,1000.0
1737204445000,1000.0
1737204450000,1000.0
1737204455000,1000.0
1737204460000,1000.0
1737204465000,1000.0
1737204470000,1000.0
1737204475000,1000.0
1737204480000,1000.0
1737204485000,1000.0
1737204490000,1000.0
1737204495000,1000.0
1737204500000,1000.0
1737204505000,1000.0
1737204510000,1000.0
1737204515000,1000.0
1737204520000,1000.0
1737204525000,
