,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737232840000,0.0
1737232845000,0.0
1737232850000,2573.9
1737232855000,2761.85
1737232860000,12200.033333329999
1737232865000,12200.033333329999
1737232870000,22640.95
1737232875000,27254.78333333
1737232880000,27254.78333333
1737232885000,27254.78333333
1737232890000,27279.41666666
1737232895000,36014.33333333
1737232900000,36014.33333333
1737232905000,36014.33333333
1737232910000,39510.01666666
1737232915000,39322.06666666
1737232920000,34089.716666659995
1737232925000,36502.58333333
1737232930000,26061.66666666
1737232935000,27011.9
1737232940000,27011.9
1737232945000,28604.23333333
1737232950000,28579.6
1737232955000,23229.3
1737232960000,26747.083333330003
1737232965000,32370.85
1737232970000,26301.266666659998
1737232975000,32174.55
1737232980000,27968.71666666
1737232985000,26734.883333330003
1737232990000,31208.316666659997
1737232995000,25644.25
1737233000000,31304.23333333
1737233005000,29711.9
1737233010000,30617.816666659997
1737233015000,33194.28333333
1737233020000,35076.76666666
1737233025000,35354.58333333
1737233030000,35354.58333333
1737233035000,35456.35
1737233040000,35456.35
1737233045000,37550.483333330005
1737233050000,35345.7
1737233055000,35651.36666666
1737233060000,35496.233333330005
1737233065000,35496.233333330005
1737233070000,35417.41666666
1737233075000,34473.01666666
1737233080000,
