,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737485715000,0.0
1737485720000,0.0
1737485725000,0.0
1737485730000,73.9166666666
1737485735000,392.85
1737485740000,595.7833333333
1737485745000,4380.8
1737485750000,7664.91666666
1737485755000,10935.3
1737485760000,16589.18333333
1737485765000,19383.58333333
1737485770000,22891.983333329998
1737485775000,28816.23333333
1737485780000,28816.23333333
1737485785000,32216.333333330003
1737485790000,34656.95
1737485795000,34338.01666666
1737485800000,36546.95
1737485805000,36076.11666666
1737485810000,32792.0
1737485815000,29521.61666666
1737485820000,27917.61666666
1737485825000,26646.816666659997
1737485830000,23138.41666666
1737485835000,18128.86666666
1737485840000,22244.13333333
1737485845000,24852.21666666
1737485850000,27977.2
1737485855000,32589.65
1737485860000,31471.35
1737485865000,34041.05
1737485870000,34984.38333333
1737485875000,39894.81666666
1737485880000,35844.93333333
1737485885000,36095.56666666
1737485890000,40231.93333333
1737485895000,39317.233333330005
1737485900000,35815.4
1737485905000,29807.21666666
1737485910000,24806.28333333
1737485915000,22806.38333333
1737485920000,27529.633333330003
1737485925000,26848.48333333
1737485930000,30608.8
1737485935000,28716.16666666
1737485940000,33195.05
1737485945000,34169.81666666
1737485950000,33238.85
1737485955000,33238.85
1737485960000,
