,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737528575000,1000.0
1737528580000,0.0
1737528585000,0.0
1737528590000,0.0
1737528595000,0.0
1737528600000,0.0
1737528605000,128.0
1737528610000,253.0
1737528615000,346.0
1737528620000,419.0
1737528625000,477.0
1737528630000,525.0
1737528635000,564.0
1737528640000,708.0
1737528645000,790.0
1737528650000,868.0
1737528655000,951.0
1737528660000,1000.0
1737528665000,1000.0
1737528670000,1000.0
1737528675000,1000.0
1737528680000,1000.0
1737528685000,1000.0
1737528690000,1000.0
1737528695000,1000.0
1737528700000,1000.0
1737528705000,1000.0
1737528710000,1000.0
1737528715000,1000.0
1737528720000,1000.0
1737528725000,1000.0
1737528730000,1000.0
1737528735000,1000.0
1737528740000,1000.0
1737528745000,1000.0
1737528750000,1000.0
1737528755000,1000.0
1737528760000,1000.0
1737528765000,1000.0
1737528770000,1000.0
1737528775000,1000.0
1737528780000,1000.0
1737528785000,1000.0
1737528790000,1000.0
1737528795000,1000.0
1737528800000,1000.0
1737528805000,1000.0
1737528810000,1000.0
1737528815000,
