,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737535470000,1000.0
1737535475000,1000.0
1737535480000,0.0
1737535485000,0.0
1737535490000,0.0
1737535495000,0.0
1737535500000,0.0
1737535505000,137.0
1737535510000,261.0
1737535515000,353.0
1737535520000,425.0
1737535525000,482.0
1737535530000,530.0
1737535535000,569.0
1737535540000,711.0
1737535545000,793.0
1737535550000,871.0
1737535555000,955.0
1737535560000,1000.0
1737535565000,1000.0
1737535570000,1000.0
1737535575000,1000.0
1737535580000,1000.0
1737535585000,1000.0
1737535590000,1000.0
1737535595000,1000.0
1737535600000,1000.0
1737535605000,
1737535620000,1000.0
1737535625000,879.0
1737535630000,940.0
1737535635000,960.0
1737535640000,970.0
1737535645000,976.0
1737535650000,980.0
1737535655000,983.0
1737535660000,985.0
1737535665000,987.0
1737535670000,988.0
1737535675000,989.0
1737535680000,990.0
1737535685000,1000.0
1737535690000,1000.0
1737535695000,1000.0
1737535700000,1000.0
1737535705000,1000.0
1737535710000,1000.0
1737535715000,
