,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1702904425000,16877.1,,,,,,,,
1702904430000,16817.36666666,,,,,,,,
1702904435000,17033.61666666,,,,,,,,
1702904440000,16851.63333333,,,,,,,,
1702904445000,17944.18333333,,,,,,,,
1702904450000,17007.33333333,,,,,,,,
1702904455000,17007.33333333,,,,,,,,
1702904460000,16623.816666659997,,,,,,,,
1702904465000,16608.28333333,,,,,,,,
1702904470000,16688.75,,,,,,,,
1702904475000,16805.4,,,,,,,,
1702904480000,17533.4,,,,,,,,
1702904485000,17882.33333333,,,,,,,,
1702904490000,16941.233333329998,,,,,,,,
1702904495000,18015.53333333,,,,,,,,
1702904500000,17841.53333333,,,,,,,,
1702904505000,18004.5,,,,,,,,
1702904510000,18134.66666666,,,,,,,,
1702904515000,18134.66666666,,,,,,,,
1702904520000,18261.75,,,,,,,,
1702904525000,17736.13333333,,,,,,,,
1702904530000,17869.516666659998,,,,,,,,
1702904535000,17624.9,,,,,,,,
1702904540000,17867.36666666,,,,,,,,
1702904545000,18215.5,,,,,,,,
1702904550000,18168.75,,,,,,,,
1702904555000,16287.266666659998,,,,,,,,
1702904560000,16608.63333333,,,,,,,,
1702904565000,16553.18333333,,,,,,,,
1702904570000,16582.46666666,,,,,,,,
1702904575000,,,,,,,,,
1702904620000,,0.0,,,,,,,
1702904625000,0.0,0.0,,,,,,,
1702904630000,177.5333333333,149.2666666666,,,,,,,
1702904635000,177.5333333333,711.8166666666,,,,,,,
1702904640000,732.9833333333,981.9,,,,,,,
1702904645000,732.9833333333,1606.5666666666,,,,,,,
1702904650000,1604.4166666666,2531.7,,,,,,,
1702904655000,2521.2833333332997,3583.55,,,,,,,
1702904660000,3322.2666666665996,4982.51666667,,,,,,,
1702904665000,4962.25,5858.983333329999,,,,,,,
1702904670000,5829.75,7450.8,,,,,,,
1702904675000,7436.76666666,8358.71666666,,,,,,,
1702904680000,8320.71666666,9471.83333333,,,,,,,
1702904685000,9542.45,10981.383333329999,,,,,,,
1702904690000,10929.33333333,12096.3,,,,,,,
1702904695000,12007.35,12607.48333333,,,,,,,
1702904700000,12519.616666659998,13877.4,,,,,,,
1702904705000,14049.8,14263.033333329999,,,,,,,
1702904710000,14182.75,14091.016666659998,,,,,,,
1702904715000,14061.866666659998,15059.16666666,,,,,,,
1702904720000,15002.91666666,15205.116666659998,,,,,,,
1702904725000,14879.383333329999,15747.93333333,,,,,,,
1702904730000,15675.016666659998,15478.31666666,,,,,,,
1702904735000,15375.35,15689.1,,,,,,,
1702904740000,15607.75,16323.4,,,,,,,
1702904745000,16127.466666659999,15584.716666659999,,,,,,,
1702904750000,15488.633333329999,15817.883333329999,,,,,,,
1702904755000,15912.08333333,15683.91666666,,,,,,,
1702904760000,15788.4,15789.383333329999,,,,,,,
1702904765000,15708.18333333,15905.5,,,,,,,
1702904770000,15811.05,16564.71666666,,,,,,,
1702904775000,16427.983333329998,15610.68333333,,,,,,,
1702904780000,15509.016666659998,15511.2,,,,,,,
1702904785000,15680.0,15729.81666666,,,,,,,
1702904790000,15650.85,16222.783333329999,,,,,,,
1702904795000,16138.116666659998,15750.83333333,,,,,,,
1702904800000,15699.4,15716.31666666,,,,,,,
1702904805000,15635.93333333,16598.1,,,,,,,
1702904810000,16602.21666666,16084.266666659998,,,,,,,
1702904815000,15833.616666659998,16796.3,,,,,,,
1702904820000,16528.16666666,16579.983333329998,,,,,,,
1702904825000,16630.83333333,16688.65,,,,,,,
1702904830000,16501.75,16685.53333333,,,,,,,
1702904835000,16624.11666666,16629.58333333,,,,,,,
1702904840000,16792.1,16794.15,,,,,,,
1702904845000,16711.78333333,16350.366666659998,,,,,,,
1702904850000,16435.28333333,15708.41666666,,,,,,,
1702904855000,15631.08333333,16522.68333333,,,,,,,
1702904860000,16574.983333329998,16231.516666659998,,,,,,,
1702904865000,16296.716666659999,16020.516666659998,,,,,,,
1702904870000,15873.33333333,16578.46666666,,,,,,,
1702904875000,16489.66666666,16007.366666659998,,,,,,,
1702904880000,15770.85,15969.783333329999,,,,,,,
1702904885000,15761.56666666,16083.033333329999,,,,,,,
1702904890000,16236.266666659998,15857.91666666,,,,,,,
1702904895000,15890.033333329999,16549.16666666,,,,,,,
1702904900000,16485.65,16063.116666659998,,,,,,,
1702904905000,16107.23333333,16229.8,,,,,,,
1702904910000,15985.3,16203.85,,,,,,,
1702904915000,16016.783333329999,16147.35,,,,,,,
1702904920000,15908.41666666,16394.61666666,,,,,,,
1702904925000,16121.4,16262.8,,,,,,,
1702904930000,16324.6,15934.966666659999,,,,,,,
1702904935000,15855.5,16059.866666659998,,,,,,,
1702904940000,16216.68333333,16014.35,,,,,,,
1702904945000,15936.91666666,16105.35,,,,,,,
1702904950000,15916.75,17899.2,,,,,,,
1702904955000,17754.41666666,17301.78333333,,,,,,,
1702904960000,17336.96666666,17547.63333333,,,,,,,
1702904965000,17322.96666666,17603.766666659998,,,,,,,
1702904970000,17520.41666666,17589.36666666,,,,,,,
1702904975000,17608.88333333,17792.25,,,,,,,
1702904980000,17683.78333333,17759.66666666,,,,,,,
1702904985000,17730.15,17288.58333333,,,,,,,
1702904990000,17032.816666659997,17732.96666666,,,,,,,
1702904995000,17731.266666659998,17563.41666666,,,,,,,
1702905000000,17413.55,17777.066666659997,,,,,,,
1702905005000,17681.91666666,17105.08333333,,,,,,,
1702905010000,17001.516666659998,15797.65,,,,,,,
1702905015000,15639.85,15891.66666666,,,,,,,
1702905020000,15788.0,15714.016666659998,,,,,,,
1702905025000,15645.866666659998,15269.31666666,,,,,,,
1702905030000,,,,,,,,,
1702905075000,,0.0,,,,,,,
1702905080000,0.0,0.0,0.0,,,,,,
1702905085000,0.0,86.5666666666,68.0833333333,,,,,,
1702905090000,76.0833333333,600.8833333333,553.4333333333,,,,,,
1702905095000,381.0666666666,1294.6833333333,1232.55,,,,,,
1702905100000,1036.6833333333,2244.4166666666,2133.0,,,,,,
1702905105000,2185.15,2982.05,2825.4333333332997,,,,,,
1702905110000,2682.0666666666,3916.43333333,3673.91666667,,,,,,
1702905115000,3638.4,4711.93333333,4477.43333333,,,,,,
1702905120000,4557.73333333,5437.0,5168.91666667,,,,,,
1702905125000,5075.38333333,6503.116666670001,6183.91666667,,,,,,
1702905130000,6294.883333329999,7347.133333329999,6952.33333333,,,,,,
1702905135000,6944.91666666,8161.133333329999,7776.2,,,,,,
1702905140000,7974.06666666,9281.75,8826.66666666,,,,,,
1702905145000,9036.43333333,10273.33333333,9787.56666666,,,,,,
1702905150000,10067.43333333,11107.533333329999,10594.883333329999,,,,,,
1702905155000,11017.25,11659.1,11079.65,,,,,,
1702905160000,11637.866666659998,11549.966666659999,10958.83333333,,,,,,
1702905165000,11143.83333333,11764.56666666,11197.48333333,,,,,,
1702905170000,11509.81666666,12243.0,11449.95,,,,,,
1702905175000,11923.05,12008.56666666,11421.83333333,,,,,,
1702905180000,11563.966666659999,13448.25,12784.43333333,,,,,,
1702905185000,13150.33333333,13615.516666659998,12947.616666659998,,,,,,
1702905190000,13136.116666659998,14044.383333329999,13299.83333333,,,,,,
1702905195000,13714.56666666,14524.716666659999,13799.033333329999,,,,,,
1702905200000,14176.85,14540.516666659998,13792.366666659998,,,,,,
1702905205000,14062.16666666,14499.98333333,13783.81666666,,,,,,
1702905210000,14129.16666666,14255.81666666,13540.73333333,,,,,,
1702905215000,14031.533333329999,14131.116666659998,13442.3,,,,,,
1702905220000,13818.216666659999,14493.466666659999,13788.866666659998,,,,,,
1702905225000,14326.25,14564.55,13850.23333333,,,,,,
1702905230000,14504.16666666,14236.283333329999,13734.08333333,,,,,,
1702905235000,13978.15,14921.616666659998,14190.533333329999,,,,,,
1702905240000,14851.283333329999,13795.73333333,13124.516666659998,,,,,,
1702905245000,13785.883333329999,14251.83333333,13547.95,,,,,,
1702905250000,14214.33333333,13755.65,13170.41666666,,,,,,
1702905255000,13479.68333333,14136.266666659998,13419.23333333,,,,,,
1702905260000,13709.3,14078.016666659998,13422.766666659998,,,,,,
1702905265000,13916.883333329999,14441.466666659999,13735.81666666,,,,,,
1702905270000,14133.93333333,14443.1,13736.15,,,,,,
1702905275000,14008.766666659998,14478.83333333,13777.7,,,,,,
1702905280000,14150.8,14610.133333329999,13912.216666659999,,,,,,
1702905285000,14058.16666666,15104.56666666,14364.55,,,,,,
1702905290000,14727.883333329999,15194.43333333,14499.133333329999,,,,,,
1702905295000,15045.68333333,15293.533333329999,14554.516666659998,,,,,,
1702905300000,14905.016666659998,15690.23333333,14855.283333329999,,,,,,
1702905305000,15073.56666666,14705.25,13990.2,,,,,,
1702905310000,14337.783333329999,15326.23333333,14572.9,,,,,,
1702905315000,15188.25,15146.866666659998,14354.6,,,,,,
1702905320000,14822.06666666,15442.9,14687.133333329999,,,,,,
1702905325000,15136.31666666,15179.7,14426.516666659998,,,,,,
1702905330000,14803.18333333,15281.616666659998,14534.06666666,,,,,,
1702905335000,14952.966666659999,15242.15,14495.98333333,,,,,,
1702905340000,14810.2,15506.866666659998,14683.533333329999,,,,,,
1702905345000,15192.85,15353.33333333,14603.383333329999,,,,,,
1702905350000,14918.283333329999,14860.7,14272.883333329999,,,,,,
1702905355000,14587.116666659998,15379.48333333,14552.35,,,,,,
1702905360000,14890.98333333,15053.43333333,14373.65,,,,,,
1702905365000,14858.15,15434.283333329999,14687.25,,,,,,
1702905370000,15052.16666666,15293.283333329999,14547.18333333,,,,,,
1702905375000,14877.35,15107.5,14441.383333329999,,,,,,
1702905380000,14914.8,15392.43333333,14565.83333333,,,,,,
1702905385000,14818.383333329999,15856.66666666,15091.66666666,,,,,,
1702905390000,15474.283333329999,15200.43333333,14675.8,,,,,,
1702905395000,14929.66666666,15833.366666659998,14980.81666666,,,,,,
1702905400000,15367.7,15598.383333329999,14912.23333333,,,,,,
1702905405000,15433.83333333,15627.283333329999,14856.866666659998,,,,,,
1702905410000,15337.866666659998,16368.05,15358.31666666,,,,,,
1702905415000,15779.23333333,14974.45,14253.23333333,,,,,,
1702905420000,14639.6,15961.31666666,15178.0,,,,,,
1702905425000,15588.116666659998,16162.2,15366.716666659999,,,,,,
1702905430000,15830.93333333,16227.633333329999,15373.45,,,,,,
1702905435000,15772.23333333,15785.85,15012.633333329999,,,,,,
1702905440000,15411.616666659998,15288.25,14611.033333329999,,,,,,
1702905445000,15147.366666659998,15133.216666659999,14389.0,,,,,,
1702905450000,14668.016666659998,16186.65,15107.23333333,,,,,,
1702905455000,15674.31666666,15413.2,14728.45,,,,,,
1702905460000,15061.0,14779.8,14043.95,,,,,,
1702905465000,14435.33333333,14820.08333333,14007.15,,,,,,
1702905470000,14322.766666659998,14814.716666659999,14155.633333329999,,,,,,
1702905475000,14639.05,15085.283333329999,14398.93333333,,,,,,
1702905480000,,,,,,,,,
1702905525000,0.0,0.0,,0.0,,,,,
1702905530000,0.0,0.0,0.0,0.0,,,,,
1702905535000,112.5,182.4333333333,0.0,153.05,,,,,
1702905540000,474.85,553.7166666666,162.25,531.1333333333,,,,,
1702905545000,774.2166666666,1088.2333333333,548.2166666666,1008.35,,,,,
1702905550000,2079.05,2313.4,1055.65,2242.9,,,,,
1702905555000,3101.5833333333,3206.7,2327.1833333332997,3164.3166666665998,,,,,
1702905560000,3547.9,3823.65,3224.2333333333,3776.31666667,,,,,
1702905565000,4287.38333333,4344.36666667,3843.5,4290.96666667,,,,,
1702905570000,4993.78333333,5256.31666667,4372.73333333,5192.96666667,,,,,
1702905575000,5515.68333333,5848.25,5284.08333333,5778.266666670001,,,,,
1702905580000,6446.383333329999,6802.05,5879.9,6719.883333329999,,,,,
1702905585000,7548.56666666,7877.06666666,6839.133333329999,7781.65,,,,,
1702905590000,8526.8,8722.31666666,7919.433333329999,8611.533333329999,,,,,
1702905595000,9341.58333333,9669.75,8769.48333333,9524.08333333,,,,,
1702905600000,10214.9,10405.66666666,9734.26666666,10295.81666666,,,,,
1702905605000,10813.85,10702.0,10469.883333329999,10649.35,,,,,
1702905610000,10561.06666666,10568.9,10820.0,10483.75,,,,,
1702905615000,10833.18333333,11130.45,10624.68333333,10992.05,,,,,
1702905620000,11337.16666666,11311.56666666,11192.23333333,11175.48333333,,,,,
1702905625000,11510.66666666,12130.5,11372.68333333,11851.9,,,,,
1702905630000,11961.55,12365.5,12127.08333333,12085.4,,,,,
1702905635000,12329.93333333,12540.466666659999,12298.15,12382.45,,,,,
1702905640000,12109.93333333,12075.68333333,12604.65,11950.6,,,,,
1702905645000,12658.366666659998,13035.7,12162.0,12758.66666666,,,,,
1702905650000,12826.58333333,13435.6,12985.31666666,13123.23333333,,,,,
1702905655000,13035.66666666,13505.16666666,13422.616666659998,13195.783333329999,,,,,
1702905660000,12653.48333333,13026.7,13458.95,12813.85,,,,,
1702905665000,12968.35,13162.9,13050.216666659999,12993.35,,,,,
1702905670000,13092.866666659998,13304.18333333,13211.0,13135.1,,,,,
1702905675000,12644.5,12933.2,13355.7,12781.18333333,,,,,
1702905680000,12967.783333329999,13478.7,12998.383333329999,13264.31666666,,,,,
1702905685000,13183.85,13249.15,13514.1,13088.6,,,,,
1702905690000,12900.58333333,13161.98333333,13380.216666659999,12937.95,,,,,
1702905695000,13276.95,13610.83333333,13200.41666666,13394.16666666,,,,,
1702905700000,13855.35,14336.16666666,13687.05,14138.41666666,,,,,
1702905705000,13490.75,13322.033333329999,14389.216666659999,13279.383333329999,,,,,
1702905710000,13477.08333333,13223.05,13511.18333333,13215.91666666,,,,,
1702905715000,13129.33333333,13116.15,13377.016666659998,13155.366666659998,,,,,
1702905720000,13587.616666659998,13821.58333333,13310.116666659998,13492.033333329999,,,,,
1702905725000,13655.85,14152.56666666,13941.0,13969.016666659998,,,,,
1702905730000,13628.83333333,14091.366666659998,14169.55,13698.41666666,,,,,
1702905735000,14073.016666659998,14314.73333333,13951.383333329999,13929.8,,,,,
1702905740000,13992.4,14332.48333333,14391.516666659998,14074.5,,,,,
1702905745000,14070.16666666,14069.283333329999,14309.48333333,14028.83333333,,,,,
1702905750000,14485.033333329999,14334.9,14143.133333329999,14353.9,,,,,
1702905755000,13968.2,14290.883333329999,14574.56666666,13997.0,,,,,
1702905760000,13991.633333329999,14313.81666666,14185.41666666,14061.55,,,,,
1702905765000,13914.533333329999,14193.533333329999,14309.35,14024.7,,,,,
1702905770000,13728.133333329999,14360.4,14262.266666659998,14101.06666666,,,,,
1702905775000,14163.766666659998,14535.75,14430.95,14234.883333329999,,,,,
1702905780000,13973.516666659998,14328.43333333,14554.15,14255.91666666,,,,,
1702905785000,14015.0,14395.31666666,14288.56666666,14112.08333333,,,,,
1702905790000,14439.58333333,14453.366666659998,14498.716666659999,14504.91666666,,,,,
1702905795000,14014.91666666,14283.15,14760.81666666,14299.98333333,,,,,
1702905800000,14001.1,14167.1,14335.6,14060.883333329999,,,,,
1702905805000,13913.366666659998,14400.41666666,14308.45,13992.25,,,,,
1702905810000,13872.633333329999,14339.366666659998,14292.68333333,13946.4,,,,,
1702905815000,14357.73333333,14572.033333329999,14414.23333333,14420.883333329999,,,,,
1702905820000,14209.133333329999,14166.95,14674.966666659999,14075.116666659998,,,,,
1702905825000,14327.31666666,14538.283333329999,14319.633333329999,14356.383333329999,,,,,
1702905830000,14624.08333333,14630.516666659998,14620.08333333,14429.85,,,,,
1702905835000,14631.33333333,14493.516666659998,14601.33333333,14447.93333333,,,,,
1702905840000,14634.716666659999,14778.08333333,14627.68333333,14468.033333329999,,,,,
1702905845000,14651.06666666,14775.18333333,14967.383333329999,14461.766666659998,,,,,
1702905850000,14298.75,14542.033333329999,14630.216666659999,14365.45,,,,,
1702905855000,14614.06666666,14607.783333329999,14617.783333329999,14450.18333333,,,,,
1702905860000,14509.116666659998,14643.73333333,14705.55,14521.98333333,,,,,
1702905865000,14509.5,14767.25,14779.466666659999,14816.883333329999,,,,,
1702905870000,14749.533333329999,14839.45,15018.633333329999,14877.033333329999,,,,,
1702905875000,14318.0,14565.58333333,14918.3,14381.48333333,,,,,
1702905880000,15389.466666659999,15733.85,14641.033333329999,15456.93333333,,,,,
1702905885000,15315.18333333,15729.58333333,15732.3,15425.75,,,,,
1702905890000,15183.533333329999,15659.966666659999,15699.216666659999,15505.48333333,,,,,
1702905895000,15323.266666659998,15847.633333329999,15781.08333333,15648.81666666,,,,,
1702905900000,15415.016666659998,15774.266666659998,15931.516666659998,15694.366666659998,,,,,
1702905905000,15325.08333333,15585.633333329999,15726.783333329999,15483.716666659999,,,,,
1702905910000,15236.85,15498.133333329999,15740.8,15309.0,,,,,
1702905915000,15327.98333333,15589.883333329999,15577.9,15397.2,,,,,
1702905920000,15512.633333329999,15574.83333333,15663.08333333,15402.41666666,,,,,
1702905925000,15497.4,15510.35,15668.533333329999,15322.866666659998,,,,,
1702905930000,,,,,,,,,
1702905975000,,0.0,,,,,,,
1702905980000,0.0,0.0,0.0,0.0,0.0,,,,
1702905985000,0.0,82.8,0.0,0.0,0.0,,,,
1702905990000,82.6333333333,423.3,83.2166666666,84.5833333333,81.4333333333,,,,
1702905995000,388.55,899.3,419.7,423.6166666666,403.1666666666,,,,
1702906000000,770.9833333333,1712.65,885.4666666666,891.4333333333,855.0833333333,,,,
1702906005000,1526.3,2153.0666666666,1679.05,1689.9166666666,1632.0666666666,,,,
1702906010000,1915.0,2797.2333333333,2108.6333333333,2121.0666666666,2049.1166666666,,,,
1702906015000,2535.6,3399.03333333,2745.9,2761.9666666666,2663.7333333333,,,,
1702906020000,3210.2666666665996,4013.81666667,3207.0166666665996,3351.68333333,3238.5,,,,
1702906025000,3958.55,4689.7,3937.0,3959.08333333,3822.78333333,,,,
1702906030000,4568.25,5343.46666667,4554.91666667,4581.18333333,4557.33333333,,,,
1702906035000,5243.06666667,6214.683333329999,5229.16666667,5262.01666667,5085.85,,,,
1702906040000,5909.3,7189.51666666,6114.383333329999,6124.633333329999,5917.516666670001,,,,
1702906045000,6876.26666666,8157.58333333,7044.03333333,7086.76666666,6848.86666666,,,,
1702906050000,7881.36666666,8592.45,8030.7,8074.8,7770.983333329999,,,,
1702906055000,8553.86666666,9228.43333333,8422.58333333,8473.85,8185.21666666,,,,
1702906060000,9250.5,9757.783333329999,9042.383333329999,9098.85,8798.45,,,,
1702906065000,9751.36666666,10499.25,9563.7,9618.3,9293.83333333,,,,
1702906070000,10413.85,11040.73333333,10332.81666666,10305.883333329999,10008.033333329999,,,,
1702906075000,11094.21666666,11461.91666666,10800.23333333,10858.95,10514.51666666,,,,
1702906080000,11490.48333333,11809.31666666,11359.11666666,11312.23333333,11001.58333333,,,,
1702906085000,11514.58333333,12369.91666666,11559.966666659999,11641.68333333,11243.55,,,,
1702906090000,12060.9,12950.466666659999,12162.56666666,12233.966666659999,11691.91666666,,,,
1702906095000,12807.35,13439.716666659999,12695.85,12772.633333329999,12337.08333333,,,,
1702906100000,13420.95,13578.98333333,13127.15,13248.05,12802.83333333,,,,
1702906105000,13434.66666666,14253.016666659998,13274.95,13365.83333333,12933.73333333,,,,
1702906110000,14215.93333333,14870.283333329999,14064.0,14091.4,13573.6,,,,
1702906115000,14557.3,15096.016666659998,14683.716666659999,14762.41666666,14052.43333333,,,,
1702906120000,14676.9,15167.43333333,14791.83333333,14871.7,14370.85,,,,
1702906125000,14867.033333329999,15131.016666659998,14878.73333333,14964.866666659998,14373.3,,,,
1702906130000,15140.41666666,14902.35,14785.91666666,14958.4,14406.9,,,,
1702906135000,14791.466666659999,15185.3,14864.466666659999,14953.283333329999,14426.116666659998,,,,
1702906140000,14827.31666666,15253.533333329999,14959.133333329999,15019.5,14379.31666666,,,,
1702906145000,15208.216666659999,15152.93333333,14958.616666659998,15028.633333329999,14532.266666659998,,,,
1702906150000,15224.116666659998,14834.4,14852.633333329999,14935.3,14437.15,,,,
1702906155000,14471.6,14519.18333333,14538.116666659998,14614.35,14128.383333329999,,,,
1702906160000,14432.1,14649.23333333,14258.56666666,14308.06666666,13843.633333329999,,,,
1702906165000,14558.25,14085.366666659998,14458.533333329999,14530.0,13994.98333333,,,,
1702906170000,13974.216666659999,14044.4,13667.16666666,13805.45,13409.25,,,,
1702906175000,13831.15,13796.05,13666.08333333,13753.3,13506.533333329999,,,,
1702906180000,13880.3,13633.116666659998,13511.616666659998,13599.033333329999,13137.35,,,,
1702906185000,13451.66666666,13350.16666666,13365.883333329999,13412.73333333,13024.4,,,,
1702906190000,13010.966666659999,13305.95,12899.06666666,12962.48333333,12713.73333333,,,,
1702906195000,13026.033333329999,13339.116666659998,12893.06666666,12816.18333333,12490.73333333,,,,
1702906200000,13267.41666666,13582.05,12989.6,13078.4,12696.95,,,,
1702906205000,13334.4,13733.6,13310.866666659998,13388.6,12938.48333333,,,,
1702906210000,13397.45,14018.616666659998,13537.533333329999,13600.516666659998,13085.3,,,,
1702906215000,14094.48333333,14329.41666666,13984.533333329999,13920.45,13563.45,,,,
1702906220000,14176.533333329999,13916.383333329999,14024.133333329999,14126.1,13634.65,,,,
1702906225000,13969.41666666,14092.83333333,13791.98333333,13687.516666659998,13253.58333333,,,,
1702906230000,13702.18333333,13957.766666659998,13813.0,13887.866666659998,13428.55,,,,
1702906235000,13866.1,13903.5,13659.616666659998,13733.95,13285.48333333,,,,
1702906240000,13746.883333329999,13970.35,13843.016666659998,13910.33333333,13447.616666659998,,,,
1702906245000,14036.35,14367.466666659999,13667.3,13777.366666659998,13336.66666666,,,,
1702906250000,14197.0,14604.65,14254.16666666,14363.383333329999,13683.05,,,,
1702906255000,14569.1,14491.7,14214.43333333,14453.033333329999,13871.616666659998,,,,
1702906260000,14323.05,14205.25,14233.95,14298.75,13852.533333329999,,,,
1702906265000,13946.06666666,13948.33333333,13920.68333333,14003.18333333,13530.883333329999,,,,
1702906270000,13723.516666659998,14048.6,13588.18333333,13684.633333329999,13276.31666666,,,,
1702906275000,13643.31666666,13918.55,13522.616666659998,13747.783333329999,13171.75,,,,
1702906280000,13793.98333333,14353.9,13647.9,13718.883333329999,13257.93333333,,,,
1702906285000,14126.266666659998,14343.18333333,13844.73333333,14104.18333333,13630.75,,,,
1702906290000,14189.58333333,14207.16666666,14057.31666666,14138.3,13661.7,,,,
1702906295000,14151.58333333,14420.45,14037.3,13999.783333329999,13658.516666659998,,,,
1702906300000,14032.41666666,14156.266666659998,13965.616666659998,14028.93333333,13535.133333329999,,,,
1702906305000,13759.83333333,13934.616666659998,13874.75,13953.716666659999,13487.366666659998,,,,
1702906310000,13798.95,14064.016666659998,13665.6,13732.48333333,13274.266666659998,,,,
1702906315000,13653.633333329999,13994.966666659999,13781.06666666,13856.43333333,13387.533333329999,,,,
1702906320000,13971.06666666,14394.633333329999,13684.016666659998,13773.18333333,13290.383333329999,,,,
1702906325000,14289.966666659999,14370.783333329999,14114.016666659998,14204.95,13714.83333333,,,,
1702906330000,14451.866666659998,14393.98333333,14076.83333333,14164.4,13859.016666659998,,,,
1702906335000,14387.633333329999,14192.133333329999,14107.616666659998,14191.0,13712.93333333,,,,
1702906340000,13998.116666659998,13877.5,13910.33333333,13988.95,13517.05,,,,
1702906345000,13702.116666659998,14279.25,13779.033333329999,13861.716666659999,13356.66666666,,,,
1702906350000,14309.266666659998,14397.116666659998,13995.2,14076.033333329999,13601.98333333,,,,
1702906355000,13988.4,14355.266666659998,13994.033333329999,14191.95,13577.31666666,,,,
1702906360000,14276.58333333,14316.25,14024.3,14123.81666666,13676.033333329999,,,,
1702906365000,14384.75,14657.283333329999,14026.41666666,14105.55,13807.41666666,,,,
1702906370000,14533.9,14511.45,14366.383333329999,14443.9,13963.06666666,,,,
1702906375000,14353.9,14591.05,14229.5,14311.616666659998,13596.98333333,,,,
1702906380000,14381.68333333,,14303.55,14390.2,13897.966666659999,,,,
1702906385000,,,,,,,,,
1702906430000,0.0,0.0,0.0,0.0,0.0,0.0,,,
1702906435000,0.0,0.0,0.0,0.0,0.0,0.0,,,
1702906440000,60.65,74.4166666666,73.75,0.0,66.5166666667,65.05,,,
1702906445000,247.85,368.3333333333,364.3666666666,87.35,341.6,337.4333333333,,,
1702906450000,799.5166666666,958.2333333333,963.0666666666,403.4166666666,914.2833333333,903.8833333333,,,
1702906455000,1221.3833333333,1306.6833333333,1327.0833333333,1061.3,1307.7166666666,1308.1166666666,,,
1702906460000,1714.9333333332997,1836.8333333332998,1859.6666666666,1419.35,1830.0,1829.1333333332998,,,
1702906465000,2638.0,2604.2166666666,2624.25,1991.6166666666,2581.05,2579.1166666666,,,
1702906470000,3704.78333333,3548.4,3589.85,2816.9666666666,3534.9,3535.26666667,,,
1702906475000,4553.65,4508.03333333,4567.35,3820.38333333,4498.25,4464.0,,,
1702906480000,5325.95,5297.65,5327.98333333,4864.56666667,5212.2,5206.3,,,
1702906485000,6207.0,6102.96666667,5987.633333329999,5747.03333333,5895.683333329999,5896.733333329999,,,
1702906490000,7033.31666666,6941.15,7019.33333333,6659.616666670001,6912.03333333,6911.733333329999,,,
