,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737484400000,0.0
1737484405000,0.0
1737484410000,0.0
1737484415000,0.0
1737484420000,57.9333333333
1737484425000,1352.4833333333
1737484430000,3554.6
1737484435000,5884.9
1737484440000,9815.95
1737484445000,15239.716666659999
1737484450000,15239.716666659999
1737484455000,15239.716666659999
1737484460000,
1737484475000,0.0
1737484480000,105.6
1737484485000,730.4
1737484490000,2155.7333333333
1737484495000,4281.16666667
1737484500000,9582.18333333
1737484505000,10386.01666666
1737484510000,
1737484530000,0.0
1737484535000,0.0
1737484540000,33.5
1737484545000,320.3666666666
1737484550000,2020.95
1737484555000,7616.45
1737484560000,7616.45
1737484565000,7616.45
1737484570000,7616.45
1737484575000,
1737484610000,0.0
1737484615000,33.083333333333
1737484620000,827.35
1737484625000,5014.03333333
1737484630000,8565.66666666
1737484635000,14236.35
1737484640000,
