,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737484400000,1000.0
1737484405000,0.0
1737484410000,0.0
1737484415000,0.0
1737484420000,0.0
1737484425000,29.0
1737484430000,168.0
1737484435000,269.0
1737484440000,359.0
1737484445000,430.0
1737484450000,487.0
1737484455000,534.0
1737484460000,
1737484475000,1000.0
1737484480000,780.0
1737484485000,890.0
1737484490000,927.0
1737484495000,945.0
1737484500000,956.0
1737484505000,964.0
1737484510000,
1737484535000,1000.0
1737484540000,783.0
1737484545000,892.0
1737484550000,928.0
1737484555000,946.0
1737484560000,957.0
1737484565000,964.0
1737484570000,969.0
1737484575000,
1737484610000,1000.0
1737484615000,742.0
1737484620000,871.0
1737484625000,914.0
1737484630000,936.0
1737484635000,949.0
1737484640000,
