,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737499235000,0.0
1737499240000,0.0
1737499245000,0.0
1737499250000,137.5666666666
1737499255000,577.2
1737499260000,577.2
1737499265000,4901.75
1737499270000,9190.16666666
1737499275000,14459.216666659999
1737499280000,14678.83333333
1737499285000,22285.266666659998
1737499290000,22285.266666659998
1737499295000,22285.266666659998
1737499300000,27490.833333330003
1737499305000,28889.11666666
1737499310000,28751.55
1737499315000,32038.683333330002
1737499320000,35848.733333330005
1737499325000,31524.183333330002
1737499330000,33057.05
1737499335000,27788.0
1737499340000,33557.13333333
1737499345000,25950.7
1737499350000,27384.683333330002
1737499355000,34624.68333333
1737499360000,36008.35
1737499365000,35733.0
1737499370000,40193.0
1737499375000,37932.83333333
1737499380000,35303.733333330005
1737499385000,39727.28333333
1737499390000,33906.0
1737499395000,39771.68333333
1737499400000,33782.93333333
1737499405000,40081.33333333
1737499410000,38647.35
1737499415000,32524.78333333
1737499420000,27155.48333333
1737499425000,33843.38333333
1737499430000,35152.28333333
1737499435000,36365.65
1737499440000,36029.8
1737499445000,36487.05
1737499450000,36487.05
1737499455000,36770.733333330005
1737499460000,36770.733333330005
1737499465000,35435.76666666
1737499470000,36669.11666666
1737499475000,37070.5
1737499480000,
