,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737233495000,0.0
1737233500000,708.55
1737233505000,2345.2166666666
1737233510000,2345.2166666666
1737233515000,7763.75
1737233520000,9672.33333333
1737233525000,23698.683333330002
1737233530000,24080.86666666
1737233535000,24080.86666666
1737233540000,24080.86666666
1737233545000,34716.61666666
1737233550000,35806.18333333
1737233555000,35806.18333333
1737233560000,35138.983333330005
1737233565000,39724.95
1737233570000,39724.95
1737233575000,40216.75
1737233580000,38308.16666666
1737233585000,25437.083333330003
1737233590000,29966.316666659997
1737233595000,29966.316666659997
1737233600000,30567.45
1737233605000,19931.7
1737233610000,24120.98333333
1737233615000,24873.133333330003
1737233620000,29726.6
1737233625000,23503.96666666
1737233630000,29331.05
1737233635000,23420.71666666
1737233640000,28910.0
1737233645000,27754.73333333
1737233650000,28612.566666659997
1737233655000,28612.566666659997
1737233660000,29379.633333330003
1737233665000,37546.233333330005
1737233670000,37812.8
1737233675000,37060.65
1737233680000,37678.18333333
1737233685000,38168.38333333
1737233690000,33654.8
1737233695000,37747.31666666
1737233700000,32563.15
1737233705000,38580.55
1737233710000,32811.3
1737233715000,38395.86666666
1737233720000,37027.66666666
1737233725000,30208.333333330003
1737233730000,27709.6
1737233735000,
