,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2,Timestamps_Watermarks____Map,TumblingEventTimeWindows____Timestamps_Watermarks,Sink:_Sink,Source:_Source1,Source:_Source2
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timestamp,,,,,,,,,,,,,,,
1737499890000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499895000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1672.0,3631000.0,763.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,299000.0,651.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499905000,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,256000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499910000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.0,876000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499915000,1.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,16.0,256000.0,1682.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499920000,9.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,9.0,118692000.0,5565.0,1061.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499925000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,12.0,6.0,1004.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499930000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,104121000.0,19.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499935000,9.0,20.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,47538000.0,51.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499940000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,31716000.0,43.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499945000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2835000.0,43.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499950000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,60.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499955000,1.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,9.0,3.0,450.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499960000,9.0,19.0,1.0,0.0,0.0,9.0,1.0,0.0,9.0,9.0,2304000.0,91.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499965000,9.0,19.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,71.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499970000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,112.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499975000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,112.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499980000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,3654000.0,82.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499985000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,82.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499990000,10.0,19.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,1.0,316.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737499995000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,78.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737500000000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2304000.0,78.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
1737500005000,9.0,19.0,1.0,0.0,0.0,10.0,1.0,0.0,9.0,9.0,2808000.0,111.0,0.0,-9.223372036854775e+18,-9.223372036854775e+18
