,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
,Source:_Source2
,0
Timestamp,
1737116045000,-9.223372036854776e+18
1737116050000,-9.223372036854776e+18
1737116055000,-9.223372036854776e+18
1737116060000,-9.223372036854776e+18
1737116065000,-9.223372036854776e+18
1737116070000,-9.223372036854776e+18
1737116075000,-9.223372036854776e+18
1737116080000,-9.223372036854776e+18
1737116085000,-9.223372036854776e+18
1737116090000,-9.223372036854776e+18
1737116095000,-9.223372036854776e+18
1737116100000,-9.223372036854776e+18
1737116105000,-9.223372036854775e+18
1737116110000,-9.223372036854775e+18
1737116115000,-9.223372036854775e+18
1737116120000,-9.223372036854775e+18
1737116125000,-9.223372036854775e+18
1737116130000,-9.223372036854775e+18
1737116135000,-9.223372036854775e+18
1737116140000,-9.223372036854775e+18
1737116145000,-9.223372036854775e+18
1737116150000,-9.223372036854775e+18
1737116155000,-9.223372036854775e+18
1737116160000,-9.223372036854775e+18
1737116165000,-9.223372036854775e+18
1737116170000,-9.223372036854775e+18
1737116175000,-9.223372036854775e+18
1737116180000,-9.223372036854775e+18
1737116185000,-9.223372036854775e+18
1737116190000,-9.223372036854775e+18
1737116195000,-9.223372036854775e+18
1737116200000,-9.223372036854775e+18
1737116205000,-9.223372036854775e+18
1737116210000,-9.223372036854775e+18
1737116215000,-9.223372036854775e+18
1737116220000,-9.223372036854775e+18
1737116225000,-9.223372036854775e+18
1737116230000,-9.223372036854775e+18
1737116235000,-9.223372036854775e+18
1737116240000,-9.223372036854775e+18
1737116245000,-9.223372036854775e+18
1737116250000,-9.223372036854775e+18
1737116255000,-9.223372036854775e+18
1737116260000,-9.223372036854775e+18
1737116265000,-9.223372036854775e+18
1737116270000,-9.223372036854775e+18
1737116275000,-9.223372036854775e+18
1737116280000,-9.223372036854775e+18
1737116285000,
1737116310000,-9.223372036854775e+18
1737116315000,-9.223372036854775e+18
1737116320000,-9.223372036854775e+18
1737116325000,-9.223372036854775e+18
1737116330000,-9.223372036854775e+18
1737116335000,-9.223372036854775e+18
1737116340000,-9.223372036854775e+18
1737116345000,-9.223372036854775e+18
1737116350000,-9.223372036854775e+18
1737116355000,-9.223372036854775e+18
1737116360000,-9.223372036854775e+18
1737116365000,-9.223372036854775e+18
1737116370000,-9.223372036854775e+18
1737116375000,-9.223372036854775e+18
1737116380000,-9.223372036854775e+18
