Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 2)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 3)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 4)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 5)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 6)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 7)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 8)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 9)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'Map', 10)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 3)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 4)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 5)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 6)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 7)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 8)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 9)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'Map', 10)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 0)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
1005,22373.68333333,22347.33333333,22353.18333333,,,,,,,,,987.0,1000.0,978.0,,,,,,,,,806.0,1381.0,429.0,3
1010,22360.38333333,22375.4,22359.45,,,,,,,,,987.0,1000.0,979.0,,,,,,,,,804.0,1381.0,343.0,3
1015,22377.96666666,22419.4,22371.7,,,,,,,,,987.0,1000.0,980.0,,,,,,,,,801.0,1381.0,428.0,3
1020,22427.566666659997,22429.91666666,22400.36666666,,,,,,,,,987.0,1000.0,982.0,,,,,,,,,800.0,1381.0,428.0,3
1025,22446.4,22445.9,22439.766666659998,,,,,,,,,987.0,1000.0,984.0,,,,,,,,,804.0,1381.0,547.0,3
1030,22464.71666666,22467.733333329998,22458.8,,,,,,,,,989.0,1000.0,985.0,,,,,,,,,805.0,1381.0,477.0,3
1035,22483.316666659997,22498.3,22476.66666666,,,,,,,,,988.0,1000.0,987.0,,,,,,,,,810.0,1381.0,484.0,3
1040,22531.483333329998,22536.46666666,22508.38333333,,,,,,,,,990.0,1000.0,989.0,,,,,,,,,814.0,1381.0,490.0,3
1045,22513.93333333,22554.6,22576.11666666,,,,,,,,,989.0,1000.0,990.0,,,,,,,,,810.0,1381.0,461.0,3
1050,22583.1,22578.5,22624.733333329998,,,,,,,,,990.0,1000.0,988.0,,,,,,,,,807.0,1381.0,581.0,3
1055,22633.53333333,22631.86666666,22631.96666666,,,,,,,,,988.0,1000.0,985.0,,,,,,,,,805.0,1381.0,482.0,3
1060,22694.58333333,22671.066666659997,22656.85,,,,,,,,,988.0,1000.0,986.0,,,,,,,,,807.0,1381.0,459.0,3
1065,22721.566666659997,22669.11666666,22702.71666666,,,,,,,,,987.0,1000.0,986.0,,,,,,,,,805.0,1381.0,502.0,3
1070,22698.66666666,22635.38333333,22648.15,,,,,,,,,983.0,1000.0,983.0,,,,,,,,,803.0,1381.0,503.0,3
1075,22671.1,22605.43333333,22620.11666666,,,,,,,,,981.0,1000.0,982.0,,,,,,,,,803.0,1381.0,471.0,3
1080,22633.03333333,22627.71666666,22635.28333333,,,,,,,,,980.0,1000.0,983.0,,,,,,,,,803.0,1381.0,401.0,3
1085,22591.41666666,22660.266666659998,22596.78333333,,,,,,,,,980.0,1000.0,983.0,,,,,,,,,798.0,1381.0,399.0,3
1090,,,,,,,,,,,,,,,,,,,,,,,,,,0
1120,0.0,0.0,0.0,0.0,,,,,,,,,1000.0,1000.0,1000.0,,,,,,,,0.0,-1.0,-1.0,4
1125,0.0,0.0,0.0,0.0,,,,,,,,1000.0,1000.0,1000.0,1000.0,,,,,,,,0.0,1381.0,531.0,4
1130,1216.2666666666,1345.5666666666,1287.0333333333,1256.7,,,,,,,,732.0,517.0,429.0,473.0,,,,,,,,566.0,1381.0,406.0,4
1135,2932.4166666665997,3132.0333333332997,3015.1333333333,2968.5166666665996,,,,,,,,866.0,739.0,639.0,737.0,,,,,,,,657.0,1381.0,321.0,4
1140,4650.28333333,4794.96666667,4691.95,4678.15,,,,,,,,911.0,787.0,705.0,825.0,,,,,,,,677.0,1381.0,346.0,4
1145,6359.983333329999,6543.316666670001,6432.66666667,6379.983333329999,,,,,,,,933.0,826.0,746.0,869.0,,,,,,,,681.0,1381.0,434.0,4
1150,8072.36666666,8236.66666666,8143.78333333,8061.483333329999,,,,,,,,947.0,845.0,765.0,895.0,,,,,,,,685.0,1381.0,524.0,4
1155,9804.96666666,9986.3,9878.58333333,9775.46666666,,,,,,,,955.0,860.0,781.0,912.0,,,,,,,,697.0,1381.0,408.0,4
1160,11466.9,11595.66666666,11521.133333329999,11481.71666666,,,,,,,,959.0,860.0,786.0,925.0,,,,,,,,702.0,1381.0,494.0,4
1165,13215.966666659999,13338.95,13217.75,13185.25,,,,,,,,964.0,867.0,791.0,935.0,,,,,,,,708.0,1381.0,487.0,4
1170,14925.1,15066.06666666,14986.8,14906.766666659998,,,,,,,,968.0,874.0,799.0,942.0,,,,,,,,711.0,1381.0,509.0,4
1175,16640.233333329998,16827.83333333,16705.08333333,16604.733333329998,,,,,,,,971.0,879.0,806.0,948.0,,,,,,,,715.0,1381.0,542.0,4
1180,18370.21666666,18412.766666659998,18409.36666666,18302.8,,,,,,,,971.0,877.0,810.0,953.0,,,,,,,,721.0,1381.0,587.0,4
1185,20027.733333329998,20162.65,20034.68333333,20004.6,,,,,,,,969.0,880.0,810.0,957.0,,,,,,,,723.0,1381.0,506.0,4
1190,20550.86666666,20565.85,20545.41666666,20479.05,,,,,,,,991.0,914.0,847.0,1000.0,,,,,,,,738.0,1381.0,506.0,4
1195,20564.03333333,20557.7,20545.266666659998,20483.93333333,,,,,,,,990.0,911.0,849.0,1000.0,,,,,,,,737.0,1381.0,479.0,4
1200,20577.266666659998,20519.61666666,20587.15,20525.03333333,,,,,,,,988.0,910.0,850.0,1000.0,,,,,,,,739.0,1381.0,542.0,4
1205,20586.83333333,20506.71666666,20520.43333333,20543.66666666,,,,,,,,987.0,909.0,844.0,1000.0,,,,,,,,748.0,1381.0,447.0,4
1210,20605.016666659998,20575.55,20612.38333333,20607.28333333,,,,,,,,987.0,914.0,848.0,1000.0,,,,,,,,750.0,1381.0,411.0,4
1215,20618.233333329998,20623.816666659997,20621.233333329998,20638.91666666,,,,,,,,988.0,917.0,846.0,1000.0,,,,,,,,749.0,1381.0,456.0,4
1220,20713.15,20652.41666666,20700.63333333,20654.88333333,,,,,,,,989.0,919.0,848.0,1000.0,,,,,,,,754.0,1381.0,484.0,4
1225,20694.6,20695.4,20697.11666666,20695.88333333,,,,,,,,988.0,920.0,848.0,1000.0,,,,,,,,753.0,1381.0,494.0,4
1230,20715.066666659997,20741.53333333,20716.65,20709.3,,,,,,,,987.0,920.0,848.0,1000.0,,,,,,,,756.0,1381.0,494.0,4
1235,20668.93333333,20664.7,20680.3,20736.93333333,,,,,,,,987.0,917.0,843.0,1000.0,,,,,,,,758.0,1381.0,337.0,4
1240,20665.0,20768.21666666,20676.08333333,20778.46666666,,,,,,,,989.0,918.0,842.0,1000.0,,,,,,,,757.0,1381.0,447.0,4
1245,20782.88333333,20800.483333329998,20802.53333333,20807.38333333,,,,,,,,993.0,919.0,846.0,1000.0,,,,,,,,762.0,1381.0,556.0,4
1250,20779.45,20779.3,20778.95,20782.93333333,,,,,,,,993.0,919.0,846.0,1000.0,,,,,,,,760.0,1381.0,511.0,4
1255,20794.11666666,20769.21666666,20806.08333333,20802.483333329998,,,,,,,,993.0,919.0,844.0,1000.0,,,,,,,,762.0,1381.0,524.0,4
1260,20838.0,20798.316666659997,20825.65,20797.08333333,,,,,,,,993.0,921.0,844.0,1000.0,,,,,,,,764.0,1381.0,586.0,4
1265,20804.96666666,20812.61666666,20794.58333333,20799.91666666,,,,,,,,990.0,923.0,844.0,1000.0,,,,,,,,760.0,1381.0,551.0,4
1270,20834.61666666,20808.1,20803.516666659998,20792.93333333,,,,,,,,988.0,918.0,844.0,1000.0,,,,,,,,763.0,1381.0,612.0,4
1275,20813.316666659997,20786.86666666,20791.96666666,20781.53333333,,,,,,,,984.0,916.0,843.0,1000.0,,,,,,,,763.0,1381.0,528.0,4
1280,20815.13333333,20804.13333333,20818.61666666,20805.516666659998,,,,,,,,983.0,917.0,847.0,1000.0,,,,,,,,761.0,1381.0,486.0,4
1285,20801.71666666,20814.18333333,20794.65,20811.38333333,,,,,,,,982.0,918.0,846.0,1000.0,,,,,,,,761.0,1381.0,523.0,4
1290,20841.7,20795.6,20812.983333329998,20824.516666659998,,,,,,,,982.0,917.0,848.0,1000.0,,,,,,,,764.0,1381.0,609.0,4
1295,20901.93333333,20867.11666666,20882.1,20826.0,,,,,,,,979.0,923.0,853.0,1000.0,,,,,,,,761.0,1381.0,539.0,4
1300,20912.63333333,20824.66666666,20901.85,20814.38333333,,,,,,,,978.0,921.0,854.0,1000.0,,,,,,,,763.0,1381.0,584.0,4
1305,20836.58333333,20806.95,20794.03333333,20803.25,,,,,,,,974.0,920.0,850.0,1000.0,,,,,,,,756.0,1381.0,602.0,4
1310,20815.58333333,20800.96666666,20782.316666659997,20801.68333333,,,,,,,,973.0,919.0,850.0,1000.0,,,,,,,,761.0,1381.0,584.0,4
1315,20818.15,20801.0,20786.18333333,20777.65,,,,,,,,971.0,918.0,853.0,1000.0,,,,,,,,761.0,1381.0,470.0,4
1320,20722.38333333,20782.53333333,20742.61666666,20782.85,,,,,,,,968.0,918.0,851.0,1000.0,,,,,,,,760.0,1381.0,364.0,4
1325,20707.61666666,20767.1,20769.2,20791.016666659998,,,,,,,,973.0,915.0,852.0,1000.0,,,,,,,,756.0,1381.0,354.0,4
1330,20723.96666666,20813.03333333,20739.08333333,20810.983333329998,,,,,,,,975.0,916.0,851.0,1000.0,,,,,,,,753.0,1381.0,408.0,4
1335,20800.4,20813.5,20807.35,20828.1,,,,,,,,979.0,916.0,854.0,1000.0,,,,,,,,751.0,1381.0,533.0,4
1340,20813.4,20816.58333333,20819.483333329998,20814.96666666,,,,,,,,980.0,915.0,853.0,1000.0,,,,,,,,751.0,1381.0,483.0,4
1345,20817.233333329998,20817.1,20828.93333333,20823.45,,,,,,,,980.0,915.0,853.0,1000.0,,,,,,,,752.0,1381.0,470.0,4
1350,20805.53333333,20867.11666666,20835.88333333,20831.63333333,,,,,,,,981.0,915.0,853.0,1000.0,,,,,,,,749.0,1381.0,479.0,4
1355,20805.566666659997,20844.28333333,20812.733333329998,20846.08333333,,,,,,,,984.0,912.0,850.0,1000.0,,,,,,,,754.0,1381.0,417.0,4
1360,20821.766666659998,20875.43333333,20828.6,20870.16666666,,,,,,,,985.0,913.0,851.0,1000.0,,,,,,,,753.0,1381.0,415.0,4
1365,20871.233333329998,20884.7,20907.36666666,20896.316666659997,,,,,,,,990.0,912.0,853.0,1000.0,,,,,,,,756.0,1381.0,445.0,4
1370,20903.25,20953.61666666,20934.516666659998,20943.6,,,,,,,,991.0,916.0,854.0,1000.0,,,,,,,,751.0,1381.0,460.0,4
1375,20904.78333333,20902.9,20917.9,20981.8,,,,,,,,994.0,915.0,851.0,1000.0,,,,,,,,750.0,1381.0,437.0,4
1380,21006.983333329998,20975.38333333,21004.316666659997,20978.46666666,,,,,,,,998.0,917.0,855.0,1000.0,,,,,,,,749.0,1381.0,540.0,4
1385,21061.28333333,21017.61666666,21012.8,20986.05,,,,,,,,996.0,918.0,854.0,1000.0,,,,,,,,751.0,1381.0,482.0,4
1390,21061.3,21000.66666666,21040.53333333,20992.43333333,,,,,,,,995.0,919.0,857.0,1000.0,,,,,,,,752.0,1381.0,544.0,4
1395,21029.15,21011.15,21028.03333333,21004.66666666,,,,,,,,994.0,918.0,858.0,1000.0,,,,,,,,756.0,1381.0,549.0,4
1400,21013.58333333,21028.4,21014.78333333,21027.95,,,,,,,,993.0,919.0,857.0,1000.0,,,,,,,,759.0,1381.0,501.0,4
1405,21014.1,21013.36666666,21001.33333333,21005.36666666,,,,,,,,993.0,917.0,857.0,1000.0,,,,,,,,759.0,1381.0,513.0,4
1410,21007.78333333,20992.45,21001.816666659997,20991.71666666,,,,,,,,993.0,917.0,859.0,1000.0,,,,,,,,760.0,1381.0,546.0,4
1415,20948.71666666,20957.9,20954.7,20977.25,,,,,,,,992.0,914.0,857.0,1000.0,,,,,,,,760.0,1381.0,349.0,4
1420,20923.1,20959.75,20934.83333333,20954.8,,,,,,,,992.0,914.0,856.0,1000.0,,,,,,,,762.0,1381.0,525.0,4
1425,20969.13333333,,,,,,,,,,,992.0,,,,,,,,,,,758.0,,,1
1430,,,,,,,,,,,,,,,,,,,,,,,,,,0
1455,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,-1.0,-1.0,3
1460,0.0,0.0,0.0,0.0,0.0,,,,,,,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,0.0,1381.0,427.0,5
1465,1160.8833333333,0.0,1255.7833333333,1184.9166666666,1125.3166666666,,,,,,,751.0,1000.0,539.0,414.0,511.0,,,,,,,419.0,1381.0,354.0,5
1470,2992.4333333332997,1285.95,3055.5333333332997,2951.3666666665995,2917.6,,,,,,,876.0,453.0,770.0,707.0,756.0,,,,,,,539.0,1381.0,393.0,5
1475,4720.65,3125.75,4784.05,4649.25,4686.83333333,,,,,,,917.0,712.0,839.0,806.0,838.0,,,,,,,571.0,1381.0,510.0,5
1480,6481.66666667,4784.05,6511.933333329999,6395.03333333,6422.33333333,,,,,,,933.0,774.0,865.0,854.0,864.0,,,,,,,580.0,1381.0,589.0,5
1485,8258.4,6542.21666667,8244.25,8137.41666666,8162.96666666,,,,,,,941.0,813.0,886.0,883.0,885.0,,,,,,,590.0,1381.0,562.0,5
1490,9924.633333329999,8288.15,9964.133333329999,9856.48333333,9909.3,,,,,,,944.0,839.0,901.0,903.0,900.0,,,,,,,598.0,1381.0,443.0,5
1495,11703.16666666,10031.66666666,11725.7,11582.7,11692.56666666,,,,,,,952.0,858.0,915.0,917.0,910.0,,,,,,,609.0,1381.0,585.0,5
1500,13455.06666666,11743.15,13510.75,13448.48333333,13392.7,,,,,,,955.0,866.0,923.0,927.0,915.0,,,,,,,613.0,1381.0,341.0,5
1505,15241.06666666,13569.5,15310.16666666,15285.15,15219.883333329999,,,,,,,961.0,876.0,930.0,933.0,922.0,,,,,,,618.0,1381.0,349.0,5
1510,17088.85,15378.15,17198.93333333,17152.91666666,17038.4,,,,,,,965.0,883.0,937.0,938.0,931.0,,,,,,,620.0,1381.0,361.0,5
1515,18931.85,17228.38333333,19003.03333333,18975.53333333,18863.63333333,,,,,,,968.0,893.0,940.0,940.0,937.0,,,,,,,622.0,1381.0,339.0,5
1520,20760.7,19030.38333333,20822.21666666,20773.68333333,20670.483333329998,,,,,,,971.0,899.0,943.0,941.0,942.0,,,,,,,626.0,1381.0,335.0,5
1525,21425.91666666,20861.46666666,21373.65,21445.83333333,21403.3,,,,,,,991.0,906.0,982.0,989.0,983.0,,,,,,,642.0,1381.0,392.0,5
1530,21494.88333333,21421.66666666,21429.266666659998,21487.96666666,21426.53333333,,,,,,,991.0,952.0,982.0,987.0,983.0,,,,,,,642.0,1381.0,528.0,5
1535,21571.0,21419.066666659997,21546.316666659997,21609.7,21452.0,,,,,,,989.0,951.0,983.0,986.0,983.0,,,,,,,638.0,1381.0,556.0,5
1540,21597.316666659997,21546.33333333,21570.5,21651.18333333,21546.28333333,,,,,,,989.0,956.0,986.0,984.0,988.0,,,,,,,641.0,1381.0,527.0,5
1545,21613.96666666,21617.483333329998,21631.0,21726.65,21614.733333329998,,,,,,,990.0,956.0,989.0,983.0,991.0,,,,,,,646.0,1381.0,404.0,5
1550,21709.1,21711.91666666,21672.38333333,21774.83333333,21657.16666666,,,,,,,993.0,957.0,990.0,983.0,993.0,,,,,,,647.0,1381.0,389.0,5
1555,21716.6,21744.36666666,21700.33333333,21867.066666659997,21681.11666666,,,,,,,993.0,954.0,991.0,981.0,995.0,,,,,,,646.0,1381.0,388.0,5
1560,21814.0,21759.85,21733.15,21792.3,21806.65,,,,,,,995.0,954.0,992.0,979.0,1000.0,,,,,,,646.0,1381.0,442.0,5
1565,21859.16666666,21763.483333329998,21758.066666659997,21781.66666666,21796.9,,,,,,,995.0,957.0,994.0,981.0,1000.0,,,,,,,642.0,1381.0,487.0,5
1570,21874.233333329998,21789.21666666,21714.1,21753.11666666,21810.266666659998,,,,,,,994.0,960.0,994.0,983.0,1000.0,,,,,,,636.0,1381.0,506.0,5
1575,21854.45,21789.53333333,21759.016666659998,21789.5,21810.46666666,,,,,,,993.0,960.0,996.0,985.0,1000.0,,,,,,,640.0,1381.0,446.0,5
1580,21835.96666666,21804.733333329998,21783.566666659997,21809.483333329998,21809.016666659998,,,,,,,992.0,962.0,998.0,986.0,1000.0,,,,,,,634.0,1381.0,540.0,5
1585,21838.68333333,21806.21666666,21823.766666659998,21782.61666666,21769.03333333,,,,,,,990.0,961.0,998.0,985.0,1000.0,,,,,,,642.0,1381.0,531.0,5
1590,21798.5,21784.15,21782.4,21819.983333329998,21786.016666659998,,,,,,,988.0,959.0,997.0,985.0,1000.0,,,,,,,641.0,1381.0,516.0,5
1595,21803.78333333,21803.28333333,21712.45,21825.766666659998,21785.86666666,,,,,,,988.0,958.0,997.0,984.0,1000.0,,,,,,,648.0,1381.0,528.0,5
1600,21795.38333333,21776.35,21782.0,21796.233333329998,21781.5,,,,,,,987.0,955.0,1000.0,981.0,1000.0,,,,,,,650.0,1381.0,461.0,5
1605,21836.0,21776.733333329998,21800.8,21829.78333333,21803.53333333,,,,,,,989.0,954.0,1000.0,980.0,1000.0,,,,,,,648.0,1381.0,479.0,5
1610,21867.58333333,21790.316666659997,21866.66666666,21885.65,21827.016666659998,,,,,,,989.0,956.0,1000.0,979.0,1000.0,,,,,,,638.0,1381.0,356.0,5
1615,21806.566666659997,21842.83333333,21838.4,21766.766666659998,21818.066666659997,,,,,,,989.0,958.0,997.0,971.0,1000.0,,,,,,,584.0,1381.0,169.0,5
1620,21651.233333329998,21784.066666659997,21693.233333329998,21649.08333333,21657.41666666,,,,,,,986.0,957.0,991.0,965.0,991.0,,,,,,,531.0,1381.0,173.0,5
1625,21410.63333333,21630.38333333,21466.3,21434.03333333,21478.11666666,,,,,,,979.0,950.0,981.0,955.0,982.0,,,,,,,480.0,1381.0,142.0,5
1630,21285.516666659998,21392.05,21354.88333333,21315.1,21341.816666659997,,,,,,,977.0,938.0,978.0,950.0,976.0,,,,,,,433.0,1381.0,103.0,5
1635,21122.15,21276.46666666,21161.71666666,21111.88333333,21169.28333333,,,,,,,970.0,935.0,972.0,941.0,969.0,,,,,,,375.0,1381.0,103.0,5
1640,20986.65,21118.7,20995.1,20967.0,21035.93333333,,,,,,,966.0,927.0,966.0,935.0,963.0,,,,,,,326.0,1381.0,92.0,5
1645,20827.983333329998,20960.41666666,20813.1,20807.46666666,20886.65,,,,,,,961.0,918.0,959.0,929.0,955.0,,,,,,,266.0,1381.0,106.0,5
1650,20629.516666659998,20800.733333329998,20658.6,20624.68333333,20715.3,,,,,,,955.0,908.0,953.0,922.0,948.0,,,,,,,212.0,1381.0,128.0,5
1655,20490.733333329998,20601.36666666,20560.18333333,20465.38333333,20595.25,,,,,,,950.0,902.0,949.0,919.0,943.0,,,,,,,156.0,1381.0,83.0,5
1660,20380.45,20523.38333333,20407.46666666,20384.1,20444.66666666,,,,,,,948.0,904.0,943.0,916.0,937.0,,,,,,,101.0,1381.0,78.0,5
1665,20209.9,20355.816666659997,20264.45,20199.1,20278.35,,,,,,,945.0,901.0,936.0,909.0,929.0,,,,,,,45.0,1381.0,87.0,5
1670,20084.266666659998,20175.71666666,20103.25,20041.11666666,20124.58333333,,,,,,,941.0,892.0,931.0,904.0,921.0,,,,,,,1.0,1381.0,121.0,5
1675,20027.6,20010.66666666,20005.516666659998,20005.3,19996.13333333,,,,,,,940.0,888.0,929.0,904.0,913.0,,,,,,,0.0,1381.0,82.0,5
1680,20001.46666666,20008.91666666,20005.96666666,20004.016666659998,20000.33333333,,,,,,,937.0,889.0,930.0,905.0,913.0,,,,,,,0.0,1381.0,90.0,5
1685,20056.28333333,20002.13333333,20074.516666659998,20057.766666659998,20026.45,,,,,,,940.0,888.0,934.0,907.0,915.0,,,,,,,0.0,1381.0,99.0,5
1690,20005.7,20069.28333333,20006.91666666,20000.016666659998,19999.983333329998,,,,,,,939.0,894.0,930.0,904.0,913.0,,,,,,,0.0,1381.0,76.0,5
1695,19992.78333333,20004.566666659997,20002.66666666,20006.15,20008.7,,,,,,,945.0,889.0,929.0,904.0,914.0,,,,,,,0.0,1381.0,154.0,5
1700,20001.55,19999.55,20001.93333333,20001.05,20001.016666659998,,,,,,,947.0,889.0,928.0,905.0,913.0,,,,,,,0.0,1381.0,95.0,5
1705,19998.5,20000.2,20004.5,19993.16666666,20002.3,,,,,,,948.0,889.0,927.0,905.0,912.0,,,,,,,0.0,1381.0,94.0,5
1710,20002.733333329998,19996.63333333,20013.46666666,20007.66666666,20016.33333333,,,,,,,949.0,889.0,926.0,905.0,912.0,,,,,,,0.0,1381.0,99.0,5
1715,19998.95,20015.83333333,20005.16666666,20006.45,20002.05,,,,,,,951.0,886.0,926.0,901.0,911.0,,,,,,,0.0,1381.0,85.0,5
1720,19987.43333333,20002.46666666,20005.566666659997,20001.28333333,19995.55,,,,,,,953.0,882.0,925.0,901.0,910.0,,,,,,,0.0,1381.0,88.0,5
1725,20004.35,20002.91666666,20000.13333333,20001.05,20000.53333333,,,,,,,955.0,882.0,925.0,901.0,910.0,,,,,,,0.0,1381.0,108.0,5
1730,20004.96666666,19997.483333329998,20002.266666659998,20002.766666659998,20009.83333333,,,,,,,953.0,884.0,925.0,902.0,910.0,,,,,,,0.0,1381.0,75.0,5
1735,19984.816666659997,20003.61666666,20007.1,20001.91666666,20004.03333333,,,,,,,954.0,883.0,922.0,902.0,911.0,,,,,,,0.0,1381.0,115.0,5
1740,19997.766666659998,20004.68333333,20001.63333333,20000.316666659997,20005.33333333,,,,,,,958.0,879.0,921.0,903.0,911.0,,,,,,,0.0,1381.0,154.0,5
1745,20002.266666659998,20000.68333333,20001.7,20002.36666666,20007.08333333,,,,,,,962.0,880.0,918.0,902.0,910.0,,,,,,,0.0,1381.0,92.0,5
1750,20000.21666666,20003.55,20004.11666666,20004.41666666,20000.91666666,,,,,,,964.0,876.0,918.0,903.0,908.0,,,,,,,0.0,1381.0,84.0,5
1755,20001.88333333,19999.983333329998,20012.41666666,20009.08333333,20009.16666666,,,,,,,966.0,875.0,919.0,903.0,905.0,,,,,,,0.0,1381.0,128.0,5
1760,19988.15,20008.91666666,20008.18333333,20009.483333329998,20008.0,,,,,,,969.0,875.0,919.0,902.0,905.0,,,,,,,0.0,1381.0,273.0,5
1765,,,0.0,,0.0,,,,,,,,1000.0,1000.0,1000.0,,,,,,,,,1381.0,244.0,2
1770,0.0,0.0,0.0,0.0,0.0,,,,,,,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,,0.0,1381.0,358.0,5
1775,0.0,2625.1333333333,2556.95,2627.55,2593.85,,,,,,,1000.0,572.0,504.0,497.0,521.0,,,,,,,0.0,1381.0,344.0,5
1780,2559.4666666666,0.0,0.0,,,,,,,,,744.0,,1000.0,,,,,,,,,924.0,1381.0,396.0,3
1785,0.0,,0.0,0.0,0.0,,,,,,,,,1000.0,1000.0,1000.0,,,,,,,,,,4
1790,,,,,,,,,,,,,,,,,,,,,,,,,,0
1815,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,-1.0,-1.0,5
1820,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,0.0,1381.0,60.0,6
1825,1068.4833333333,1112.15,1135.3666666666,1151.3333333333,1148.7666666666,1162.6666666666,,,,,,685.0,480.0,539.0,467.0,458.0,503.0,,,,,,190.0,1381.0,357.0,6
1830,2786.3,2809.6666666666,2747.9666666666,2851.3,2863.2333333333,2871.85,,,,,,808.0,707.0,770.0,695.0,672.0,712.0,,,,,,367.0,1381.0,731.0,6
1835,4471.81666667,4446.46666667,4333.4,4489.05,4491.43333333,4507.75,,,,,,831.0,771.0,847.0,762.0,733.0,773.0,,,,,,434.0,1381.0,816.0,6
1840,6139.3,6107.1,5958.383333329999,6191.316666670001,6179.7,6183.433333329999,,,,,,845.0,802.0,886.0,794.0,771.0,801.0,,,,,,491.0,1381.0,798.0,6
1845,7725.08333333,7725.1,7583.733333329999,7725.08333333,7725.08333333,7725.08333333,,,,,,852.0,816.0,908.0,793.0,779.0,808.0,,,,,,518.0,1381.0,743.0,6
1850,9259.9,9274.6,9220.15,9331.21666666,9315.36666666,9313.033333329999,,,,,,849.0,823.0,924.0,801.0,792.0,816.0,,,,,,535.0,1381.0,777.0,6
1855,10966.51666666,10965.033333329999,10849.73333333,11027.08333333,11020.5,11013.383333329999,,,,,,861.0,835.0,935.0,813.0,805.0,831.0,,,,,,548.0,1381.0,785.0,6
1860,12613.91666666,12666.93333333,12528.98333333,12714.033333329999,12714.75,12728.18333333,,,,,,866.0,843.0,943.0,822.0,814.0,840.0,,,,,,562.0,1381.0,634.0,6
1865,14352.516666659998,14352.516666659998,14225.4,14352.516666659998,14352.516666659998,14352.516666659998,,,,,,873.0,850.0,949.0,826.0,821.0,844.0,,,,,,569.0,1381.0,699.0,6
1870,15957.4,15954.16666666,15897.15,16000.68333333,15988.15,16004.5,,,,,,871.0,848.0,954.0,826.0,825.0,846.0,,,,,,582.0,1381.0,716.0,6
1875,17649.516666659998,17686.4,17577.03333333,17680.8,17700.25,17728.93333333,,,,,,877.0,853.0,959.0,833.0,832.0,853.0,,,,,,580.0,1381.0,622.0,6
1880,19421.65,19391.733333329998,19281.21666666,19423.21666666,19452.41666666,19470.45,,,,,,882.0,860.0,962.0,843.0,841.0,859.0,,,,,,582.0,1381.0,700.0,6
1885,20050.43333333,20006.78333333,19859.066666659997,19933.9,19970.15,19956.25,,,,,,901.0,897.0,1000.0,884.0,875.0,892.0,,,,,,620.0,1381.0,688.0,6
1890,19891.516666659998,19883.36666666,19869.483333329998,19876.75,19867.53333333,19872.5,,,,,,889.0,887.0,1000.0,881.0,871.0,886.0,,,,,,631.0,1381.0,725.0,6
1895,19883.066666659997,19873.2,19908.0,19872.15,19900.93333333,19883.11666666,,,,,,891.0,889.0,1000.0,884.0,875.0,888.0,,,,,,636.0,1381.0,762.0,6
1900,19892.53333333,19933.2,19908.18333333,19810.15,19882.53333333,19916.15,,,,,,890.0,890.0,1000.0,887.0,874.0,889.0,,,,,,631.0,1381.0,693.0,6
1905,19964.46666666,19964.46666666,19971.21666666,19964.46666666,19964.46666666,19964.46666666,,,,,,891.0,890.0,1000.0,898.0,877.0,888.0,,,,,,625.0,1381.0,722.0,6
1910,20011.35,20001.63333333,20021.43333333,19983.816666659997,20010.766666659998,20004.566666659997,,,,,,893.0,890.0,1000.0,902.0,877.0,890.0,,,,,,627.0,1381.0,743.0,6
