Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,22354.354824558857,991.6389192244519,
2,41726.90189872805,1393.7712101241525,53952.0
3,55147.75416665712,1984.6803691984846,69918.0
4,69053.11686990666,2845.37200546764,89791.0
5,86049.73974357556,3077.420873023575,92091.0
6,91723.07258770148,3245.9834045985885,118587.0
7,91334.0756578741,3178.672863678422,128571.0
8,112564.56802718615,2973.3449244201674,126333.0
