,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks
,0
Timestamp,
1737229925000,0.0
1737229930000,607.4833333333
1737229935000,2223.95
1737229940000,2223.95
1737229945000,7448.58333333
1737229950000,10766.75
1737229955000,17933.08333333
1737229960000,20474.5
1737229965000,22607.41666666
1737229970000,22607.41666666
1737229975000,33145.06666666
1737229980000,35221.11666666
1737229985000,35221.11666666
1737229990000,37000.33333333
1737229995000,41708.43333333
1737230000000,41708.43333333
1737230005000,41662.51666666
1737230010000,39063.01666666
1737230015000,32211.883333330003
1737230020000,35251.43333333
1737230025000,33118.51666666
1737230030000,34808.51666666
1737230035000,24270.86666666
1737230040000,28263.03333333
1737230045000,34736.983333330005
1737230050000,40333.05
1737230055000,36527.85
1737230060000,39117.08333333
1737230065000,36998.2
1737230070000,37704.18333333
1737230075000,42185.18333333
1737230080000,36604.216666659995
1737230085000,42484.75
1737230090000,40794.75
1737230095000,41761.26666666
1737230100000,35693.05
1737230105000,33814.16666666
1737230110000,31772.4
1737230115000,35130.51666666
1737230120000,38125.716666659995
1737230125000,40840.983333330005
1737230130000,39416.33333333
1737230135000,38031.63333333
1737230140000,41084.13333333
1737230145000,35203.6
1737230150000,40430.93333333
1737230155000,39464.41666666
1737230160000,45476.05
1737230165000,
