Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,22731.49537036778,671.9597848910672,22731.496296293888,671.9577209010951,
2,1,39745.097619045235,9190.227356911326,41525.02857142572,1558.8726159390758,47000.0
3,1,63729.181666663,1937.1331404424795,62237.865833329,4734.278934051224,65236.0
4,1,71976.3106060591,16450.18235997724,70488.98106060272,13033.793502701485,85376.0
5,1,89254.15396825,4621.517836085434,79678.1515872981,21117.618674802125,95964.0
