,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
1736822430000,462.0,362.8666666666,323.1166666666,173.2833333333,172.1333333333,125.8333333333,127.2833333333,141.6666666666,299.7666666666,145.0833333333,317.9833333333,320.7166666666,518.9166666666,177.9,130.3833333333,304.1833333333,,,,,,,,,,,,,,,,
1736822435000,1030.9666666666,1137.8833333333,1125.4166666666,923.4666666666,1071.2833333333,892.9,909.8833333333,910.0833333333,901.4666666666,908.5,1062.2333333333,912.6333333333,1211.8,945.3166666666,914.2166666666,1030.8666666666,,,,,,,,,,,,,,,,
1736822440000,1633.15,1649.25,1626.4166666666,1553.0333333332999,1534.5666666666,1487.2666666666,1518.7333333333,1518.0666666666,1623.3333333332998,1515.0833333332998,1650.7666666666,1642.7166666666,1841.2,1511.3833333332998,1524.3833333332998,1628.7333333333,,,,,,,,,,,,,,,,
1736822445000,2747.65,2664.0333333332997,2589.8833333333,2439.8666666666,2426.45,2236.7333333333,2309.7833333332997,2354.4166666666,2555.3166666666,2376.55,2618.2666666666,2603.4166666666,2770.9666666666,2369.5166666666,2283.8666666666,2570.8166666666,,,,,,,,,,,,,,,,
1736822450000,3380.53333333,3458.7,3345.36666667,3359.6,3343.55,3034.3833333333,3107.7833333332997,3269.8833333333,3330.1166666665995,3301.5166666665996,3388.41666667,3368.75,3605.0,3265.3666666665995,3118.1333333333,3340.1,,,,,,,,,,,,,,,,
1736822455000,4515.96666667,4400.93333333,4339.0,4234.08333333,4211.91666667,3993.61666667,4083.28333333,4121.53333333,4322.51666667,4128.46666667,4403.88333333,4379.25,4512.45,4113.36666667,4087.81666667,4335.66666667,,,,,,,,,,,,,,,,
1736822460000,5340.78333333,5466.03333333,5210.55,5255.85,5234.28333333,4994.78333333,5124.81666667,5144.38333333,5198.53333333,5151.28333333,5287.46666667,5257.15,5573.05,5110.46666667,5120.26666667,5213.3,,,,,,,,,,,,,,,,
1736822465000,6464.983333329999,6499.96666667,6409.883333329999,6146.78333333,6131.433333329999,5919.483333329999,6042.25,6072.116666670001,6316.33333333,6064.883333329999,6469.516666670001,6464.016666670001,6597.4,6050.683333329999,6060.4,6384.45,,,,,,,,,,,,,,,,
1736822470000,7624.96666666,7626.86666666,7484.05,7330.6,7290.95,7096.35,7247.6,7241.41666666,7445.65,7232.66666666,7585.35,7548.983333329999,7690.45,7134.01666666,7256.883333329999,7478.55,,,,,,,,,,,,,,,,
1736822475000,8768.45,8622.91666666,8511.96666666,8411.11666666,8364.23333333,8023.96666666,8193.51666666,8204.01666666,8447.65,8237.48333333,8595.41666666,8584.75,8636.33333333,8169.58333333,8218.883333329999,8479.85,,,,,,,,,,,,,,,,
1736822480000,9988.45,9835.11666666,9684.11666666,9639.25,9586.85,9271.16666666,9455.283333329999,9463.58333333,9620.283333329999,9497.783333329999,9802.18333333,9771.4,9861.883333329999,9351.783333329999,9486.35,9673.45,,,,,,,,,,,,,,,,
1736822485000,11120.71666666,11060.15,10891.21666666,10861.91666666,10815.96666666,10311.383333329999,10513.93333333,10607.033333329999,10870.11666666,10623.86666666,11050.23333333,10994.83333333,11009.36666666,10581.06666666,10549.58333333,10899.58333333,,,,,,,,,,,,,,,,
1736822490000,11640.1,11744.216666659999,11614.58333333,11732.45,11670.0,11210.51666666,11547.16666666,11543.4,11618.5,11549.5,11802.05,11739.5,11616.5,11392.18333333,11466.08333333,11645.93333333,,,,,,,,,,,,,,,,
1736822495000,12232.25,12166.766666659998,11965.43333333,12262.616666659998,12047.66666666,11684.81666666,11998.216666659999,12018.366666659998,12106.9,12028.466666659999,12158.266666659998,12254.716666659999,12069.0,11864.033333329999,11945.366666659998,12039.05,,,,,,,,,,,,,,,,
1736822500000,12652.95,12724.35,12557.16666666,12737.23333333,12674.0,12293.766666659998,12544.3,12567.283333329999,12521.383333329999,12563.16666666,12736.55,12673.83333333,12526.1,12365.383333329999,12575.6,12568.06666666,,,,,,,,,,,,,,,,
1736822505000,12670.783333329999,12853.6,12718.7,12847.75,12773.48333333,12574.0,12798.9,12735.66666666,12679.15,12700.23333333,12890.1,12849.516666659998,12658.85,12519.16666666,12868.58333333,12730.98333333,,,,,,,,,,,,,,,,
1736822510000,13202.266666659998,13236.633333329999,13119.8,13015.55,12981.966666659999,12836.85,13108.98333333,12934.16666666,13069.716666659999,12881.75,13297.81666666,13249.58333333,12990.33333333,12635.85,13118.98333333,13127.8,,,,,,,,,,,,,,,,
1736822515000,13192.966666659999,13202.5,13028.633333329999,13278.48333333,13196.73333333,12926.383333329999,13169.9,13165.8,12956.033333329999,13136.66666666,13195.716666659999,13151.83333333,13085.0,12890.016666659998,13219.766666659998,13024.65,,,,,,,,,,,,,,,,
1736822520000,13552.516666659998,13413.966666659999,13383.93333333,13454.216666659999,13369.43333333,13085.6,13308.516666659998,13293.65,13312.25,13294.2,13561.83333333,13512.08333333,13127.43333333,13045.41666666,13379.05,13380.98333333,,,,,,,,,,,,,,,,
1736822525000,13507.5,13518.383333329999,13320.633333329999,13715.18333333,13614.866666659998,13224.4,13471.883333329999,13437.216666659999,13349.18333333,13454.31666666,13514.68333333,13446.23333333,13281.35,13239.25,13523.4,13335.133333329999,,,,,,,,,,,,,,,,
1736822530000,13401.05,13531.58333333,13391.65,13625.95,13638.133333329999,13192.7,13432.866666659998,13426.266666659998,13389.783333329999,13408.23333333,13591.05,13523.55,13286.45,13190.9,13497.06666666,13418.58333333,,,,,,,,,,,,,,,,
1736822535000,13329.8,13594.466666659999,13408.533333329999,13768.9,13688.016666659998,13313.91666666,13555.43333333,13530.23333333,13436.18333333,13469.33333333,13642.7,13544.15,13413.81666666,13390.65,13606.75,13462.8,,,,,,,,,,,,,,,,
1736822540000,13403.266666659998,13629.966666659999,13442.18333333,13625.9,13539.783333329999,13200.43333333,13455.33333333,13466.6,13387.68333333,13432.1,13435.31666666,13567.216666659999,13213.033333329999,13259.533333329999,13504.73333333,13256.8,,,,,,,,,,,,,,,,
1736822545000,13385.466666659999,13525.6,13315.85,13578.633333329999,13478.616666659998,13259.283333329999,13515.133333329999,13487.33333333,13279.883333329999,13451.883333329999,13488.716666659999,13437.3,13339.95,13152.1,13565.033333329999,13315.33333333,,,,,,,,,,,,,,,,
1736822550000,13589.05,13688.58333333,13450.366666659998,13646.33333333,13559.266666659998,13410.866666659998,13575.05,13533.533333329999,13365.533333329999,13508.116666659998,13586.41666666,13562.4,13347.4,13246.466666659999,13714.43333333,13415.466666659999,,,,,,,,,,,,,,,,
1736822555000,13633.98333333,13603.883333329999,13457.55,13624.41666666,13534.9,13253.55,13425.58333333,13422.116666659998,13476.383333329999,13399.9,13711.5,13633.06666666,13265.25,13249.133333329999,13565.783333329999,13506.43333333,,,,,,,,,,,,,,,,
1736822560000,13712.58333333,13681.85,13300.633333329999,13687.15,13601.966666659999,13275.43333333,13525.466666659999,13484.15,13289.91666666,13456.033333329999,13493.016666659998,13427.6,13278.616666659998,13326.616666659998,13582.7,13327.81666666,,,,,,,,,,,,,,,,
1736822565000,13787.16666666,13654.16666666,13442.08333333,13799.516666659998,13715.66666666,13311.55,13557.2,13570.633333329999,13326.41666666,13558.93333333,13627.05,13557.0,13462.466666659999,13386.016666659998,13614.66666666,13448.83333333,,,,,,,,,,,,,,,,
1736822570000,13598.966666659999,13551.133333329999,13378.966666659999,13808.3,13679.716666659999,13328.73333333,13548.68333333,13550.33333333,13394.91666666,13553.366666659998,13583.783333329999,13505.533333329999,13320.66666666,13436.1,13632.633333329999,13409.55,,,,,,,,,,,,,,,,
1736822575000,13594.55,13908.383333329999,13716.18333333,13952.35,13713.883333329999,13422.2,13658.18333333,13602.6,13726.15,13598.95,13925.31666666,13842.56666666,13445.91666666,13554.98333333,13725.383333329999,13754.31666666,,,,,,,,,,,,,,,,
1736822580000,13533.05,13742.716666659999,13591.033333329999,13911.383333329999,13659.08333333,13333.05,13596.83333333,13569.68333333,13578.55,13521.95,13786.73333333,13720.85,13504.516666659998,13534.466666659999,13641.45,13610.85,,,,,,,,,,,,,,,,
1736822585000,13567.33333333,13527.383333329999,13338.783333329999,13610.65,13524.016666659998,13292.1,13554.966666659999,13539.0,13310.41666666,13483.85,13526.5,13461.06666666,13207.15,13215.06666666,13604.95,13346.43333333,,,,,,,,,,,,,,,,
1736822590000,13665.133333329999,13678.93333333,13432.466666659999,13747.41666666,13553.766666659998,13231.91666666,13509.55,13534.48333333,13340.883333329999,13554.73333333,13577.266666659998,13559.033333329999,13396.9,13372.06666666,13532.283333329999,13397.533333329999,,,,,,,,,,,,,,,,
1736822595000,13699.8,13764.48333333,13554.5,13731.31666666,13643.58333333,13396.516666659998,13694.16666666,13716.016666659998,13505.366666659998,13703.45,13742.66666666,13679.58333333,13310.133333329999,13297.93333333,13705.75,13566.9,,,,,,,,,,,,,,,,
1736822600000,13610.8,13663.383333329999,13481.33333333,13851.033333329999,13771.383333329999,13360.06666666,13650.85,13624.216666659999,13480.5,13601.16666666,13896.033333329999,13604.966666659999,13420.65,13428.33333333,13674.83333333,13713.18333333,,,,,,,,,,,,,,,,
1736822605000,13597.3,13692.73333333,13493.0,13767.31666666,13697.15,13362.05,13622.15,13609.9,13451.633333329999,13581.43333333,13693.633333329999,13623.7,13423.716666659999,13378.68333333,13669.966666659999,13502.133333329999,,,,,,,,,,,,,,,,
1736822610000,13672.766666659998,13775.0,13591.66666666,13844.283333329999,13758.98333333,13387.06666666,13644.31666666,13678.91666666,13563.1,13646.66666666,13771.41666666,13715.6,13491.81666666,13440.45,13693.116666659998,13591.68333333,,,,,,,,,,,,,,,,
1736822615000,13580.15,13757.31666666,13561.68333333,13868.1,13801.16666666,13403.2,13680.033333329999,13665.9,13535.516666659998,13665.366666659998,13753.033333329999,13688.033333329999,13400.716666659999,13457.766666659998,13708.016666659998,13564.16666666,,,,,,,,,,,,,,,,
1736822620000,13682.716666659999,13733.41666666,13575.266666659998,13752.05,13704.383333329999,13330.68333333,13585.633333329999,13574.65,13565.7,13556.31666666,13771.6,13713.83333333,13553.35,13361.85,13635.033333329999,13576.216666659999,,,,,,,,,,,,,,,,
1736822625000,13728.533333329999,13790.33333333,13593.516666659998,13877.266666659998,13808.766666659998,13429.616666659998,13703.366666659998,13681.2,13538.3,13665.516666659998,13811.18333333,13734.133333329999,13464.4,13472.23333333,13741.4,13630.533333329999,,,,,,,,,,,,,,,,
1736822630000,13872.7,13947.133333329999,13575.31666666,13907.08333333,13823.0,13533.0,13800.033333329999,13779.116666659998,13548.616666659998,13740.5,13772.05,13833.0,13614.93333333,13491.383333329999,13847.216666659999,13584.9,,,,,,,,,,,,,,,,
1736822635000,13605.266666659998,13667.116666659998,13409.516666659998,13723.516666659998,13817.7,13350.16666666,13639.45,13647.883333329999,13411.16666666,13642.55,13605.31666666,13534.65,13473.56666666,13336.45,13588.633333329999,13423.43333333,,,,,,,,,,,,,,,,
1736822640000,13926.116666659998,13807.65,13413.08333333,13805.716666659999,13918.283333329999,13529.383333329999,13788.18333333,13778.533333329999,13574.35,13757.6,13607.31666666,13717.05,13515.75,13429.116666659998,13838.18333333,13612.73333333,,,,,,,,,,,,,,,,
1736822645000,13896.783333329999,14090.05,13902.91666666,14226.533333329999,14142.9,13654.866666659998,13927.283333329999,13941.283333329999,13915.95,13959.6,14139.783333329999,14044.85,13885.8,13808.616666659998,13969.08333333,13955.016666659998,,,,,,,,,,,,,,,,
1736822650000,13847.65,13918.616666659998,13784.73333333,14052.4,13996.65,13697.866666659998,13947.15,13900.16666666,13794.2,13844.85,14029.65,13925.56666666,13604.56666666,13665.83333333,14020.41666666,13833.56666666,,,,,,,,,,,,,,,,
1736822655000,13676.3,13803.216666659999,13507.2,13798.866666659998,13764.83333333,13436.81666666,13665.35,13621.533333329999,13508.866666659998,13598.23333333,13702.033333329999,13677.716666659999,13630.266666659998,13452.266666659998,13748.016666659998,13521.66666666,,,,,,,,,,,,,,,,
1736822660000,13835.266666659998,13850.266666659998,13688.133333329999,13898.516666659998,13840.0,13519.08333333,13750.45,13720.68333333,13698.43333333,13713.05,13676.65,13828.5,13649.5,13539.866666659998,13821.65,13702.85,,,,,,,,,,,,,,,,
1736822665000,13780.31666666,13834.766666659998,13715.85,13995.83333333,13904.1,13598.283333329999,13879.41666666,13819.1,13574.15,13812.616666659998,13925.766666659998,13847.766666659998,13511.31666666,13577.06666666,13910.15,13750.966666659999,,,,,,,,,,,,,,,,
1736822670000,13689.66666666,13779.56666666,13638.283333329999,14020.48333333,13938.95,13492.6,13748.366666659998,13733.383333329999,13648.2,13740.98333333,13868.016666659998,13746.216666659999,13552.966666659999,13608.31666666,13820.41666666,13681.31666666,,,,,,,,,,,,,,,,
1736822675000,,,,,13839.866666659998,,,,13459.65,13735.91666666,,,13273.23333333,,13901.016666659998,13483.466666659999,,,,,,,,,,,,,,,,
1736822680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736822700000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
1736822705000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.083333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,,,,,,,,
1736822710000,68.5166666666,107.9333333333,99.2333333333,67.4333333333,69.3,98.2333333333,69.0833333333,67.95,96.1166666666,67.4,69.8833333333,62.3666666667,67.5333333333,67.6333333333,63.6,69.6333333333,41.1166666667,98.8666666666,68.85,68.6166666666,95.0166666666,68.1666666666,108.8833333333,61.3166666667,,,,,,,,
1736822715000,194.0833333333,509.2166666666,426.55,192.65,196.2833333333,425.4333333333,207.5166666666,417.8666666666,414.8333333333,255.3666666666,416.0,569.7,412.5,418.8333333333,394.25,255.8166666666,108.6833333333,425.35,420.3666666666,265.3666666666,410.83333333329995,553.7333333333,471.9666666666,196.5666666666,,,,,,,,
