Parallelism,Mean,StdErr,Predictions
0,0.0,0.0,
1,10392.89808742967,859.9381893852344,
2,23779.085947706073,1188.1094516408198,32880.0
3,31068.289622634387,1661.3068277080843,41138.0
4,45052.48113206432,2299.1847423407507,52809.0
5,43159.96099998764,2469.636590451476,77810.0
