,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond,flink_taskmanager_job_task_numRecordsInPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1737110620000,0.0,0.0,,,,,,
1737110625000,0.0,0.0,,,,,,
1737110630000,0.0,215.5166666666,,,,,,
1737110635000,213.8833333333,287.9333333333,,,,,,
1737110640000,292.2666666666,1267.5166666666,,,,,,
1737110645000,1191.1333333333,3131.05,,,,,,
1737110650000,3064.7166666666,4875.38333333,,,,,,
1737110655000,4944.28333333,7013.383333329999,,,,,,
1737110660000,7041.56666666,8326.01666666,,,,,,
1737110665000,8215.01666666,9797.48333333,,,,,,
1737110670000,9806.96666666,10292.16666666,,,,,,
1737110675000,10121.66666666,13017.41666666,,,,,,
1737110680000,13081.0,13017.41666666,,,,,,
1737110685000,13081.0,13444.2,,,,,,
1737110690000,13263.93333333,17214.75,,,,,,
1737110695000,17280.266666659998,17142.33333333,,,,,,
1737110700000,17201.88333333,16162.75,,,,,,
1737110705000,16303.016666659998,18488.45,,,,,,
1737110710000,18599.43333333,16744.11666666,,,,,,
1737110715000,16719.86666666,14606.116666659998,,,,,,
1737110720000,14622.58333333,15265.7,,,,,,
1737110725000,15192.616666659998,14872.91666666,,,,,,
1737110730000,14970.033333329999,14378.23333333,,,,,,
1737110735000,14655.33333333,13954.18333333,,,,,,
1737110740000,13669.81666666,19477.41666666,,,,,,
1737110745000,19097.6,22070.45,,,,,,
1737110750000,22412.05,18084.38333333,,,,,,
1737110755000,18181.83333333,20309.21666666,,,,,,
