,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond,flink_taskmanager_job_task_busyTimeMsPerSecond
,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks,TumblingEventTimeWindows____Timestamps_Watermarks
,0,1,2,3,4,5,6,7
Timestamp,,,,,,,,
1737110620000,1000.0,1000.0,,,,,,
1737110625000,1000.0,0.0,,,,,,
1737110630000,0.0,18.0,,,,,,
1737110635000,83.0,15.0,,,,,,
1737110640000,65.0,131.0,,,,,,
1737110645000,223.0,203.0,,,,,,
1737110650000,372.0,301.0,,,,,,
1737110655000,467.0,384.0,,,,,,
1737110660000,534.0,430.0,,,,,,
1737110665000,592.0,484.0,,,,,,
1737110670000,637.0,516.0,,,,,,
1737110675000,674.0,547.0,,,,,,
1737110680000,703.0,585.0,,,,,,
1737110685000,728.0,656.0,,,,,,
1737110690000,822.0,703.0,,,,,,
1737110695000,881.0,786.0,,,,,,
1737110700000,962.0,830.0,,,,,,
1737110705000,987.0,852.0,,,,,,
1737110710000,990.0,870.0,,,,,,
1737110715000,995.0,880.0,,,,,,
1737110720000,1000.0,885.0,,,,,,
1737110725000,1000.0,888.0,,,,,,
1737110730000,1000.0,904.0,,,,,,
1737110735000,1000.0,891.0,,,,,,
1737110740000,1000.0,876.0,,,,,,
1737110745000,1000.0,896.0,,,,,,
1737110750000,1000.0,914.0,,,,,,
1737110755000,1000.0,883.0,,,,,,
1737110760000,1000.0,877.0,,,,,,
1737110765000,1000.0,877.0,,,,,,
1737110770000,1000.0,871.0,,,,,,
1737110775000,1000.0,871.0,,,,,,
1737110780000,1000.0,849.0,,,,,,
1737110785000,1000.0,854.0,,,,,,
