Time,Parallelism,Throughput_OUT,Throughput_IN
1707939622,1.0,0.0,0.0
1707939627,1.0,663.5,663.5
1707939632,1.0,663.6,663.6
1707939637,1.0,663.6,663.6
1707939642,1.0,663.6,663.6
1707939647,1.0,6405.0,6405.03333333
1707939652,1.0,12897.51666666,12897.55
1707939657,1.0,19951.41666666,19951.45
1707939662,1.0,27639.21666666,27639.23333333
1707939667,1.0,36884.7,36884.75
1707939672,1.0,45401.8,45401.83333333
1707939677,1.0,54450.6,54450.63333333
1707939682,1.0,63590.66666665999,63590.7
1707939687,1.0,72016.28333333,72016.31666665999
1707939692,1.0,81157.51666666,81157.55
1707939697,1.0,89896.21666666,89896.26666666
1707939702,1.0,98904.96666666,98905.0
1707939707,1.0,102488.53333333,102488.53333333
1707939712,1.0,104898.76666666,104898.8
1707939717,1.0,106513.11666666,106513.1
1707939722,1.0,107610.85,107610.9
1707939727,1.0,107684.91666666,107684.9
1707939732,1.0,108361.3,108361.3
1707939737,1.0,108534.33333333,108534.33333333
1707939742,1.0,106370.06666666,106370.06666666
1707939747,1.0,106638.0,106638.0
1707939752,1.0,106480.73333333,106480.73333333
1707939757,1.0,106943.26666666,106943.25
1707939762,1.0,107035.45,107035.43333333
1707939767,1.0,107070.76666666,107070.76666666
1707939772,1.0,107404.51666666,107404.48333333
1707939777,1.0,107591.7,107591.73333333
1707939782,1.0,108084.35,108084.31666666
1707939787,1.0,108169.96666666,108169.95
1707939792,1.0,108124.36666666,108124.36666666
1707939797,1.0,107614.2,107614.2
1707939802,1.0,109643.7,109643.7
1707939807,1.0,109636.85,109636.83333333
1707939812,1.0,109204.66666666,109204.66666666
1707939817,1.0,109379.23333333,109379.23333333
1707939822,1.0,108983.78333333,108983.8
1707939827,1.0,108261.71666666,108261.7
1707939832,1.0,108076.81666666,108076.81666666
1707939837,1.0,108580.9,108580.88333333
1707939842,1.0,108576.91666666,108576.91666666
1707939847,1.0,108559.3,108559.31666666
1707939852,1.0,108369.63333333,108369.63333333
1707939857,1.0,109008.63333333,109008.65
1707939862,1.0,108532.8,108532.8
1707939867,1.0,108575.23333333,108575.25
1707939872,1.0,109087.35,109087.33333333
1707939877,1.0,108802.43333333,108802.43333333
1707939882,1.0,108878.83333333,108878.83333333
1707939887,1.0,109558.5,109558.51666666
1707939892,1.0,109419.95,109419.93333333
1707939897,1.0,109420.8,109420.8
1707939902,1.0,109459.63333333,109459.63333333
1707939907,1.0,109439.88333333,109439.88333333
1707939912,1.0,109725.31666666,109725.3
1707939917,1.0,109830.56666666,109830.55
1707939922,1.0,110649.9,110649.9
1707939927,1.0,110302.51666666,110302.51666666
1707939932,1.0,110236.26666666,110236.26666666
1707939937,1.0,110450.6,110450.66666666
1707939942,1.0,111010.08333333,111010.08333333
1707939947,1.0,111027.88333333,111027.86666666
1707939952,1.0,111577.51666666,111577.51666666
1707939957,1.0,111656.13333333,111656.11666666
1707939962,1.0,111648.21666666,111648.21666666
1707939967,1.0,111637.7,111637.68333333
1707939972,1.0,111622.71666666,111622.73333333
1707939977,1.0,111653.76666666,111653.75
1707939982,1.0,110618.98333333,110618.95
1707939987,1.0,109177.9,109177.9
1707939992,1.0,109478.46666666,109478.48333333
1707940047,2.0,423.1333333333,0.0
1707940052,2.0,4540.61666667,423.1666666666
1707940057,2.0,14144.3,4540.65
1707940062,2.0,25212.81666666,14144.35
1707940067,2.0,34267.63333333,25212.85
1707940072,2.0,44989.71666666,34267.683333329995
1707940077,2.0,56930.73333333,44989.76666666
1707940082,2.0,68119.3,56930.78333332999
1707940087,2.0,79261.76666666,68119.36666665999
1707940092,2.0,91684.51666666,79261.8
1707940097,2.0,105165.0,91684.56666666
1707940102,2.0,118385.5,105165.05
1707940107,2.0,131399.2,118385.53333333
1707940112,2.0,140017.93333333,131399.2
1707940117,2.0,144091.63333332998,140017.95
1707940122,2.0,146385.11666666,144091.61666666
1707940127,2.0,151055.31666666,146385.11666666
1707940132,2.0,152584.95,151055.31666666
1707940137,2.0,154267.95,152584.95
1707940142,2.0,155719.63333332998,154267.95
1707940147,2.0,158102.5,155719.6
1707940152,2.0,159152.98333333,158102.48333333
1707940157,2.0,158990.86666666,159152.96666665998
1707940162,2.0,159637.05,158990.85
1707940167,2.0,160351.33333333,159637.05
1707940172,2.0,161495.75,160351.36666666
1707940177,2.0,161704.11666666,161495.75
1707940182,2.0,162042.06666666,161704.13333332998
1707940187,2.0,162199.51666666,162042.08333333
1707940192,2.0,163900.75,162199.56666666
1707940197,2.0,164332.21666665998,163900.73333333
1707940202,2.0,165044.51666666,164332.18333333
1707940207,2.0,165644.86666666,165044.51666666
1707940212,2.0,166186.41666666,165644.9
1707940217,2.0,167015.2,166186.43333333
1707940222,2.0,166842.43333333,167015.18333333
1707940227,2.0,166152.51666666,166842.45
1707940232,2.0,165716.06666666,166152.46666665998
1707940237,2.0,166067.88333332998,165716.05
1707940242,2.0,166378.48333333,166067.83333333
1707940247,2.0,166369.66666666,166378.48333333
1707940252,2.0,165403.96666665998,166369.61666666
1707940257,2.0,165565.21666665998,165403.96666665998
1707940262,2.0,166080.91666666,165565.25
1707940267,2.0,166244.81666666,166080.91666666
1707940272,2.0,166881.31666666,166244.8
1707940277,2.0,167506.35,166881.28333333
1707940282,2.0,168083.5,167506.43333333
1707940287,2.0,169509.13333332998,168083.5
1707940292,2.0,170604.18333333,169509.16666666
1707940297,2.0,171075.73333333,170604.2
1707940302,2.0,171617.06666666,171075.78333333
1707940307,2.0,171933.35,171617.05
1707940312,2.0,172897.3,171933.35
1707940317,2.0,172839.9,172897.31666666
1707940322,2.0,172014.01666666,172839.86666666
1707940327,2.0,171724.78333333,172014.01666666
1707940332,2.0,170387.5,171724.78333333
1707940337,2.0,169407.75,170387.53333333
1707940342,2.0,168322.53333333,169407.7
1707940347,2.0,166830.48333333,168322.51666666
1707940352,2.0,165893.95,166830.48333333
1707940357,2.0,164763.88333332998,165893.93333333
1707940362,2.0,163525.13333332998,164763.86666666
1707940367,2.0,162502.63333332998,163525.15
1707940372,2.0,162216.3,162502.61666666
1707940377,2.0,159378.03333333,162216.28333333
1707940382,2.0,160347.53333333,159378.05
1707940387,2.0,160525.9,160347.55
1707940392,2.0,160945.96666665998,160525.9
1707940397,2.0,161523.4,160945.93333333
1707940402,2.0,161769.46666665998,161523.4
1707940407,2.0,158822.33333333,161769.46666665998
1707940412,2.0,159356.91666666,158822.31666666
1707940417,2.0,159871.71666666,159356.93333333
1707940422,2.0,160589.81666666,159871.71666666
1707940427,2.0,161075.28333333,160589.8
