Timestamp,"('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_numRecordsInPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 0)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 1)","('flink_taskmanager_job_task_busyTimeMsPerSecond', 'TumblingEventTimeWindows____Timestamps_Watermarks', 2)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 1)","('flink_taskmanager_job_task_hardBackPressuredTimeMsPerSecond', 2)",flink_jobmanager_job_lastCheckpointSize,flink_jobmanager_job_lastCheckpointDuration,Parallelism
0,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
5,0.0,,,,,,0.0,0.0,-1.0,-1.0,1
10,0.0,,,1000.0,,,0.0,0.0,-1.0,-1.0,1
15,0.0,,,995.0,,,0.0,0.0,-1.0,-1.0,1
20,0.0,,,895.0,,,0.0,0.0,-1.0,-1.0,1
25,0.0,,,824.0,,,0.0,0.0,-1.0,-1.0,1
30,0.0,,,774.0,,,0.0,0.0,22637.0,334.0,1
35,54.4666666667,,,755.0,,,66.0,68.0,22637.0,334.0,1
40,54.4666666667,,,755.0,,,66.0,68.0,58943.0,9277.0,1
45,181.2166666666,,,755.0,,,130.0,142.0,58943.0,9277.0,1
50,296.43333333329997,,,755.0,,,175.0,193.0,803408.0,10879.0,1
55,412.95,,,755.0,,,247.0,268.0,803408.0,10879.0,1
60,624.75,,,755.0,,,355.0,377.0,803408.0,10879.0,1
65,808.0166666665999,,,755.0,,,446.0,456.0,1909652.0,12660.0,1
70,1001.8833333333,,,755.0,,,530.0,546.0,1909652.0,12660.0,1
75,1302.9166666666,,,759.0,,,605.0,619.0,3162107.0,9558.0,1
80,1762.0333333332999,,,843.0,,,642.0,661.0,1863048.0,4284.0,1
85,2197.0,,,917.0,,,718.0,726.0,3513735.0,4231.0,1
90,2662.85,,,982.0,,,784.0,780.0,4595758.0,4445.0,1
95,3055.7,,,1000.0,,,842.0,834.0,4610055.0,5461.0,1
100,3115.8,,,1000.0,,,853.0,858.0,4610055.0,5461.0,1
105,3235.4333333333,,,1000.0,,,936.0,932.0,4610055.0,5461.0,1
110,3672.4166666700003,,,1000.0,,,978.0,957.0,7148381.0,10611.0,1
115,3816.63333333,,,1000.0,,,985.0,961.0,8586700.0,4654.0,1
120,3604.8333333299997,,,1000.0,,,960.0,936.0,8586700.0,4654.0,1
125,3447.9166666700003,,,1000.0,,,1000.0,1000.0,8586700.0,4654.0,1
130,3874.75,,,1000.0,,,1000.0,1000.0,8134139.0,16152.0,1
135,3950.85,,,1000.0,,,1000.0,1000.0,2408702.0,3463.0,1
140,4149.6,,,1000.0,,,1000.0,1000.0,5307848.0,3877.0,1
145,4279.85,,,1000.0,,,1000.0,1000.0,6547139.0,4747.0,1
150,4405.11666667,,,1000.0,,,1000.0,1000.0,5283531.0,4253.0,1
155,4974.66666667,,,1000.0,,,1000.0,1000.0,6693579.0,3546.0,1
160,5728.83333333,,,1000.0,,,1000.0,1000.0,8492477.0,4119.0,1
165,6046.96666667,,,1000.0,,,1000.0,1000.0,10495685.0,5578.0,1
170,5994.38333333,,,1000.0,,,1000.0,993.0,11318356.0,6823.0,1
175,6537.48333333,,,1000.0,,,990.0,973.0,11864314.0,4119.0,1
180,6569.13333333,,,1000.0,,,992.0,973.0,11864314.0,4119.0,1
185,6542.78333333,,,1000.0,,,866.0,847.0,11864314.0,4119.0,1
190,5922.08333333,,,1000.0,,,872.0,848.0,11864314.0,4119.0,1
195,5544.95,,,1000.0,,,877.0,857.0,11864314.0,4119.0,1
200,4887.08333333,,,1000.0,,,893.0,873.0,11864314.0,4119.0,1
205,4321.86666667,,,1000.0,,,896.0,879.0,11864314.0,4119.0,1
210,3730.75,,,1000.0,,,903.0,885.0,11864314.0,4119.0,1
215,3024.2333333333004,,,1000.0,,,1000.0,1000.0,11864314.0,4119.0,1
220,2313.2833333333,,,1000.0,,,1000.0,1000.0,11864314.0,4119.0,1
225,,,,,,,,,,,0
250,,0.0,,,,,,,-1.0,,1
255,0.0,0.0,,,,,0.0,0.0,-1.0,-1.0,2
260,0.0,0.0,,,,,0.0,0.0,-1.0,-1.0,2
265,0.0,0.0,,,,,0.0,0.0,-1.0,-1.0,2
270,0.0,0.0,,,,,0.0,0.0,-1.0,-1.0,2
275,0.0,0.0,,,,,0.0,0.0,-1.0,-1.0,2
280,0.0,0.0,,,,,0.0,0.0,-1.0,-1.0,2
285,0.0,0.0,,,,,0.0,0.0,-1.0,-1.0,2
290,0.0,0.0,,,1000.0,,0.0,0.0,-1.0,-1.0,2
295,0.0,0.0,,1000.0,894.0,,0.0,0.0,-1.0,-1.0,2
300,0.0,0.0,,997.0,794.0,,0.0,0.0,-1.0,-1.0,2
305,0.0,0.0,,885.0,711.0,,0.0,0.0,42510.0,1110.0,2
310,1.033333333333,11.066666666666,,818.0,652.0,,0.0,0.0,42510.0,1110.0,2
315,16.766666666666,42.25,,834.0,605.0,,9.0,16.0,42510.0,1110.0,2
320,84.4833333333,152.2,,848.0,530.0,,53.0,51.0,114413.0,8509.0,2
325,206.3333333333,312.25,,848.0,457.0,,90.0,89.0,1087234.0,5989.0,2
330,392.1,547.7,,848.0,394.0,,133.0,134.0,1933102.0,4550.0,2
335,611.1833333333,675.25,,848.0,382.0,,198.0,177.0,3163079.0,5270.0,2
340,629.4833333332999,716.4166666665999,,848.0,299.0,,279.0,259.0,3163079.0,5270.0,2
345,788.25,1016.3833333333,,848.0,247.0,,424.0,398.0,3868828.0,8900.0,2
350,1154.65,1379.5833333333,,848.0,190.0,,485.0,451.0,6630986.0,4289.0,2
355,1505.2666666666,1707.3166666666,,848.0,213.0,,543.0,492.0,8169449.0,5139.0,2
360,1785.0333333332999,2029.6666666666,,850.0,237.0,,611.0,546.0,6457752.0,4499.0,2
365,2204.15,2431.8666666666,,935.0,268.0,,676.0,589.0,8303211.0,4911.0,2
370,2690.1,2940.1833333333,,1000.0,293.0,,723.0,639.0,10430233.0,4219.0,2
375,3161.1666666666,3140.4666666666,,1000.0,352.0,,766.0,668.0,12693351.0,5133.0,2
380,3112.1666666666,3030.5166666666,,1000.0,428.0,,812.0,708.0,12693351.0,5133.0,2
385,2990.3166666665998,2990.3833333333,,1000.0,495.0,,859.0,753.0,12693351.0,5133.0,2
390,2804.55,2754.9333333333,,1000.0,472.0,,899.0,791.0,12693351.0,5133.0,2
395,2585.4666666666,2627.3833333333,,1000.0,399.0,,917.0,832.0,12693351.0,5133.0,2
400,2601.85,2647.4333333333,,1000.0,434.0,,1000.0,1000.0,16547492.0,25145.0,2
405,2578.5666666665998,2402.4333333333,,1000.0,479.0,,1000.0,1000.0,16547492.0,25145.0,2
410,2214.6,2187.7666666666,,1000.0,481.0,,1000.0,1000.0,16547492.0,25145.0,2
415,2251.0166666666,2333.9,,1000.0,496.0,,1000.0,1000.0,19606093.0,11548.0,2
