,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Input_Buffers_inputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_Shuffle_Netty_Output_Buffers_outputQueueLength,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs,flink_taskmanager_job_task_estimatedTimeToConsumeBuffersMs
1736781855000,9.0,17.0,6.0,7.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,9.0,636.0,1900.0,319.0,88941000.0,9456.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781860000,10.0,19.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,10.0,10.0,201160000.0,669.0,26600000.0,953.0,742.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781865000,9.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.0,9.0,40.0,460.0,212.0,26603000.0,409.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781870000,9.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,160.0,2560.0,198.0,217.0,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781875000,9.0,21.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,313.0,1146.0,1821.0,461.0,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781880000,9.0,18.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,8.0,9.0,492.0,739.0,11712.0,390.0,3536.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781885000,10.0,19.0,19.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,10.0,1374.0,2051.0,716.0,888.0,1061.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781890000,9.0,19.0,0.0,19.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,92826000.0,2000.0,75.0,904.0,485.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781895000,10.0,17.0,0.0,17.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,10.0,31.0,61318.0,1348.0,291090000.0,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781900000,9.0,20.0,18.0,3.0,1.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,9.0,9.0,17523000.0,1216.0,749.0,315.0,6.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781905000,9.0,20.0,18.0,21.0,1.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,1216.0,749.0,315.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781910000,9.0,20.0,18.0,21.0,1.0,0.0,0.0,12.0,1.0,1.0,1.0,0.0,9.0,9.0,2304000.0,1216.0,749.0,315.0,1.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781915000,9.0,20.0,19.0,21.0,1.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,9.0,9.0,2304000.0,1216.0,259139.0,315.0,2420.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781920000,3.0,17.0,19.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1849.0,1354.0,1563.0,1115.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781925000,9.0,19.0,0.0,19.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,134090000.0,17422.0,556322.0,1010.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781930000,1.0,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,1.0,16.0,2006.0,29647000.0,10365.0,612.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781935000,1.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,869.0,455.0,26823000.0,204.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781940000,9.0,20.0,17.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,9.0,663.0,1385.0,418.0,354.0,862.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781945000,9.0,19.0,9.0,17.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,23238000.0,101900000.0,21406000.0,721.0,3619000.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781950000,9.0,19.0,0.0,11.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,84.0,947.0,425.0,19691000.0,93.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781955000,9.0,21.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,9.0,9935.0,1962.0,312.0,252.0,1137.0,-9.223372036854776e+18,-9.223372036854776e+18
1736781960000,8.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,10.0,473.0,1414.0,281.0,356.0,881.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781965000,9.0,14.0,14.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8.0,9.0,380.0,521.0,1395.0,335.0,540.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781970000,9.0,19.0,14.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,33570000.0,2248408.0,1395.0,29647000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781975000,9.0,19.0,14.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,2709000.0,2248408.0,1395.0,29647000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781980000,9.0,19.0,18.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,9.0,9.0,2304000.0,2248408.0,453.0,29647000.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781985000,9.0,20.0,,20.0,0.0,0.0,0.0,11.0,0.0,,0.0,0.0,9.0,9.0,2835000.0,1505.0,,262.0,862.0,-9.223372036854775e+18,-9.223372036854775e+18
1736781990000,,,,,,,,,,,,,,,,,,,,,
1736781435000,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,
